am_id,acct_key,advisor_sid,month_id,end_balance,credited_amt,txn_count,is_zero_balance,present_prior_month,prior_end_balance,prior_credited_amt
1940|V000005|202604,1940,V000005,202604,204549.82,2594.41,3,false,false,0.00,0.00
1940|V000005|202605,1940,V000005,202605,208640.81,6394.07,4,false,true,204549.82,2594.41
1940|V000005|202606,1940,V000005,202606,206595.31,4695.06,4,false,true,208640.81,6394.07
1947|V000006|202604,1947,V000006,202604,1570999.88,6688.97,3,false,false,0.00,0.00
1947|V000006|202605,1947,V000006,202605,1602419.88,338.64,1,false,true,1570999.88,6688.97
1947|V000006|202606,1947,V000006,202606,1586709.88,2089.36,3,false,true,1602419.88,338.64
1954|V000006|202604,1954,V000006,202604,1698157.57,0.00,0,false,false,0.00,0.00
1954|V000006|202605,1954,V000006,202605,1732120.72,1630.61,1,false,true,1698157.57,0.00
1954|V000006|202606,1954,V000006,202606,1715139.15,3187.61,3,false,true,1732120.72,1630.61
1961|V000006|202604,1961,V000006,202604,226000.53,730.31,1,false,false,0.00,0.00
1961|V000006|202605,1961,V000006,202605,230520.54,3394.07,2,false,true,226000.53,730.31
1961|V000006|202606,1961,V000006,202606,228260.54,3284.85,2,false,true,230520.54,3394.07
1968|V000006|202604,1968,V000006,202604,1837309.63,4511.30,3,false,false,0.00,0.00
1968|V000006|202605,1968,V000006,202605,1874055.82,3295.55,2,false,true,1837309.63,4511.30
1968|V000006|202606,1968,V000006,202606,1855682.73,1319.33,2,false,true,1874055.82,3295.55
1975|V000006|202604,1975,V000006,202604,1979240.64,2718.04,2,false,false,0.00,0.00
1975|V000006|202605,1975,V000006,202605,2018825.46,7208.94,6,false,true,1979240.64,2718.04
1975|V000006|202606,1975,V000006,202606,1999033.05,827.52,1,false,true,2018825.46,7208.94
1982|V000006|202604,1982,V000006,202604,1000177.66,8914.57,4,false,false,0.00,0.00
1982|V000006|202605,1982,V000006,202605,1020181.21,6237.95,5,false,true,1000177.66,8914.57
1982|V000006|202606,1982,V000006,202606,1010179.43,1872.61,2,false,true,1020181.21,6237.95
1989|V000006|202604,1989,V000006,202604,1051689.61,1967.07,2,false,false,0.00,0.00
1989|V000006|202605,1989,V000006,202605,1072723.40,0.00,0,false,true,1051689.61,1967.07
1989|V000006|202606,1989,V000006,202606,1062206.50,0.00,0,false,true,1072723.40,0.00
1996|V000006|202604,1996,V000006,202604,1991165.75,8180.90,4,false,false,0.00,0.00
1996|V000006|202605,1996,V000006,202605,2030989.06,7666.13,4,false,true,1991165.75,8180.90
1996|V000006|202606,1996,V000006,202606,2011077.40,2012.56,1,false,true,2030989.06,7666.13
2003|V000006|202604,2003,V000006,202604,2122398.70,958.88,1,false,false,0.00,0.00
2003|V000006|202605,2003,V000006,202605,2164846.67,3350.38,2,false,true,2122398.70,958.88
2003|V000006|202606,2003,V000006,202606,2143622.68,4824.33,4,false,true,2164846.67,3350.38
2010|V000006|202604,2010,V000006,202604,2089463.31,3165.40,3,false,false,0.00,0.00
2010|V000006|202605,2010,V000006,202605,2131252.58,0.00,0,false,true,2089463.31,3165.40
2010|V000006|202606,2010,V000006,202606,2110357.95,6136.37,4,false,true,2131252.58,0.00
2017|V000007|202604,2017,V000007,202604,322185.93,2766.41,4,false,false,0.00,0.00
2017|V000007|202605,2017,V000007,202605,328629.65,4310.67,3,false,true,322185.93,2766.41
2017|V000007|202606,2017,V000007,202606,325407.79,3519.27,3,false,true,328629.65,4310.67
2024|V000007|202604,2024,V000007,202604,1285146.74,3298.38,3,false,false,0.00,0.00
2024|V000007|202605,2024,V000007,202605,1310849.68,6758.97,6,false,true,1285146.74,3298.38
2024|V000007|202606,2024,V000007,202606,1297998.21,1815.09,3,false,true,1310849.68,6758.97
2031|V000007|202604,2031,V000007,202604,1732850.79,4937.31,3,false,false,0.00,0.00
2031|V000007|202605,2031,V000007,202605,1767507.81,7938.09,4,false,true,1732850.79,4937.31
2031|V000007|202606,2031,V000007,202606,1750179.30,9707.23,7,false,true,1767507.81,7938.09
2038|V000007|202604,2038,V000007,202604,1798437.37,6095.76,5,false,false,0.00,0.00
2038|V000007|202605,2038,V000007,202605,1834406.12,3250.05,3,false,true,1798437.37,6095.76
2038|V000007|202606,2038,V000007,202606,1816421.74,12932.72,7,false,true,1834406.12,3250.05
2045|V000007|202604,2045,V000007,202604,195346.90,10042.62,6,false,false,0.00,0.00
2045|V000007|202605,2045,V000007,202605,199253.84,3263.32,3,false,true,195346.90,10042.62
2045|V000007|202606,2045,V000007,202606,197300.37,4626.68,3,false,true,199253.84,3263.32
2052|V000007|202604,2052,V000007,202604,1820966.96,4802.38,3,false,false,0.00,0.00
2052|V000007|202605,2052,V000007,202605,1857386.30,9801.23,5,false,true,1820966.96,4802.38
2052|V000007|202606,2052,V000007,202606,1839176.63,3739.02,2,false,true,1857386.30,9801.23
2059|V000007|202604,2059,V000007,202604,1368820.40,3357.70,3,false,false,0.00,0.00
2059|V000007|202605,2059,V000007,202605,1396196.80,8136.88,6,false,true,1368820.40,3357.70
2059|V000007|202606,2059,V000007,202606,1382508.60,8129.65,5,false,true,1396196.80,8136.88
2066|V000007|202604,2066,V000007,202604,2217692.77,7544.56,7,false,false,0.00,0.00
2066|V000007|202605,2066,V000007,202605,2262046.63,2520.57,1,false,true,2217692.77,7544.56
2066|V000007|202606,2066,V000007,202606,2239869.70,2367.22,2,false,true,2262046.63,2520.57
2073|V000007|202604,2073,V000007,202604,365002.52,8805.70,6,false,false,0.00,0.00
2073|V000007|202605,2073,V000007,202605,372302.57,7923.66,5,false,true,365002.52,8805.70
2073|V000007|202606,2073,V000007,202606,368652.54,4955.41,3,false,true,372302.57,7923.66
2080|V000007|202604,2080,V000007,202604,1473440.53,0.00,0,false,false,0.00,0.00
2080|V000007|202605,2080,V000007,202605,1502909.34,5963.52,4,false,true,1473440.53,0.00
2080|V000007|202606,2080,V000007,202606,1488174.94,6300.26,5,false,true,1502909.34,5963.52
2087|V000008|202604,2087,V000008,202604,1030028.77,1101.84,3,false,false,0.00,0.00
2087|V000008|202605,2087,V000008,202605,1050629.35,0.00,0,false,true,1030028.77,1101.84
2087|V000008|202606,2087,V000008,202606,1040329.06,5412.76,4,false,true,1050629.35,0.00
2094|V000008|202604,2094,V000008,202604,2020811.36,11547.01,9,false,false,0.00,0.00
2094|V000008|202605,2094,V000008,202605,2061227.59,8233.29,5,false,true,2020811.36,11547.01
2094|V000008|202606,2094,V000008,202606,2041019.47,6403.22,4,false,true,2061227.59,8233.29
2101|V000008|202604,2101,V000008,202604,2083431.88,11392.67,6,false,false,0.00,0.00
2101|V000008|202605,2101,V000008,202605,2125100.52,1988.39,2,false,true,2083431.88,11392.67
2101|V000008|202606,2101,V000008,202606,2104266.20,6303.48,4,false,true,2125100.52,1988.39
2108|V000008|202604,2108,V000008,202604,1915736.45,2887.32,3,false,false,0.00,0.00
2108|V000008|202605,2108,V000008,202605,1954051.18,3679.79,2,false,true,1915736.45,2887.32
2108|V000008|202606,2108,V000008,202606,1934893.82,3587.32,2,false,true,1954051.18,3679.79
2115|V000008|202604,2115,V000008,202604,1106593.59,1310.97,1,false,false,0.00,0.00
2115|V000008|202605,2115,V000008,202605,1128725.46,11552.60,7,false,true,1106593.59,1310.97
2115|V000008|202606,2115,V000008,202606,1117659.53,5790.91,5,false,true,1128725.46,11552.60
2122|V000008|202604,2122,V000008,202604,1822837.55,0.00,0,false,false,0.00,0.00
2122|V000008|202605,2122,V000008,202605,1859294.31,6873.41,6,false,true,1822837.55,0.00
2122|V000008|202606,2122,V000008,202606,1841065.93,8157.05,4,false,true,1859294.31,6873.41
2129|V000008|202604,2129,V000008,202604,829846.45,6714.30,6,false,false,0.00,0.00
2129|V000008|202605,2129,V000008,202605,846443.38,2558.47,2,false,true,829846.45,6714.30
2129|V000008|202606,2129,V000008,202606,838144.91,7797.90,5,false,true,846443.38,2558.47
2136|V000008|202604,2136,V000008,202604,1182537.69,4290.27,5,false,false,0.00,0.00
2136|V000008|202605,2136,V000008,202605,1206188.44,3503.69,3,false,true,1182537.69,4290.27
2136|V000008|202606,2136,V000008,202606,1194363.06,7414.18,5,false,true,1206188.44,3503.69
2143|V000008|202604,2143,V000008,202604,374278.24,9710.76,6,false,false,0.00,0.00
2143|V000008|202605,2143,V000008,202605,381763.81,12183.46,10,false,true,374278.24,9710.76
2143|V000008|202606,2143,V000008,202606,378021.02,4891.99,4,false,true,381763.81,12183.46
2150|V000008|202604,2150,V000008,202604,2330840.37,6252.44,5,false,false,0.00,0.00
2150|V000008|202605,2150,V000008,202605,2377457.18,9714.15,7,false,true,2330840.37,6252.44
2150|V000008|202606,2150,V000008,202606,2354148.78,9204.90,7,false,true,2377457.18,9714.15
2157|V000009|202604,2157,V000009,202604,1446452.66,3262.58,2,false,false,0.00,0.00
2157|V000009|202605,2157,V000009,202605,1475381.71,5016.80,5,false,true,1446452.66,3262.58
2157|V000009|202606,2157,V000009,202606,1460917.19,4963.38,3,false,true,1475381.71,5016.80
2164|V000009|202604,2164,V000009,202604,997306.63,7793.32,4,false,false,0.00,0.00
2164|V000009|202605,2164,V000009,202605,1017252.76,1493.95,1,false,true,997306.63,7793.32
2164|V000009|202606,2164,V000009,202606,1007279.70,2564.08,2,false,true,1017252.76,1493.95
2171|V000009|202604,2171,V000009,202604,1116452.78,6561.37,5,false,false,0.00,0.00
2171|V000009|202605,2171,V000009,202605,1138781.84,0.00,0,false,true,1116452.78,6561.37
2171|V000009|202606,2171,V000009,202606,1127617.31,3198.82,2,false,true,1138781.84,0.00
2178|V000009|202604,2178,V000009,202604,650069.15,5155.55,3,false,false,0.00,0.00
2178|V000009|202605,2178,V000009,202605,663070.54,4215.79,4,false,true,650069.15,5155.55
2178|V000009|202606,2178,V000009,202606,656569.85,3144.42,2,false,true,663070.54,4215.79
2185|V000009|202604,2185,V000009,202604,1064244.11,3466.55,4,false,false,0.00,0.00
2185|V000009|202605,2185,V000009,202605,1085528.99,1301.32,1,false,true,1064244.11,3466.55
2185|V000009|202606,2185,V000009,202606,1074886.55,1614.93,2,false,true,1085528.99,1301.32
2192|V000009|202604,2192,V000009,202604,776755.28,0.00,0,false,false,0.00,0.00
2192|V000009|202605,2192,V000009,202605,792290.38,3401.71,3,false,true,776755.28,0.00
2192|V000009|202606,2192,V000009,202606,784522.83,1316.85,2,false,true,792290.38,3401.71
2199|V000009|202604,2199,V000009,202604,789951.72,6175.40,4,false,false,0.00,0.00
2199|V000009|202605,2199,V000009,202605,805750.75,1302.39,3,false,true,789951.72,6175.40
2199|V000009|202606,2199,V000009,202606,797851.23,2215.34,2,false,true,805750.75,1302.39
2206|V000009|202604,2206,V000009,202604,1731478.79,9843.92,5,false,false,0.00,0.00
2206|V000009|202605,2206,V000009,202605,1766108.37,9783.97,6,false,true,1731478.79,9843.92
2206|V000009|202606,2206,V000009,202606,1748793.58,3865.53,3,false,true,1766108.37,9783.97
2213|V000009|202604,2213,V000009,202604,1289835.39,2887.48,3,false,false,0.00,0.00
2213|V000009|202605,2213,V000009,202605,1315632.09,871.44,1,false,true,1289835.39,2887.48
2213|V000009|202606,2213,V000009,202606,1302733.74,4460.61,3,false,true,1315632.09,871.44
