nnm_id,advisor_sid,month_id,category,category_source,mtd_nnm,ytd_nnm,entry_dt,as_of_dt
V000007|202602|EC,V000007,202602,EC,ECNNM,2885985.66,5258621.51,2026-02-01 00:00:00,2026-06-30 00:00:00
V000007|202603|EC,V000007,202603,EC,ECNNM,0.00,5258621.51,2026-03-01 00:00:00,2026-06-30 00:00:00
V000007|202604|EC,V000007,202604,EC,ECNNM,1680280.33,6938901.84,2026-04-01 00:00:00,2026-06-30 00:00:00
V000007|202605|EC,V000007,202605,EC,ECNNM,-615979.69,6322922.15,2026-05-01 00:00:00,2026-06-30 00:00:00
V000007|202606|EC,V000007,202606,EC,ECNNM,1085480.15,7408402.30,2026-06-01 00:00:00,2026-06-30 00:00:00
V000008|202601|EC,V000008,202601,EC,ECNNM,1220107.58,1220107.58,2026-01-01 00:00:00,2026-06-30 00:00:00
V000008|202602|EC,V000008,202602,EC,ECNNM,1346722.28,2566829.86,2026-02-01 00:00:00,2026-06-30 00:00:00
V000008|202603|EC,V000008,202603,EC,ECNNM,1617503.73,4184333.59,2026-03-01 00:00:00,2026-06-30 00:00:00
V000008|202604|EC,V000008,202604,EC,ECNNM,389593.62,4573927.21,2026-04-01 00:00:00,2026-06-30 00:00:00
V000008|202605|EC,V000008,202605,EC,ECNNM,241926.11,4815853.32,2026-05-01 00:00:00,2026-06-30 00:00:00
V000008|202606|EC,V000008,202606,EC,ECNNM,650425.85,5466279.17,2026-06-01 00:00:00,2026-06-30 00:00:00
V000009|202601|EC,V000009,202601,EC,ECNNM,1146800.99,1146800.99,2026-01-01 00:00:00,2026-06-30 00:00:00
V000009|202602|EC,V000009,202602,EC,ECNNM,1215665.16,2362466.15,2026-02-01 00:00:00,2026-06-30 00:00:00
V000009|202603|EC,V000009,202603,EC,ECNNM,-1107671.79,1254794.36,2026-03-01 00:00:00,2026-06-30 00:00:00
V000009|202604|EC,V000009,202604,EC,ECNNM,252276.59,1507070.95,2026-04-01 00:00:00,2026-06-30 00:00:00
V000009|202605|EC,V000009,202605,EC,ECNNM,208336.01,1715406.96,2026-05-01 00:00:00,2026-06-30 00:00:00
V000009|202606|EC,V000009,202606,EC,ECNNM,1082283.32,2797690.28,2026-06-01 00:00:00,2026-06-30 00:00:00
V000010|202601|EC,V000010,202601,EC,ECNNM,894772.82,894772.82,2026-01-01 00:00:00,2026-06-30 00:00:00
V000010|202602|EC,V000010,202602,EC,ECNNM,1493997.86,2388770.68,2026-02-01 00:00:00,2026-06-30 00:00:00
V000010|202603|EC,V000010,202603,EC,ECNNM,-1597111.65,791659.03,2026-03-01 00:00:00,2026-06-30 00:00:00
V000010|202604|EC,V000010,202604,EC,ECNNM,1305729.99,2097389.02,2026-04-01 00:00:00,2026-06-30 00:00:00
V000010|202605|EC,V000010,202605,EC,ECNNM,1686149.60,3783538.62,2026-05-01 00:00:00,2026-06-30 00:00:00
V000010|202606|EC,V000010,202606,EC,ECNNM,745498.73,4529037.35,2026-06-01 00:00:00,2026-06-30 00:00:00
V000011|202601|EC,V000011,202601,EC,ECNNM,1194001.48,1194001.48,2026-01-01 00:00:00,2026-06-30 00:00:00
V000011|202602|EC,V000011,202602,EC,ECNNM,2642221.78,3836223.26,2026-02-01 00:00:00,2026-06-30 00:00:00
V000011|202603|EC,V000011,202603,EC,ECNNM,1388883.31,5225106.57,2026-03-01 00:00:00,2026-06-30 00:00:00
V000011|202604|EC,V000011,202604,EC,ECNNM,1515621.69,6740728.26,2026-04-01 00:00:00,2026-06-30 00:00:00
V000011|202605|EC,V000011,202605,EC,ECNNM,2511532.20,9252260.46,2026-05-01 00:00:00,2026-06-30 00:00:00
V000011|202606|EC,V000011,202606,EC,ECNNM,3188009.50,12440269.96,2026-06-01 00:00:00,2026-06-30 00:00:00
V000012|202601|EC,V000012,202601,EC,ECNNM,286112.94,286112.94,2026-01-01 00:00:00,2026-06-30 00:00:00
V000012|202602|EC,V000012,202602,EC,ECNNM,139645.12,425758.06,2026-02-01 00:00:00,2026-06-30 00:00:00
V000012|202603|EC,V000012,202603,EC,ECNNM,-835203.83,-409445.77,2026-03-01 00:00:00,2026-06-30 00:00:00
V000012|202604|EC,V000012,202604,EC,ECNNM,394999.06,-14446.71,2026-04-01 00:00:00,2026-06-30 00:00:00
V000012|202605|EC,V000012,202605,EC,ECNNM,0.00,-14446.71,2026-05-01 00:00:00,2026-06-30 00:00:00
V000012|202606|EC,V000012,202606,EC,ECNNM,846920.76,832474.05,2026-06-01 00:00:00,2026-06-30 00:00:00
V000013|202601|EC,V000013,202601,EC,ECNNM,1731970.35,1731970.35,2026-01-01 00:00:00,2026-06-30 00:00:00
V000013|202602|EC,V000013,202602,EC,ECNNM,1667721.61,3399691.96,2026-02-01 00:00:00,2026-06-30 00:00:00
V000013|202603|EC,V000013,202603,EC,ECNNM,1436716.60,4836408.56,2026-03-01 00:00:00,2026-06-30 00:00:00
V000013|202604|EC,V000013,202604,EC,ECNNM,530707.38,5367115.94,2026-04-01 00:00:00,2026-06-30 00:00:00
V000013|202605|EC,V000013,202605,EC,ECNNM,511620.34,5878736.28,2026-05-01 00:00:00,2026-06-30 00:00:00
V000013|202606|EC,V000013,202606,EC,ECNNM,-801164.08,5077572.20,2026-06-01 00:00:00,2026-06-30 00:00:00
V000014|202601|EC,V000014,202601,EC,ECNNM,899670.18,899670.18,2026-01-01 00:00:00,2026-06-30 00:00:00
V000014|202602|EC,V000014,202602,EC,ECNNM,1062076.88,1961747.06,2026-02-01 00:00:00,2026-06-30 00:00:00
V000014|202603|EC,V000014,202603,EC,ECNNM,278965.73,2240712.79,2026-03-01 00:00:00,2026-06-30 00:00:00
V000014|202604|EC,V000014,202604,EC,ECNNM,1080605.04,3321317.83,2026-04-01 00:00:00,2026-06-30 00:00:00
V000014|202605|EC,V000014,202605,EC,ECNNM,720060.61,4041378.44,2026-05-01 00:00:00,2026-06-30 00:00:00
V000014|202606|EC,V000014,202606,EC,ECNNM,1110971.38,5152349.82,2026-06-01 00:00:00,2026-06-30 00:00:00
V000015|202601|EC,V000015,202601,EC,ECNNM,1084736.10,1084736.10,2026-01-01 00:00:00,2026-06-30 00:00:00
V000015|202602|EC,V000015,202602,EC,ECNNM,765430.66,1850166.76,2026-02-01 00:00:00,2026-06-30 00:00:00
V000015|202603|EC,V000015,202603,EC,ECNNM,-2918125.73,-1067958.97,2026-03-01 00:00:00,2026-06-30 00:00:00
V000015|202604|EC,V000015,202604,EC,ECNNM,-687470.95,-1755429.92,2026-04-01 00:00:00,2026-06-30 00:00:00
V000015|202605|EC,V000015,202605,EC,ECNNM,1349042.08,-406387.84,2026-05-01 00:00:00,2026-06-30 00:00:00
V000015|202606|EC,V000015,202606,EC,ECNNM,-2921769.64,-3328157.48,2026-06-01 00:00:00,2026-06-30 00:00:00
V000016|202601|EC,V000016,202601,EC,ECNNM,-58224.43,-58224.43,2026-01-01 00:00:00,2026-06-30 00:00:00
V000016|202602|EC,V000016,202602,EC,ECNNM,-63517.70,-121742.13,2026-02-01 00:00:00,2026-06-30 00:00:00
V000016|202603|EC,V000016,202603,EC,ECNNM,-273524.79,-395266.92,2026-03-01 00:00:00,2026-06-30 00:00:00
V000016|202604|EC,V000016,202604,EC,ECNNM,-240566.95,-635833.87,2026-04-01 00:00:00,2026-06-30 00:00:00
V000016|202605|EC,V000016,202605,EC,ECNNM,-353592.40,-989426.27,2026-05-01 00:00:00,2026-06-30 00:00:00
V000016|202606|EC,V000016,202606,EC,ECNNM,-339103.05,-1328529.32,2026-06-01 00:00:00,2026-06-30 00:00:00
V000017|202601|EC,V000017,202601,EC,ECNNM,-104443.31,-104443.31,2026-01-01 00:00:00,2026-06-30 00:00:00
V000017|202602|EC,V000017,202602,EC,ECNNM,-205489.91,-309933.22,2026-02-01 00:00:00,2026-06-30 00:00:00
V000017|202603|EC,V000017,202603,EC,ECNNM,-72815.43,-382748.65,2026-03-01 00:00:00,2026-06-30 00:00:00
V000017|202604|EC,V000017,202604,EC,ECNNM,-114433.01,-497181.66,2026-04-01 00:00:00,2026-06-30 00:00:00
V000017|202605|EC,V000017,202605,EC,ECNNM,-294120.34,-791302.00,2026-05-01 00:00:00,2026-06-30 00:00:00
V000017|202606|EC,V000017,202606,EC,ECNNM,-328314.90,-1119616.90,2026-06-01 00:00:00,2026-06-30 00:00:00
V000018|202601|EC,V000018,202601,EC,ECNNM,952271.70,952271.70,2026-01-01 00:00:00,2026-06-30 00:00:00
V000018|202602|EC,V000018,202602,EC,ECNNM,-926804.48,25467.22,2026-02-01 00:00:00,2026-06-30 00:00:00
V000018|202603|EC,V000018,202603,EC,ECNNM,249537.80,275005.02,2026-03-01 00:00:00,2026-06-30 00:00:00
V000018|202604|EC,V000018,202604,EC,ECNNM,1700416.87,1975421.89,2026-04-01 00:00:00,2026-06-30 00:00:00
V000018|202605|EC,V000018,202605,EC,ECNNM,695128.65,2670550.54,2026-05-01 00:00:00,2026-06-30 00:00:00
V000018|202606|EC,V000018,202606,EC,ECNNM,596212.19,3266762.73,2026-06-01 00:00:00,2026-06-30 00:00:00
V000019|202601|EC,V000019,202601,EC,ECNNM,242117.05,242117.05,2026-01-01 00:00:00,2026-06-30 00:00:00
V000019|202602|EC,V000019,202602,EC,ECNNM,807017.38,1049134.43,2026-02-01 00:00:00,2026-06-30 00:00:00
V000019|202603|EC,V000019,202603,EC,ECNNM,376665.98,1425800.41,2026-03-01 00:00:00,2026-06-30 00:00:00
V000019|202604|EC,V000019,202604,EC,ECNNM,0.00,1425800.41,2026-04-01 00:00:00,2026-06-30 00:00:00
V000019|202605|EC,V000019,202605,EC,ECNNM,-454693.24,971107.17,2026-05-01 00:00:00,2026-06-30 00:00:00
V000019|202606|EC,V000019,202606,EC,ECNNM,752564.00,1723671.17,2026-06-01 00:00:00,2026-06-30 00:00:00
V000020|202601|EC,V000020,202601,EC,ECNNM,936007.75,936007.75,2026-01-01 00:00:00,2026-06-30 00:00:00
V000020|202602|EC,V000020,202602,EC,ECNNM,1671162.01,2607169.76,2026-02-01 00:00:00,2026-06-30 00:00:00
V000020|202603|EC,V000020,202603,EC,ECNNM,1626403.70,4233573.46,2026-03-01 00:00:00,2026-06-30 00:00:00
V000020|202604|EC,V000020,202604,EC,ECNNM,1056502.35,5290075.81,2026-04-01 00:00:00,2026-06-30 00:00:00
V000020|202605|EC,V000020,202605,EC,ECNNM,1660175.06,6950250.87,2026-05-01 00:00:00,2026-06-30 00:00:00
V000020|202606|EC,V000020,202606,EC,ECNNM,-374136.32,6576114.55,2026-06-01 00:00:00,2026-06-30 00:00:00
V000001|202601|FS,V000001,202601,FS,FSNNM,167606.02,167606.02,2026-01-01 00:00:00,2026-06-30 00:00:00
V000001|202602|FS,V000001,202602,FS,FSNNM,99571.68,267177.70,2026-02-01 00:00:00,2026-06-30 00:00:00
V000001|202603|FS,V000001,202603,FS,FSNNM,0.00,267177.70,2026-03-01 00:00:00,2026-06-30 00:00:00
V000001|202604|FS,V000001,202604,FS,FSNNM,153979.92,421157.62,2026-04-01 00:00:00,2026-06-30 00:00:00
V000001|202605|FS,V000001,202605,FS,FSNNM,174689.78,595847.40,2026-05-01 00:00:00,2026-06-30 00:00:00
V000001|202606|FS,V000001,202606,FS,FSNNM,51860.46,647707.86,2026-06-01 00:00:00,2026-06-30 00:00:00
V000002|202601|FS,V000002,202601,FS,FSNNM,651202.86,651202.86,2026-01-01 00:00:00,2026-06-30 00:00:00
V000002|202602|FS,V000002,202602,FS,FSNNM,301801.97,953004.83,2026-02-01 00:00:00,2026-06-30 00:00:00
V000002|202603|FS,V000002,202603,FS,FSNNM,366701.85,1319706.68,2026-03-01 00:00:00,2026-06-30 00:00:00
V000002|202604|FS,V000002,202604,FS,FSNNM,414200.50,1733907.18,2026-04-01 00:00:00,2026-06-30 00:00:00
V000002|202605|FS,V000002,202605,FS,FSNNM,0.00,1733907.18,2026-05-01 00:00:00,2026-06-30 00:00:00
V000002|202606|FS,V000002,202606,FS,FSNNM,197353.09,1931260.27,2026-06-01 00:00:00,2026-06-30 00:00:00
V000003|202601|FS,V000003,202601,FS,FSNNM,108924.25,108924.25,2026-01-01 00:00:00,2026-06-30 00:00:00
V000003|202602|FS,V000003,202602,FS,FSNNM,352879.94,461804.19,2026-02-01 00:00:00,2026-06-30 00:00:00
V000003|202603|FS,V000003,202603,FS,FSNNM,196812.78,658616.97,2026-03-01 00:00:00,2026-06-30 00:00:00
V000003|202604|FS,V000003,202604,FS,FSNNM,268629.25,927246.22,2026-04-01 00:00:00,2026-06-30 00:00:00
V000003|202605|FS,V000003,202605,FS,FSNNM,273066.56,1200312.78,2026-05-01 00:00:00,2026-06-30 00:00:00
V000003|202606|FS,V000003,202606,FS,FSNNM,407773.57,1608086.35,2026-06-01 00:00:00,2026-06-30 00:00:00
V000004|202601|FS,V000004,202601,FS,FSNNM,246101.96,246101.96,2026-01-01 00:00:00,2026-06-30 00:00:00
V000004|202602|FS,V000004,202602,FS,FSNNM,0.00,246101.96,2026-02-01 00:00:00,2026-06-30 00:00:00
V000004|202603|FS,V000004,202603,FS,FSNNM,294277.50,540379.46,2026-03-01 00:00:00,2026-06-30 00:00:00
V000004|202604|FS,V000004,202604,FS,FSNNM,-150698.80,389680.66,2026-04-01 00:00:00,2026-06-30 00:00:00
V000004|202605|FS,V000004,202605,FS,FSNNM,138794.30,528474.96,2026-05-01 00:00:00,2026-06-30 00:00:00
V000004|202606|FS,V000004,202606,FS,FSNNM,-281782.64,246692.32,2026-06-01 00:00:00,2026-06-30 00:00:00
V000005|202601|FS,V000005,202601,FS,FSNNM,396024.86,396024.86,2026-01-01 00:00:00,2026-06-30 00:00:00
V000005|202602|FS,V000005,202602,FS,FSNNM,422106.81,818131.67,2026-02-01 00:00:00,2026-06-30 00:00:00
V000005|202603|FS,V000005,202603,FS,FSNNM,376642.12,1194773.79,2026-03-01 00:00:00,2026-06-30 00:00:00
V000005|202604|FS,V000005,202604,FS,FSNNM,188442.91,1383216.70,2026-04-01 00:00:00,2026-06-30 00:00:00
V000005|202605|FS,V000005,202605,FS,FSNNM,544316.68,1927533.38,2026-05-01 00:00:00,2026-06-30 00:00:00
V000005|202606|FS,V000005,202606,FS,FSNNM,397536.02,2325069.40,2026-06-01 00:00:00,2026-06-30 00:00:00
V000006|202601|FS,V000006,202601,FS,FSNNM,-55886.86,-55886.86,2026-01-01 00:00:00,2026-06-30 00:00:00
V000006|202602|FS,V000006,202602,FS,FSNNM,-71374.76,-127261.62,2026-02-01 00:00:00,2026-06-30 00:00:00
V000006|202603|FS,V000006,202603,FS,FSNNM,-31772.68,-159034.30,2026-03-01 00:00:00,2026-06-30 00:00:00
V000006|202604|FS,V000006,202604,FS,FSNNM,-33039.75,-192074.05,2026-04-01 00:00:00,2026-06-30 00:00:00
V000006|202605|FS,V000006,202605,FS,FSNNM,-94519.24,-286593.29,2026-05-01 00:00:00,2026-06-30 00:00:00
V000006|202606|FS,V000006,202606,FS,FSNNM,-16430.65,-303023.94,2026-06-01 00:00:00,2026-06-30 00:00:00
V000007|202601|FS,V000007,202601,FS,FSNNM,364380.33,364380.33,2026-01-01 00:00:00,2026-06-30 00:00:00
V000007|202602|FS,V000007,202602,FS,FSNNM,303955.63,668335.96,2026-02-01 00:00:00,2026-06-30 00:00:00
V000007|202603|FS,V000007,202603,FS,FSNNM,182539.29,850875.25,2026-03-01 00:00:00,2026-06-30 00:00:00
V000007|202604|FS,V000007,202604,FS,FSNNM,361141.06,1212016.31,2026-04-01 00:00:00,2026-06-30 00:00:00
V000007|202605|FS,V000007,202605,FS,FSNNM,316277.66,1528293.97,2026-05-01 00:00:00,2026-06-30 00:00:00
V000007|202606|FS,V000007,202606,FS,FSNNM,398704.47,1926998.44,2026-06-01 00:00:00,2026-06-30 00:00:00
V000008|202601|FS,V000008,202601,FS,FSNNM,-26283.49,-26283.49,2026-01-01 00:00:00,2026-06-30 00:00:00
V000008|202602|FS,V000008,202602,FS,FSNNM,0.00,-26283.49,2026-02-01 00:00:00,2026-06-30 00:00:00
V000008|202603|FS,V000008,202603,FS,FSNNM,-30481.47,-56764.96,2026-03-01 00:00:00,2026-06-30 00:00:00
V000008|202604|FS,V000008,202604,FS,FSNNM,-34682.02,-91446.98,2026-04-01 00:00:00,2026-06-30 00:00:00
V000008|202605|FS,V000008,202605,FS,FSNNM,-20575.31,-112022.29,2026-05-01 00:00:00,2026-06-30 00:00:00
V000008|202606|FS,V000008,202606,FS,FSNNM,-7505.47,-119527.76,2026-06-01 00:00:00,2026-06-30 00:00:00
V000009|202601|FS,V000009,202601,FS,FSNNM,268518.29,268518.29,2026-01-01 00:00:00,2026-06-30 00:00:00
V000009|202602|FS,V000009,202602,FS,FSNNM,659938.85,928457.14,2026-02-01 00:00:00,2026-06-30 00:00:00
V000009|202603|FS,V000009,202603,FS,FSNNM,345397.55,1273854.69,2026-03-01 00:00:00,2026-06-30 00:00:00
V000009|202604|FS,V000009,202604,FS,FSNNM,624813.54,1898668.23,2026-04-01 00:00:00,2026-06-30 00:00:00
V000009|202605|FS,V000009,202605,FS,FSNNM,-143959.55,1754708.68,2026-05-01 00:00:00,2026-06-30 00:00:00
V000009|202606|FS,V000009,202606,FS,FSNNM,733330.44,2488039.12,2026-06-01 00:00:00,2026-06-30 00:00:00
V000010|202601|FS,V000010,202601,FS,FSNNM,128969.46,128969.46,2026-01-01 00:00:00,2026-06-30 00:00:00
V000010|202602|FS,V000010,202602,FS,FSNNM,193273.93,322243.39,2026-02-01 00:00:00,2026-06-30 00:00:00
V000010|202603|FS,V000010,202603,FS,FSNNM,567134.26,889377.65,2026-03-01 00:00:00,2026-06-30 00:00:00
V000010|202604|FS,V000010,202604,FS,FSNNM,641414.68,1530792.33,2026-04-01 00:00:00,2026-06-30 00:00:00
V000010|202605|FS,V000010,202605,FS,FSNNM,626369.48,2157161.81,2026-05-01 00:00:00,2026-06-30 00:00:00
V000010|202606|FS,V000010,202606,FS,FSNNM,0.00,2157161.81,2026-06-01 00:00:00,2026-06-30 00:00:00
V000011|202601|FS,V000011,202601,FS,FSNNM,0.00,0.00,2026-01-01 00:00:00,2026-06-30 00:00:00
V000011|202602|FS,V000011,202602,FS,FSNNM,0.00,0.00,2026-02-01 00:00:00,2026-06-30 00:00:00
V000011|202603|FS,V000011,202603,FS,FSNNM,905038.76,905038.76,2026-03-01 00:00:00,2026-06-30 00:00:00
V000011|202604|FS,V000011,202604,FS,FSNNM,740544.52,1645583.28,2026-04-01 00:00:00,2026-06-30 00:00:00
V000011|202605|FS,V000011,202605,FS,FSNNM,826650.83,2472234.11,2026-05-01 00:00:00,2026-06-30 00:00:00
V000011|202606|FS,V000011,202606,FS,FSNNM,150038.64,2622272.75,2026-06-01 00:00:00,2026-06-30 00:00:00
V000012|202601|FS,V000012,202601,FS,FSNNM,0.00,0.00,2026-01-01 00:00:00,2026-06-30 00:00:00
V000012|202602|FS,V000012,202602,FS,FSNNM,235891.56,235891.56,2026-02-01 00:00:00,2026-06-30 00:00:00
V000012|202603|FS,V000012,202603,FS,FSNNM,401385.86,637277.42,2026-03-01 00:00:00,2026-06-30 00:00:00
V000012|202604|FS,V000012,202604,FS,FSNNM,559684.35,1196961.77,2026-04-01 00:00:00,2026-06-30 00:00:00
V000012|202605|FS,V000012,202605,FS,FSNNM,460491.36,1657453.13,2026-05-01 00:00:00,2026-06-30 00:00:00
V000012|202606|FS,V000012,202606,FS,FSNNM,200901.01,1858354.14,2026-06-01 00:00:00,2026-06-30 00:00:00
V000013|202601|FS,V000013,202601,FS,FSNNM,-34009.50,-34009.50,2026-01-01 00:00:00,2026-06-30 00:00:00
V000013|202602|FS,V000013,202602,FS,FSNNM,-15515.83,-49525.33,2026-02-01 00:00:00,2026-06-30 00:00:00
V000013|202603|FS,V000013,202603,FS,FSNNM,-20315.60,-69840.93,2026-03-01 00:00:00,2026-06-30 00:00:00
V000013|202604|FS,V000013,202604,FS,FSNNM,-33547.19,-103388.12,2026-04-01 00:00:00,2026-06-30 00:00:00
V000013|202605|FS,V000013,202605,FS,FSNNM,-15473.06,-118861.18,2026-05-01 00:00:00,2026-06-30 00:00:00
V000013|202606|FS,V000013,202606,FS,FSNNM,-23396.08,-142257.26,2026-06-01 00:00:00,2026-06-30 00:00:00
V000014|202601|FS,V000014,202601,FS,FSNNM,177605.12,177605.12,2026-01-01 00:00:00,2026-06-30 00:00:00
V000014|202602|FS,V000014,202602,FS,FSNNM,269538.37,447143.49,2026-02-01 00:00:00,2026-06-30 00:00:00
V000014|202603|FS,V000014,202603,FS,FSNNM,443992.48,891135.97,2026-03-01 00:00:00,2026-06-30 00:00:00
V000014|202604|FS,V000014,202604,FS,FSNNM,75745.50,966881.47,2026-04-01 00:00:00,2026-06-30 00:00:00
V000014|202605|FS,V000014,202605,FS,FSNNM,328536.11,1295417.58,2026-05-01 00:00:00,2026-06-30 00:00:00
V000014|202606|FS,V000014,202606,FS,FSNNM,124541.41,1419958.99,2026-06-01 00:00:00,2026-06-30 00:00:00
V000015|202601|FS,V000015,202601,FS,FSNNM,-49299.29,-49299.29,2026-01-01 00:00:00,2026-06-30 00:00:00
V000015|202602|FS,V000015,202602,FS,FSNNM,-118862.89,-168162.18,2026-02-01 00:00:00,2026-06-30 00:00:00
V000015|202603|FS,V000015,202603,FS,FSNNM,-72673.68,-240835.86,2026-03-01 00:00:00,2026-06-30 00:00:00
V000015|202604|FS,V000015,202604,FS,FSNNM,-85490.86,-326326.72,2026-04-01 00:00:00,2026-06-30 00:00:00
V000015|202605|FS,V000015,202605,FS,FSNNM,-41283.60,-367610.32,2026-05-01 00:00:00,2026-06-30 00:00:00
V000015|202606|FS,V000015,202606,FS,FSNNM,-119434.11,-487044.43,2026-06-01 00:00:00,2026-06-30 00:00:00
V000016|202601|FS,V000016,202601,FS,FSNNM,0.00,0.00,2026-01-01 00:00:00,2026-06-30 00:00:00
V000016|202602|FS,V000016,202602,FS,FSNNM,82752.26,82752.26,2026-02-01 00:00:00,2026-06-30 00:00:00
V000016|202603|FS,V000016,202603,FS,FSNNM,55005.09,137757.35,2026-03-01 00:00:00,2026-06-30 00:00:00
V000016|202604|FS,V000016,202604,FS,FSNNM,311518.54,449275.89,2026-04-01 00:00:00,2026-06-30 00:00:00
V000016|202605|FS,V000016,202605,FS,FSNNM,201748.97,651024.86,2026-05-01 00:00:00,2026-06-30 00:00:00
V000016|202606|FS,V000016,202606,FS,FSNNM,60813.92,711838.78,2026-06-01 00:00:00,2026-06-30 00:00:00
V000017|202601|FS,V000017,202601,FS,FSNNM,255361.51,255361.51,2026-01-01 00:00:00,2026-06-30 00:00:00
V000017|202602|FS,V000017,202602,FS,FSNNM,122011.08,377372.59,2026-02-01 00:00:00,2026-06-30 00:00:00
V000017|202603|FS,V000017,202603,FS,FSNNM,95639.79,473012.38,2026-03-01 00:00:00,2026-06-30 00:00:00
V000017|202604|FS,V000017,202604,FS,FSNNM,240974.54,713986.92,2026-04-01 00:00:00,2026-06-30 00:00:00
