afm_id,advisor_sid,month_id,flow_product_cd,flow_product_desc,comp_group_type,total_inflows,total_outflows,total_net_flows,credited_flows,departed_advisor_sid,departed_advisor_excl_am,lob_trfr_excl_am,oi_pa_referral_cap_adj_am,large_flow_cap_adj_am,forced_closure_excl_am
V000016|202605|BRKF,V000016,202605,BRKF,Brokerage Flows,NNM,183474.07,46214.64,137259.43,137259.43,,0.00,0.00,0.00,0.00,0.00
V000017|202604|MGDF,V000017,202604,MGDF,Managed Flows,NNM,372842.73,172490.51,200352.22,200352.22,,0.00,0.00,0.00,0.00,0.00
V000017|202604|BRKF,V000017,202604,BRKF,Brokerage Flows,NNM,291303.21,167600.73,123702.47,123702.47,,0.00,0.00,0.00,0.00,0.00
V000017|202605|MGDF,V000017,202605,MGDF,Managed Flows,NNM,309468.90,149195.60,160273.30,160273.30,,0.00,0.00,0.00,0.00,0.00
V000017|202605|BRKF,V000017,202605,BRKF,Brokerage Flows,NNM,394706.42,220663.02,174043.40,174043.40,,0.00,0.00,0.00,0.00,0.00
V000018|202604|MGDF,V000018,202604,MGDF,Managed Flows,NNM,604122.61,193976.26,410146.35,410146.35,,0.00,0.00,0.00,0.00,0.00
V000018|202604|BRKF,V000018,202604,BRKF,Brokerage Flows,NNM,585182.58,246105.75,339076.83,339076.83,,0.00,0.00,0.00,0.00,0.00
V000018|202605|MGDF,V000018,202605,MGDF,Managed Flows,NNM,709302.45,211146.80,498155.65,498155.65,,0.00,0.00,0.00,0.00,0.00
V000018|202605|BRKF,V000018,202605,BRKF,Brokerage Flows,NNM,715237.89,234271.58,480966.31,480966.31,,0.00,0.00,0.00,0.00,0.00
V000019|202604|MGDF,V000019,202604,MGDF,Managed Flows,NNM,365339.51,123723.75,241615.76,241615.76,,0.00,0.00,0.00,0.00,0.00
V000019|202604|BRKF,V000019,202604,BRKF,Brokerage Flows,NNM,418543.05,242849.30,175693.75,175693.75,,0.00,0.00,0.00,0.00,0.00
V000019|202605|MGDF,V000019,202605,MGDF,Managed Flows,NNM,431628.65,99869.56,331759.09,331759.09,,0.00,0.00,0.00,0.00,0.00
V000019|202605|BRKF,V000019,202605,BRKF,Brokerage Flows,NNM,505558.68,271267.69,234290.99,234290.99,,0.00,0.00,0.00,0.00,0.00
V000020|202604|MGDF,V000020,202604,MGDF,Managed Flows,NNM,389236.99,163941.27,225295.72,225295.72,,0.00,0.00,0.00,0.00,0.00
V000020|202604|BRKF,V000020,202604,BRKF,Brokerage Flows,NNM,358470.22,175637.61,182832.61,182832.61,,0.00,0.00,0.00,0.00,0.00
V000020|202605|MGDF,V000020,202605,MGDF,Managed Flows,NNM,470801.75,100914.97,369886.77,369886.77,,0.00,0.00,0.00,0.00,0.00
V000020|202605|BRKF,V000020,202605,BRKF,Brokerage Flows,NNM,377444.07,141960.85,235483.22,235483.22,,0.00,0.00,0.00,0.00,0.00
