map_id,acct_src_key,acct_src_raw,wm_src_sys_cd,eci_id,bus_dt,new_exst_adv_clnt_in
2026-06-30 00:00:00|WM1|1730,1730,000000000001730,WM1,ECI3130,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1737,1737,000000000001737,WM1,ECI3137,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1744,1744,000000000001744,WM1,ECI3144,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1751,1751,000000000001751,WM1,ECI3151,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1758,1758,000000000001758,WM1,ECI3158,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1765,1765,000000000001765,WM1,ECI3005,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1772,1772,000000000001772,WM1,ECI3012,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1779,1779,000000000001779,WM1,ECI3019,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1786,1786,000000000001786,WM1,ECI3026,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1793,1793,000000000001793,WM1,ECI3033,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1800,1800,000000000001800,WM1,ECI3040,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1807,1807,000000000001807,WM1,ECI3047,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1814,1814,000000000001814,WM1,ECI3054,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1821,1821,000000000001821,WM1,ECI3061,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1828,1828,000000000001828,WM1,ECI3068,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1835,1835,000000000001835,WM1,ECI3075,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1842,1842,000000000001842,WM1,ECI3082,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1849,1849,000000000001849,WM1,ECI3089,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1856,1856,000000000001856,WM1,ECI3096,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1863,1863,000000000001863,WM1,ECI3103,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1870,1870,000000000001870,WM1,ECI3110,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1877,1877,000000000001877,WM1,ECI3117,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1884,1884,000000000001884,WM1,ECI3124,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1891,1891,000000000001891,WM1,ECI3131,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1898,1898,000000000001898,WM1,ECI3138,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1905,1905,000000000001905,WM1,ECI3145,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1912,1912,000000000001912,WM1,ECI3152,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1919,1919,000000000001919,WM1,ECI3159,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1926,1926,000000000001926,WM1,ECI3006,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1933,1933,000000000001933,WM1,ECI3013,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1940,1940,000000000001940,WM1,ECI3020,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1947,1947,000000000001947,WM1,ECI3027,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1954,1954,000000000001954,WM1,ECI3034,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1961,1961,000000000001961,WM1,ECI3041,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1968,1968,000000000001968,WM1,ECI3048,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1975,1975,000000000001975,WM1,ECI3055,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1982,1982,000000000001982,WM1,ECI3062,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1989,1989,000000000001989,WM1,ECI3069,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|1996,1996,000000000001996,WM1,ECI3076,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2003,2003,000000000002003,WM1,ECI3083,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2010,2010,000000000002010,WM1,ECI3090,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2017,2017,000000000002017,WM1,ECI3097,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2024,2024,000000000002024,WM1,ECI3104,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2031,2031,000000000002031,WM1,ECI3111,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2038,2038,000000000002038,WM1,ECI3118,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2045,2045,000000000002045,WM1,ECI3125,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2052,2052,000000000002052,WM1,ECI3132,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2059,2059,000000000002059,WM1,ECI3139,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2066,2066,000000000002066,WM1,ECI3146,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2073,2073,000000000002073,WM1,ECI3153,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2080,2080,000000000002080,WM1,ECI3000,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2087,2087,000000000002087,WM1,ECI3007,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2094,2094,000000000002094,WM1,ECI3014,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2101,2101,000000000002101,WM1,ECI3021,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2108,2108,000000000002108,WM1,ECI3028,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2115,2115,000000000002115,WM1,ECI3035,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2122,2122,000000000002122,WM1,ECI3042,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2129,2129,000000000002129,WM1,ECI3049,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2136,2136,000000000002136,WM1,ECI3056,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2143,2143,000000000002143,WM1,ECI3063,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2150,2150,000000000002150,WM1,ECI3070,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2157,2157,000000000002157,WM1,ECI3077,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2164,2164,000000000002164,WM1,ECI3084,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2171,2171,000000000002171,WM1,ECI3091,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2178,2178,000000000002178,WM1,ECI3098,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2185,2185,000000000002185,WM1,ECI3105,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2192,2192,000000000002192,WM1,ECI3112,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2199,2199,000000000002199,WM1,ECI3119,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2206,2206,000000000002206,WM1,ECI3126,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2213,2213,000000000002213,WM1,ECI3133,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2220,2220,000000000002220,WM1,ECI3140,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2227,2227,000000000002227,WM1,ECI3147,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2234,2234,000000000002234,WM1,ECI3154,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2241,2241,000000000002241,WM1,ECI3001,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2248,2248,000000000002248,WM1,ECI3008,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2255,2255,000000000002255,WM1,ECI3015,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2262,2262,000000000002262,WM1,ECI3022,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2269,2269,000000000002269,WM1,ECI3029,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2276,2276,000000000002276,WM1,ECI3036,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2283,2283,000000000002283,WM1,ECI3043,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2290,2290,000000000002290,WM1,ECI3050,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2297,2297,000000000002297,WM1,ECI3057,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2304,2304,000000000002304,WM1,ECI3064,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2311,2311,000000000002311,WM1,ECI3071,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2318,2318,000000000002318,WM1,ECI3078,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2325,2325,000000000002325,WM1,ECI3085,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2332,2332,000000000002332,WM1,ECI3092,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2339,2339,000000000002339,WM1,ECI3099,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2346,2346,000000000002346,WM1,ECI3106,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2353,2353,000000000002353,WM1,ECI3113,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2360,2360,000000000002360,WM1,ECI3120,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2367,2367,000000000002367,WM1,ECI3127,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2374,2374,000000000002374,WM1,ECI3134,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2381,2381,000000000002381,WM1,ECI3141,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2388,2388,000000000002388,WM1,ECI3148,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2395,2395,000000000002395,WM1,ECI3155,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2402,2402,000000000002402,WM1,ECI3002,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2409,2409,000000000002409,WM1,ECI3009,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2416,2416,000000000002416,WM1,ECI3016,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2423,2423,000000000002423,WM1,ECI3023,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2430,2430,000000000002430,WM1,ECI3030,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2437,2437,000000000002437,WM1,ECI3037,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2444,2444,000000000002444,WM1,ECI3044,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2451,2451,000000000002451,WM1,ECI3051,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2458,2458,000000000002458,WM1,ECI3058,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2465,2465,000000000002465,WM1,ECI3065,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2472,2472,000000000002472,WM1,ECI3072,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2479,2479,000000000002479,WM1,ECI3079,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2486,2486,000000000002486,WM1,ECI3086,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2493,2493,000000000002493,WM1,ECI3093,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2500,2500,000000000002500,WM1,ECI3100,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2507,2507,000000000002507,WM1,ECI3107,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2514,2514,000000000002514,WM1,ECI3114,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2521,2521,000000000002521,WM1,ECI3121,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2528,2528,000000000002528,WM1,ECI3128,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2535,2535,000000000002535,WM1,ECI3135,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2542,2542,000000000002542,WM1,ECI3142,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2549,2549,000000000002549,WM1,ECI3149,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2556,2556,000000000002556,WM1,ECI3156,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2563,2563,000000000002563,WM1,ECI3003,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2570,2570,000000000002570,WM1,ECI3010,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2577,2577,000000000002577,WM1,ECI3017,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2584,2584,000000000002584,WM1,ECI3024,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2591,2591,000000000002591,WM1,ECI3031,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2598,2598,000000000002598,WM1,ECI3038,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2605,2605,000000000002605,WM1,ECI3045,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2612,2612,000000000002612,WM1,ECI3052,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2619,2619,000000000002619,WM1,ECI3059,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2626,2626,000000000002626,WM1,ECI3066,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2633,2633,000000000002633,WM1,ECI3073,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2640,2640,000000000002640,WM1,ECI3080,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2647,2647,000000000002647,WM1,ECI3087,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2654,2654,000000000002654,WM1,ECI3094,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2661,2661,000000000002661,WM1,ECI3101,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2668,2668,000000000002668,WM1,ECI3108,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2675,2675,000000000002675,WM1,ECI3115,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2682,2682,000000000002682,WM1,ECI3122,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2689,2689,000000000002689,WM1,ECI3129,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2696,2696,000000000002696,WM1,ECI3136,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2703,2703,000000000002703,WM1,ECI3143,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2710,2710,000000000002710,WM1,ECI3150,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2717,2717,000000000002717,WM1,ECI3157,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2724,2724,000000000002724,WM1,ECI3004,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2731,2731,000000000002731,WM1,ECI3011,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2738,2738,000000000002738,WM1,ECI3018,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2745,2745,000000000002745,WM1,ECI3025,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2752,2752,000000000002752,WM1,ECI3032,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2759,2759,000000000002759,WM1,ECI3039,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2766,2766,000000000002766,WM1,ECI3046,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2773,2773,000000000002773,WM1,ECI3053,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2780,2780,000000000002780,WM1,ECI3060,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2787,2787,000000000002787,WM1,ECI3067,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2794,2794,000000000002794,WM1,ECI3074,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2801,2801,000000000002801,WM1,ECI3081,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2808,2808,000000000002808,WM1,ECI3088,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2815,2815,000000000002815,WM1,ECI3095,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2822,2822,000000000002822,WM1,ECI3102,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2829,2829,000000000002829,WM1,ECI3109,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2836,2836,000000000002836,WM1,ECI3116,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2843,2843,000000000002843,WM1,ECI3123,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2850,2850,000000000002850,WM1,ECI3130,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2857,2857,000000000002857,WM1,ECI3137,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2864,2864,000000000002864,WM1,ECI3144,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2871,2871,000000000002871,WM1,ECI3151,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2878,2878,000000000002878,WM1,ECI3158,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2885,2885,000000000002885,WM1,ECI3005,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2892,2892,000000000002892,WM1,ECI3012,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2899,2899,000000000002899,WM1,ECI3019,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2906,2906,000000000002906,WM1,ECI3026,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2913,2913,000000000002913,WM1,ECI3033,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2920,2920,000000000002920,WM1,ECI3040,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2927,2927,000000000002927,WM1,ECI3047,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2934,2934,000000000002934,WM1,ECI3054,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2941,2941,000000000002941,WM1,ECI3061,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2948,2948,000000000002948,WM1,ECI3068,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2955,2955,000000000002955,WM1,ECI3075,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2962,2962,000000000002962,WM1,ECI3082,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2969,2969,000000000002969,WM1,ECI3089,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2976,2976,000000000002976,WM1,ECI3096,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2983,2983,000000000002983,WM1,ECI3103,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2990,2990,000000000002990,WM1,ECI3110,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|2997,2997,000000000002997,WM1,ECI3117,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3004,3004,000000000003004,WM1,ECI3124,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3011,3011,000000000003011,WM1,ECI3131,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3018,3018,000000000003018,WM1,ECI3138,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3025,3025,000000000003025,WM1,ECI3145,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3032,3032,000000000003032,WM1,ECI3152,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3039,3039,000000000003039,WM1,ECI3159,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3046,3046,000000000003046,WM1,ECI3006,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3053,3053,000000000003053,WM1,ECI3013,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3060,3060,000000000003060,WM1,ECI3020,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3067,3067,000000000003067,WM1,ECI3027,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3074,3074,000000000003074,WM1,ECI3034,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3081,3081,000000000003081,WM1,ECI3041,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3088,3088,000000000003088,WM1,ECI3048,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3095,3095,000000000003095,WM1,ECI3055,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3102,3102,000000000003102,WM1,ECI3062,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3109,3109,000000000003109,WM1,ECI3069,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3116,3116,000000000003116,WM1,ECI3076,2026-06-30 00:00:00,E
2026-06-30 00:00:00|WM1|3123,3123,000000000003123,WM1,ECI3083,2026-06-30 00:00:00,E
