mr_id,advisor_sid,month_id,product_id,group_id,class_id,credited_amt,non_credited_amt,txn_count,distinct_accounts
V000001|202605|FIX|,V000001,202605,FIX|,life_annuities,NON_RECURRING,2231.63,0.0,2,2
V000001|202605|ITMF|,V000001,202605,ITMF|,trails_life_annuities,RECURRING,3258.88,0.0,2,2
V000001|202605|JPMC|,V000001,202605,JPMC|,managed_accounts,RECURRING,3817.0,0.0,2,2
V000001|202605|LEND|MGN,V000001,202605,LEND|MGN,lending_margin,NON_RECURRING,2622.71,0.0,2,2
V000001|202605|LIFE|,V000001,202605,LIFE|,life_annuities,NON_RECURRING,1709.47,0.0,2,2
V000001|202605|MAP|,V000001,202605,MAP|,managed_accounts,RECURRING,4059.65,0.0,2,2
V000001|202605|MMKT|,V000001,202605,MMKT|,cash_mgmt_mmkt,RECURRING,2514.98,0.0,2,2
V000001|202605|MUFD|,V000001,202605,MUFD|,twhs_mutual_funds,NON_RECURRING,3561.82,0.0,2,2
V000001|202605|OIS1|,V000001,202605,OIS1|,managed_accounts,RECURRING,2176.56,0.0,2,2
V000001|202605|OISC|,V000001,202605,OISC|,managed_accounts,RECURRING,1624.46,0.0,2,2
V000001|202605|STRT|,V000001,202605,STRT|,twhs_structured,NON_RECURRING,57303.19,0.0,4,2
V000001|202606|529T|,V000001,202606,529T|,plans_529,RECURRING,2450.39,0.0,2,2
V000001|202606|ATMF|,V000001,202606,ATMF|,trails_mutual_funds,RECURRING,4626.59,0.0,2,2
V000001|202606|DAF|,V000001,202606,DAF|,donor_advised_funds,RECURRING,3331.75,0.0,2,2
V000001|202606|DCCR|,V000001,202606,DCCR|,defined_contribution_advisory,NON_RECURRING,1287.3,0.0,2,2
V000001|202606|EDK|,V000001,202606,EDK|,referrals_everyday_401k,NON_RECURRING,2354.2,0.0,2,1
V000001|202606|FCCD|,V000001,202606,FCCD|,twhs_cash_mgmt_cds,NON_RECURRING,2558.66,0.0,2,2
V000001|202606|FGXX|,V000001,202606,FGXX|,twhs_fi_government,NON_RECURRING,1101.09,454.5,2,2
V000001|202606|FIX|,V000001,202606,FIX|,life_annuities,NON_RECURRING,2043.11,0.0,2,2
V000001|202606|ITMF|,V000001,202606,ITMF|,trails_life_annuities,RECURRING,2734.99,0.0,2,2
V000001|202606|JPMC|,V000001,202606,JPMC|,managed_accounts,RECURRING,3548.48,0.0,2,1
V000001|202606|LEND|MGN,V000001,202606,LEND|MGN,lending_margin,NON_RECURRING,4171.72,0.0,2,2
V000001|202606|LIFE|,V000001,202606,LIFE|,life_annuities,NON_RECURRING,2602.26,0.0,2,2
V000001|202606|MAP|,V000001,202606,MAP|,managed_accounts,RECURRING,3840.06,0.0,2,2
V000001|202606|MMKT|,V000001,202606,MMKT|,cash_mgmt_mmkt,RECURRING,1606.41,0.0,2,2
V000001|202606|MUFD|,V000001,202606,MUFD|,twhs_mutual_funds,NON_RECURRING,2274.09,0.0,2,2
V000001|202606|OIS1|,V000001,202606,OIS1|,managed_accounts,RECURRING,2303.51,0.0,2,2
V000001|202606|OISC|,V000001,202606,OISC|,managed_accounts,RECURRING,4200.63,0.0,2,2
V000001|202606|STRT|,V000001,202606,STRT|,twhs_structured,NON_RECURRING,1455.08,0.0,2,2
V000002|202604|ALTI|,V000002,202604,ALTI|,alternative_investments,NON_RECURRING,4808.59,0.0,2,2
V000002|202604|ATMF|,V000002,202604,ATMF|,trails_mutual_funds,RECURRING,1411.02,0.0,2,2
V000002|202604|DAF|,V000002,202604,DAF|,donor_advised_funds,RECURRING,1925.69,0.0,2,1
V000002|202604|DCCR|,V000002,202604,DCCR|,defined_contribution_advisory,NON_RECURRING,1263.35,0.0,2,2
V000002|202604|ELIS|OP,V000002,202604,ELIS|OP,twhs_options,NON_RECURRING,2107.09,0.0,2,2
V000002|202604|FCOT|,V000002,202604,FCOT|,twhs_fi_other,NON_RECURRING,2292.93,0.0,2,2
V000002|202604|FCXX|,V000002,202604,FCXX|,twhs_fi_corporate,NON_RECURRING,802.65,2312.06,2,2
V000002|202604|FIX|,V000002,202604,FIX|,life_annuities,NON_RECURRING,3534.91,0.0,2,2
V000002|202604|FMXX|,V000002,202604,FMXX|,twhs_fi_municipal,NON_RECURRING,4454.79,0.0,2,2
V000002|202604|ITMF|,V000002,202604,ITMF|,trails_life_annuities,RECURRING,2473.44,0.0,2,2
V000002|202604|LEND|SBL,V000002,202604,LEND|SBL,lending_sbl,NON_RECURRING,2825.49,0.0,2,1
V000002|202604|MAP|,V000002,202604,MAP|,managed_accounts,RECURRING,2195.84,0.0,2,2
V000002|202604|STRT|,V000002,202604,STRT|,twhs_structured,NON_RECURRING,1976.2,0.0,2,2
V000002|202605|ALTI|,V000002,202605,ALTI|,alternative_investments,NON_RECURRING,3907.64,0.0,2,2
V000002|202605|ATMF|,V000002,202605,ATMF|,trails_mutual_funds,RECURRING,2207.01,0.0,2,2
V000002|202605|DAF|,V000002,202605,DAF|,donor_advised_funds,RECURRING,3277.82,0.0,2,1
V000002|202605|DCCR|,V000002,202605,DCCR|,defined_contribution_advisory,NON_RECURRING,3956.77,0.0,2,2
V000002|202605|ELIS|OP,V000002,202605,ELIS|OP,twhs_options,NON_RECURRING,3124.87,0.0,2,2
V000002|202605|FCOT|,V000002,202605,FCOT|,twhs_fi_other,NON_RECURRING,2168.44,0.0,2,2
V000002|202605|FCXX|,V000002,202605,FCXX|,twhs_fi_corporate,NON_RECURRING,825.72,0.0,2,2
V000002|202605|FIX|,V000002,202605,FIX|,life_annuities,NON_RECURRING,4163.28,0.0,2,2
V000002|202605|FMXX|,V000002,202605,FMXX|,twhs_fi_municipal,NON_RECURRING,2504.1,0.0,2,2
V000002|202605|ITMF|,V000002,202605,ITMF|,trails_life_annuities,RECURRING,1041.25,0.0,2,2
V000002|202605|LEND|SBL,V000002,202605,LEND|SBL,lending_sbl,NON_RECURRING,3931.63,0.0,2,2
V000002|202605|MAP|,V000002,202605,MAP|,managed_accounts,RECURRING,4394.32,0.0,2,1
V000002|202605|OISC|,V000002,202605,OISC|,managed_accounts,RECURRING,8488.93,0.0,6,6
V000002|202605|STRT|,V000002,202605,STRT|,twhs_structured,NON_RECURRING,1595.5,0.0,2,2
V000002|202606|ALTI|,V000002,202606,ALTI|,alternative_investments,NON_RECURRING,1231.09,0.0,2,2
V000002|202606|ATMF|,V000002,202606,ATMF|,trails_mutual_funds,RECURRING,3060.5,0.0,2,2
V000002|202606|DAF|,V000002,202606,DAF|,donor_advised_funds,RECURRING,2565.33,0.0,2,2
V000002|202606|DCCR|,V000002,202606,DCCR|,defined_contribution_advisory,NON_RECURRING,3481.81,0.0,2,2
V000002|202606|ELIS|OP,V000002,202606,ELIS|OP,twhs_options,NON_RECURRING,2769.25,0.0,2,2
V000002|202606|FCOT|,V000002,202606,FCOT|,twhs_fi_other,NON_RECURRING,904.78,2074.29,2,1
V000002|202606|FCXX|,V000002,202606,FCXX|,twhs_fi_corporate,NON_RECURRING,2029.44,0.0,2,2
V000002|202606|FIX|,V000002,202606,FIX|,life_annuities,NON_RECURRING,2492.63,0.0,2,2
V000002|202606|FMXX|,V000002,202606,FMXX|,twhs_fi_municipal,NON_RECURRING,3647.24,0.0,2,2
V000002|202606|ITMF|,V000002,202606,ITMF|,trails_life_annuities,RECURRING,1465.2,1650.94,2,2
V000002|202606|LEND|SBL,V000002,202606,LEND|SBL,lending_sbl,NON_RECURRING,2912.28,0.0,2,2
V000002|202606|MAP|,V000002,202606,MAP|,managed_accounts,RECURRING,559.31,2344.07,2,2
V000002|202606|OISC|,V000002,202606,OISC|,managed_accounts,RECURRING,8065.9,0.0,6,6
V000002|202606|STRT|,V000002,202606,STRT|,twhs_structured,NON_RECURRING,4299.8,0.0,2,2
V000003|202604|ALTI|,V000003,202604,ALTI|,alternative_investments,NON_RECURRING,2381.68,2467.25,2,2
V000003|202604|ATMF|,V000003,202604,ATMF|,trails_mutual_funds,RECURRING,1075.31,0.0,2,2
V000003|202604|DAF|,V000003,202604,DAF|,donor_advised_funds,RECURRING,1961.53,0.0,2,2
V000003|202604|DCCR|,V000003,202604,DCCR|,defined_contribution_advisory,NON_RECURRING,2756.91,0.0,2,2
V000003|202604|EDK|,V000003,202604,EDK|,referrals_everyday_401k,NON_RECURRING,2931.68,0.0,2,2
V000003|202604|ELIS|OP,V000003,202604,ELIS|OP,twhs_options,NON_RECURRING,3125.39,0.0,2,2
V000003|202604|FCCD|,V000003,202604,FCCD|,twhs_cash_mgmt_cds,NON_RECURRING,3628.28,0.0,2,2
V000003|202604|FCXX|,V000003,202604,FCXX|,twhs_fi_corporate,NON_RECURRING,3852.66,0.0,2,2
V000003|202604|FGXX|,V000003,202604,FGXX|,twhs_fi_government,NON_RECURRING,3793.18,0.0,2,2
V000003|202604|FIX|,V000003,202604,FIX|,life_annuities,NON_RECURRING,2636.29,0.0,2,2
V000003|202604|FMXX|,V000003,202604,FMXX|,twhs_fi_municipal,NON_RECURRING,2653.47,0.0,2,2
V000003|202604|ITMF|,V000003,202604,ITMF|,trails_life_annuities,RECURRING,4955.82,0.0,2,1
V000003|202604|JPMC|,V000003,202604,JPMC|,managed_accounts,RECURRING,2815.77,0.0,2,2
V000003|202604|LEND|SBL,V000003,202604,LEND|SBL,lending_sbl,NON_RECURRING,2960.03,0.0,2,2
V000003|202604|MAP|,V000003,202604,MAP|,managed_accounts,RECURRING,2743.79,0.0,2,2
V000003|202604|STRT|,V000003,202604,STRT|,twhs_structured,NON_RECURRING,1343.53,0.0,2,2
V000003|202604|UMA|,V000003,202604,UMA|,managed_uma,RECURRING,2885.0,0.0,2,2
V000003|202604|VARI|,V000003,202604,VARI|,life_annuities,NON_RECURRING,2402.9,0.0,2,2
V000003|202605|ALTI|,V000003,202605,ALTI|,alternative_investments,NON_RECURRING,4597.63,0.0,2,1
V000003|202605|ATMF|,V000003,202605,ATMF|,trails_mutual_funds,RECURRING,2410.65,0.0,2,2
V000003|202605|DAF|,V000003,202605,DAF|,donor_advised_funds,RECURRING,1046.2,1742.76,2,2
V000003|202605|DCCR|,V000003,202605,DCCR|,defined_contribution_advisory,NON_RECURRING,2454.0,0.0,2,2
V000003|202605|EDK|,V000003,202605,EDK|,referrals_everyday_401k,NON_RECURRING,1775.26,0.0,2,2
V000003|202605|ELIS|OP,V000003,202605,ELIS|OP,twhs_options,NON_RECURRING,4313.2,0.0,2,2
V000003|202605|FCCD|,V000003,202605,FCCD|,twhs_cash_mgmt_cds,NON_RECURRING,3917.97,0.0,2,2
V000003|202605|FCXX|,V000003,202605,FCXX|,twhs_fi_corporate,NON_RECURRING,2884.72,0.0,2,2
V000003|202605|FGXX|,V000003,202605,FGXX|,twhs_fi_government,NON_RECURRING,3313.04,0.0,2,1
V000003|202605|FIX|,V000003,202605,FIX|,life_annuities,NON_RECURRING,2604.1,0.0,2,2
V000003|202605|FMXX|,V000003,202605,FMXX|,twhs_fi_municipal,NON_RECURRING,3224.82,0.0,2,2
V000003|202605|ITMF|,V000003,202605,ITMF|,trails_life_annuities,RECURRING,1026.42,0.0,2,1
V000003|202605|JPMC|,V000003,202605,JPMC|,managed_accounts,RECURRING,4654.98,0.0,2,2
V000003|202605|LEND|SBL,V000003,202605,LEND|SBL,lending_sbl,NON_RECURRING,3539.21,0.0,2,2
V000003|202605|MAP|,V000003,202605,MAP|,managed_accounts,RECURRING,2608.04,0.0,2,2
V000003|202605|OISC|,V000003,202605,OISC|,managed_accounts,RECURRING,5874.28,0.0,5,5
V000003|202605|STRT|,V000003,202605,STRT|,twhs_structured,NON_RECURRING,1242.36,0.0,2,2
V000003|202605|UMA|,V000003,202605,UMA|,managed_uma,RECURRING,4210.01,0.0,2,2
V000003|202605|VARI|,V000003,202605,VARI|,life_annuities,NON_RECURRING,2275.15,0.0,2,2
V000003|202606|ALTI|,V000003,202606,ALTI|,alternative_investments,NON_RECURRING,2847.64,0.0,2,2
V000003|202606|ATMF|,V000003,202606,ATMF|,trails_mutual_funds,RECURRING,1127.85,0.0,2,2
V000003|202606|DAF|,V000003,202606,DAF|,donor_advised_funds,RECURRING,4094.22,0.0,2,2
V000003|202606|DCCR|,V000003,202606,DCCR|,defined_contribution_advisory,NON_RECURRING,2762.44,0.0,2,2
V000003|202606|EDK|,V000003,202606,EDK|,referrals_everyday_401k,NON_RECURRING,1240.41,0.0,2,2
V000003|202606|ELIS|OP,V000003,202606,ELIS|OP,twhs_options,NON_RECURRING,3175.11,0.0,2,2
V000003|202606|FCCD|,V000003,202606,FCCD|,twhs_cash_mgmt_cds,NON_RECURRING,4412.11,0.0,2,2
V000003|202606|FCXX|,V000003,202606,FCXX|,twhs_fi_corporate,NON_RECURRING,1373.39,0.0,2,2
V000003|202606|FGXX|,V000003,202606,FGXX|,twhs_fi_government,NON_RECURRING,3105.06,0.0,2,2
V000003|202606|FIX|,V000003,202606,FIX|,life_annuities,NON_RECURRING,1699.91,1700.61,2,1
V000003|202606|FMXX|,V000003,202606,FMXX|,twhs_fi_municipal,NON_RECURRING,2546.39,0.0,2,2
V000003|202606|ITMF|,V000003,202606,ITMF|,trails_life_annuities,RECURRING,3434.49,0.0,2,2
V000003|202606|JPMC|,V000003,202606,JPMC|,managed_accounts,RECURRING,1960.69,846.36,2,2
V000003|202606|LEND|SBL,V000003,202606,LEND|SBL,lending_sbl,NON_RECURRING,3310.11,0.0,2,2
V000003|202606|MAP|,V000003,202606,MAP|,managed_accounts,RECURRING,308.78,759.25,2,2
V000003|202606|OISC|,V000003,202606,OISC|,managed_accounts,RECURRING,6994.67,0.0,5,5
V000003|202606|STRT|,V000003,202606,STRT|,twhs_structured,NON_RECURRING,3782.63,0.0,2,2
V000003|202606|UMA|,V000003,202606,UMA|,managed_uma,RECURRING,2814.13,0.0,2,2
V000003|202606|VARI|,V000003,202606,VARI|,life_annuities,NON_RECURRING,346.54,1888.18,2,1
V000004|202604|529T|,V000004,202604,529T|,plans_529,RECURRING,2442.52,0.0,2,2
V000004|202604|ADVA|,V000004,202604,ADVA|,trails_life_annuities,RECURRING,3523.39,0.0,2,2
V000004|202604|ATMF|,V000004,202604,ATMF|,trails_mutual_funds,RECURRING,3240.11,0.0,2,2
V000004|202604|DAF|,V000004,202604,DAF|,donor_advised_funds,RECURRING,2865.89,0.0,2,2
V000004|202604|ELIS|EQ,V000004,202604,ELIS|EQ,twhs_equities,NON_RECURRING,3047.47,0.0,2,2
V000004|202604|FCCD|,V000004,202604,FCCD|,twhs_cash_mgmt_cds,NON_RECURRING,3398.03,0.0,2,2
V000004|202604|FCXX|,V000004,202604,FCXX|,twhs_fi_corporate,NON_RECURRING,1665.48,0.0,2,2
V000004|202604|FIX|,V000004,202604,FIX|,life_annuities,NON_RECURRING,1713.3,1181.63,2,2
V000004|202604|FMXX|,V000004,202604,FMXX|,twhs_fi_municipal,NON_RECURRING,2092.73,0.0,2,2
V000004|202604|ITMF|,V000004,202604,ITMF|,trails_life_annuities,RECURRING,1373.41,1644.32,2,2
V000004|202604|JPMC|,V000004,202604,JPMC|,managed_accounts,RECURRING,1800.21,0.0,2,2
V000004|202604|LIFE|,V000004,202604,LIFE|,life_annuities,NON_RECURRING,1701.96,0.0,2,2
V000004|202604|MAP|,V000004,202604,MAP|,managed_accounts,RECURRING,1858.7,363.14,2,2
V000004|202604|MMKT|,V000004,202604,MMKT|,cash_mgmt_mmkt,RECURRING,2453.92,0.0,2,2
V000004|202604|OIS1|,V000004,202604,OIS1|,managed_accounts,RECURRING,2796.85,0.0,2,2
V000004|202604|PCS|,V000004,202604,PCS|,referrals_sit_partnership,RECURRING,3965.54,0.0,2,2
V000004|202604|PRDP|,V000004,202604,PRDP|,cash_mgmt_prdp,RECURRING,3823.61,0.0,2,2
V000004|202604|STRT|,V000004,202604,STRT|,twhs_structured,NON_RECURRING,3479.26,0.0,2,2
V000004|202604|UMA|,V000004,202604,UMA|,managed_uma,RECURRING,4685.14,0.0,2,2
V000004|202604|VARI|,V000004,202604,VARI|,life_annuities,NON_RECURRING,4208.13,0.0,2,1
V000004|202605|529T|,V000004,202605,529T|,plans_529,RECURRING,4555.59,0.0,2,2
V000004|202605|ADVA|,V000004,202605,ADVA|,trails_life_annuities,RECURRING,1945.91,0.0,2,2
V000004|202605|ATMF|,V000004,202605,ATMF|,trails_mutual_funds,RECURRING,2224.52,0.0,2,2
V000004|202605|DAF|,V000004,202605,DAF|,donor_advised_funds,RECURRING,3494.59,0.0,2,2
V000004|202605|ELIS|EQ,V000004,202605,ELIS|EQ,twhs_equities,NON_RECURRING,1926.79,0.0,2,1
V000004|202605|FCCD|,V000004,202605,FCCD|,twhs_cash_mgmt_cds,NON_RECURRING,3589.19,0.0,2,2
V000004|202605|FCXX|,V000004,202605,FCXX|,twhs_fi_corporate,NON_RECURRING,3105.85,0.0,2,2
V000004|202605|FIX|,V000004,202605,FIX|,life_annuities,NON_RECURRING,3765.55,0.0,2,2
V000004|202605|FMXX|,V000004,202605,FMXX|,twhs_fi_municipal,NON_RECURRING,2962.78,0.0,2,2
V000004|202605|ITMF|,V000004,202605,ITMF|,trails_life_annuities,RECURRING,3773.73,0.0,2,2
V000004|202605|JPMC|,V000004,202605,JPMC|,managed_accounts,RECURRING,3411.91,0.0,2,2
V000004|202605|LIFE|,V000004,202605,LIFE|,life_annuities,NON_RECURRING,2940.12,0.0,2,2
V000004|202605|MAP|,V000004,202605,MAP|,managed_accounts,RECURRING,3908.89,0.0,2,2
V000004|202605|MMKT|,V000004,202605,MMKT|,cash_mgmt_mmkt,RECURRING,1492.07,868.74,2,2
V000004|202605|OIS1|,V000004,202605,OIS1|,managed_accounts,RECURRING,3169.48,0.0,2,2
V000004|202605|PCS|,V000004,202605,PCS|,referrals_sit_partnership,RECURRING,4910.29,0.0,2,2
V000004|202605|PRDP|,V000004,202605,PRDP|,cash_mgmt_prdp,RECURRING,3936.05,0.0,2,2
V000004|202605|STRT|,V000004,202605,STRT|,twhs_structured,NON_RECURRING,2534.29,0.0,2,2
V000004|202605|UMA|,V000004,202605,UMA|,managed_uma,RECURRING,1952.45,1724.34,2,1
V000004|202605|VARI|,V000004,202605,VARI|,life_annuities,NON_RECURRING,4222.25,0.0,2,2
V000004|202606|529T|,V000004,202606,529T|,plans_529,RECURRING,1832.91,0.0,2,2
V000004|202606|ADVA|,V000004,202606,ADVA|,trails_life_annuities,RECURRING,1351.21,2041.44,2,2
V000004|202606|ATMF|,V000004,202606,ATMF|,trails_mutual_funds,RECURRING,3368.68,0.0,2,2
V000004|202606|DAF|,V000004,202606,DAF|,donor_advised_funds,RECURRING,3001.11,0.0,2,2
V000004|202606|ELIS|EQ,V000004,202606,ELIS|EQ,twhs_equities,NON_RECURRING,2362.48,0.0,2,1
V000004|202606|FCCD|,V000004,202606,FCCD|,twhs_cash_mgmt_cds,NON_RECURRING,3764.26,0.0,2,2
V000004|202606|FCXX|,V000004,202606,FCXX|,twhs_fi_corporate,NON_RECURRING,1458.93,0.0,2,2
V000004|202606|FIX|,V000004,202606,FIX|,life_annuities,NON_RECURRING,2854.67,0.0,2,2
V000004|202606|FMXX|,V000004,202606,FMXX|,twhs_fi_municipal,NON_RECURRING,2604.88,0.0,2,2
V000004|202606|ITMF|,V000004,202606,ITMF|,trails_life_annuities,RECURRING,1507.9,0.0,2,2
V000004|202606|JPMC|,V000004,202606,JPMC|,managed_accounts,RECURRING,2515.29,1227.91,2,2
V000004|202606|LIFE|,V000004,202606,LIFE|,life_annuities,NON_RECURRING,3322.95,0.0,2,2
V000004|202606|MAP|,V000004,202606,MAP|,managed_accounts,RECURRING,2953.91,0.0,2,2
V000004|202606|MMKT|,V000004,202606,MMKT|,cash_mgmt_mmkt,RECURRING,1814.45,1519.84,2,2
V000004|202606|OIS1|,V000004,202606,OIS1|,managed_accounts,RECURRING,2348.57,0.0,2,1
V000004|202606|PCS|,V000004,202606,PCS|,referrals_sit_partnership,RECURRING,4247.02,0.0,2,2
V000004|202606|PRDP|,V000004,202606,PRDP|,cash_mgmt_prdp,RECURRING,3125.45,0.0,2,2
V000004|202606|STRT|,V000004,202606,STRT|,twhs_structured,NON_RECURRING,4453.99,0.0,2,2
V000004|202606|UMA|,V000004,202606,UMA|,managed_uma,RECURRING,2204.0,0.0,2,2
V000004|202606|VARI|,V000004,202606,VARI|,life_annuities,NON_RECURRING,3766.17,0.0,2,2
V000005|202604|ATMF|,V000005,202604,ATMF|,trails_mutual_funds,RECURRING,3864.11,0.0,2,2
V000005|202604|EDK|,V000005,202604,EDK|,referrals_everyday_401k,NON_RECURRING,2400.37,0.0,2,2
V000005|202604|ELIS|EQ,V000005,202604,ELIS|EQ,twhs_equities,NON_RECURRING,2426.96,0.0,2,2
V000005|202604|FGXX|,V000005,202604,FGXX|,twhs_fi_government,NON_RECURRING,2189.72,501.3,2,2
V000005|202604|FIX|,V000005,202604,FIX|,life_annuities,NON_RECURRING,3279.62,0.0,2,2
V000005|202604|ITMF|,V000005,202604,ITMF|,trails_life_annuities,RECURRING,2174.96,0.0,2,2
V000005|202604|LEND|MGN,V000005,202604,LEND|MGN,lending_margin,NON_RECURRING,2551.56,0.0,2,2
V000005|202604|LIFE|,V000005,202604,LIFE|,life_annuities,NON_RECURRING,2719.67,0.0,2,2
V000005|202604|MMKT|,V000005,202604,MMKT|,cash_mgmt_mmkt,RECURRING,1783.98,0.0,2,1
V000005|202604|MUFD|,V000005,202604,MUFD|,twhs_mutual_funds,NON_RECURRING,4239.88,0.0,2,2
V000005|202604|PCS|,V000005,202604,PCS|,referrals_sit_partnership,RECURRING,890.16,860.8,2,2
V000005|202604|PRDP|,V000005,202604,PRDP|,cash_mgmt_prdp,RECURRING,4430.81,0.0,2,2
V000005|202604|STRT|,V000005,202604,STRT|,twhs_structured,NON_RECURRING,3848.96,0.0,2,2
V000005|202604|UMA|,V000005,202604,UMA|,managed_uma,RECURRING,2640.47,0.0,2,2
V000005|202604|VARI|,V000005,202604,VARI|,life_annuities,NON_RECURRING,1371.31,0.0,2,2
V000005|202605|ATMF|,V000005,202605,ATMF|,trails_mutual_funds,RECURRING,2150.76,0.0,2,2
V000005|202605|EDK|,V000005,202605,EDK|,referrals_everyday_401k,NON_RECURRING,3462.28,0.0,2,2
V000005|202605|ELIS|EQ,V000005,202605,ELIS|EQ,twhs_equities,NON_RECURRING,4122.73,0.0,2,2
V000005|202605|FGXX|,V000005,202605,FGXX|,twhs_fi_government,NON_RECURRING,2135.11,0.0,2,2
V000005|202605|FIX|,V000005,202605,FIX|,life_annuities,NON_RECURRING,4681.94,0.0,2,2
V000005|202605|ITMF|,V000005,202605,ITMF|,trails_life_annuities,RECURRING,1159.99,0.0,2,2
V000005|202605|LEND|MGN,V000005,202605,LEND|MGN,lending_margin,NON_RECURRING,3397.4,0.0,2,2
V000005|202605|LIFE|,V000005,202605,LIFE|,life_annuities,NON_RECURRING,1984.79,0.0,2,2
V000005|202605|MMKT|,V000005,202605,MMKT|,cash_mgmt_mmkt,RECURRING,2254.38,0.0,2,2
V000005|202605|MUFD|,V000005,202605,MUFD|,twhs_mutual_funds,NON_RECURRING,2112.23,0.0,2,2
V000005|202605|PCS|,V000005,202605,PCS|,referrals_sit_partnership,RECURRING,3722.69,0.0,2,2
V000005|202605|PRDP|,V000005,202605,PRDP|,cash_mgmt_prdp,RECURRING,1981.91,0.0,2,2
V000005|202605|STRT|,V000005,202605,STRT|,twhs_structured,NON_RECURRING,3001.81,0.0,2,2
V000005|202605|UMA|,V000005,202605,UMA|,managed_uma,RECURRING,2041.31,0.0,2,2
V000005|202605|VARI|,V000005,202605,VARI|,life_annuities,NON_RECURRING,0.0,3736.15,2,2
V000005|202606|ATMF|,V000005,202606,ATMF|,trails_mutual_funds,RECURRING,1915.53,0.0,2,2
V000005|202606|EDK|,V000005,202606,EDK|,referrals_everyday_401k,NON_RECURRING,3146.14,0.0,2,2
V000005|202606|ELIS|EQ,V000005,202606,ELIS|EQ,twhs_equities,NON_RECURRING,3880.55,0.0,2,2
V000005|202606|FGXX|,V000005,202606,FGXX|,twhs_fi_government,NON_RECURRING,2095.39,0.0,2,2
V000005|202606|FIX|,V000005,202606,FIX|,life_annuities,NON_RECURRING,2933.44,0.0,2,2
V000005|202606|ITMF|,V000005,202606,ITMF|,trails_life_annuities,RECURRING,2262.19,0.0,2,2
V000005|202606|LEND|MGN,V000005,202606,LEND|MGN,lending_margin,NON_RECURRING,1834.79,0.0,2,2
V000005|202606|LIFE|,V000005,202606,LIFE|,life_annuities,NON_RECURRING,1133.22,571.01,2,2
V000005|202606|MMKT|,V000005,202606,MMKT|,cash_mgmt_mmkt,RECURRING,2421.63,1747.94,2,2
V000005|202606|MUFD|,V000005,202606,MUFD|,twhs_mutual_funds,NON_RECURRING,2717.64,0.0,2,2
V000005|202606|PCS|,V000005,202606,PCS|,referrals_sit_partnership,RECURRING,2537.93,0.0,2,1
