from_id,to_id
100108|1|V000002,V000002
100109|1|V000002,V000002
100110|1|V000002,V000002
100111|1|V000002,V000002
100112|1|V000002,V000002
100113|1|V000002,V000002
100114|1|V000002,V000002
100115|1|V000002,V000002
100116|1|V000002,V000002
100117|1|V000002,V000002
100118|1|V000002,V000002
100119|1|V000002,V000002
100120|1|V000002,V000002
100121|1|V000002,V000002
100122|1|V000002,V000002
100123|1|V000002,V000002
100124|1|V000002,V000002
100125|1|V000002,V000002
100126|1|V000002,V000002
100127|1|V000002,V000002
100128|1|V000002,V000002
100129|1|V000002,V000002
100130|1|V000002,V000002
100131|1|V000002,V000002
100132|1|V000002,V000002
100133|1|V000002,V000002
100134|1|V000002,V000002
100135|1|V000002,V000002
100136|1|V000002,V000002
100137|1|V000002,V000002
100138|1|V000002,V000002
100139|1|V000002,V000002
100140|1|V000002,V000002
100141|1|V000002,V000002
100142|1|V000002,V000002
100143|1|V000002,V000002
100144|1|V000002,V000002
100145|1|V000002,V000002
100146|1|V000002,V000002
100147|1|V000002,V000002
100148|1|V000002,V000002
100149|1|V000002,V000002
100150|1|V000002,V000002
100151|1|V000002,V000002
100152|1|V000002,V000002
100153|1|V000002,V000002
100154|1|V000002,V000002
100155|1|V000002,V000002
100156|1|V000002,V000002
100157|1|V000002,V000002
100158|1|V000002,V000002
100159|1|V000002,V000002
100160|1|V000002,V000002
100161|1|V000002,V000002
100162|1|V000002,V000002
100163|1|V000002,V000002
100164|1|V000002,V000002
100165|1|V000002,V000002
100166|1|V000002,V000002
100167|1|V000002,V000002
100168|1|V000002,V000002
100169|1|V000002,V000002
100170|1|V000002,V000002
100171|1|V000003,V000003
100172|1|V000003,V000003
100173|1|V000003,V000003
100174|1|V000003,V000003
100175|1|V000003,V000003
100176|1|V000003,V000003
100177|1|V000003,V000003
100178|1|V000003,V000003
100179|1|V000003,V000003
100180|1|V000003,V000003
100181|1|V000003,V000003
100182|1|V000003,V000003
100183|1|V000003,V000003
100184|1|V000003,V000003
100185|1|V000003,V000003
100186|1|V000003,V000003
100187|1|V000003,V000003
100188|1|V000003,V000003
100189|1|V000003,V000003
100190|1|V000003,V000003
100191|1|V000003,V000003
100192|1|V000003,V000003
100193|1|V000003,V000003
100194|1|V000003,V000003
100195|1|V000003,V000003
100196|1|V000003,V000003
100197|1|V000003,V000003
100198|1|V000003,V000003
100199|1|V000003,V000003
100200|1|V000003,V000003
100201|1|V000003,V000003
100202|1|V000003,V000003
100203|1|V000003,V000003
100204|1|V000003,V000003
100205|1|V000003,V000003
100206|1|V000003,V000003
100207|1|V000003,V000003
100208|1|V000003,V000003
100209|1|V000003,V000003
100210|1|V000003,V000003
100211|1|V000003,V000003
100212|1|V000003,V000003
100213|1|V000003,V000003
100214|1|V000003,V000003
100215|1|V000003,V000003
100216|1|V000003,V000003
100217|1|V000003,V000003
100218|1|V000003,V000003
100219|1|V000003,V000003
100220|1|V000003,V000003
100221|1|V000003,V000003
100222|1|V000003,V000003
100223|1|V000003,V000003
100224|1|V000003,V000003
100225|1|V000003,V000003
100226|1|V000003,V000003
100227|1|V000003,V000003
100228|1|V000003,V000003
100229|1|V000003,V000003
100230|1|V000003,V000003
100231|1|V000003,V000003
100232|1|V000003,V000003
100233|1|V000003,V000003
100234|1|V000003,V000003
100235|1|V000003,V000003
100236|1|V000003,V000003
100237|1|V000003,V000003
100238|1|V000003,V000003
100239|1|V000003,V000003
100240|1|V000003,V000003
100241|1|V000004,V000004
100242|1|V000004,V000004
100243|1|V000004,V000004
100244|1|V000004,V000004
100245|1|V000004,V000004
100246|1|V000004,V000004
100247|1|V000004,V000004
100248|1|V000004,V000004
100249|1|V000004,V000004
100250|1|V000004,V000004
100251|1|V000004,V000004
100252|1|V000004,V000004
100253|1|V000004,V000004
100254|1|V000004,V000004
100255|1|V000004,V000004
100256|1|V000004,V000004
100257|1|V000004,V000004
100258|1|V000004,V000004
100259|1|V000004,V000004
100260|1|V000004,V000004
100261|1|V000004,V000004
100262|1|V000004,V000004
100263|1|V000004,V000004
100264|1|V000004,V000004
100265|1|V000004,V000004
100266|1|V000004,V000004
100267|1|V000004,V000004
100268|1|V000004,V000004
100269|1|V000004,V000004
100270|1|V000004,V000004
100271|1|V000004,V000004
100272|1|V000004,V000004
100273|1|V000004,V000004
100274|1|V000004,V000004
100275|1|V000004,V000004
100276|1|V000004,V000004
100277|1|V000004,V000004
100278|1|V000004,V000004
100279|1|V000004,V000004
100280|1|V000004,V000004
100281|1|V000004,V000004
100282|1|V000004,V000004
100283|1|V000004,V000004
100284|1|V000004,V000004
100285|1|V000004,V000004
100286|1|V000004,V000004
100287|1|V000004,V000004
100288|1|V000004,V000004
100289|1|V000004,V000004
100290|1|V000004,V000004
100291|1|V000004,V000004
100292|1|V000004,V000004
100293|1|V000004,V000004
100294|1|V000004,V000004
100295|1|V000004,V000004
100296|1|V000004,V000004
100297|1|V000004,V000004
100298|1|V000004,V000004
100299|1|V000004,V000004
100300|1|V000004,V000004
100301|1|V000004,V000004
100302|1|V000004,V000004
100303|1|V000004,V000004
100304|1|V000004,V000004
100305|1|V000004,V000004
100306|1|V000004,V000004
100307|1|V000004,V000004
100308|1|V000004,V000004
100309|1|V000004,V000004
100310|1|V000004,V000004
100311|1|V000004,V000004
100312|1|V000004,V000004
100313|1|V000004,V000004
100314|1|V000004,V000004
100315|1|V000004,V000004
100316|1|V000004,V000004
100317|1|V000004,V000004
100318|1|V000004,V000004
100319|1|V000004,V000004
100320|1|V000004,V000004
100321|1|V000004,V000004
100322|1|V000004,V000004
100323|1|V000004,V000004
100324|1|V000004,V000004
100325|1|V000004,V000004
100326|1|V000005,V000005
100327|1|V000005,V000005
100328|1|V000005,V000005
100329|1|V000005,V000005
100330|1|V000005,V000005
100331|1|V000005,V000005
100332|1|V000005,V000005
100333|1|V000005,V000005
100334|1|V000005,V000005
100335|1|V000005,V000005
100336|1|V000005,V000005
100337|1|V000005,V000005
100338|1|V000005,V000005
100339|1|V000005,V000005
100340|1|V000005,V000005
100341|1|V000005,V000005
100342|1|V000005,V000005
100343|1|V000005,V000005
100344|1|V000005,V000005
100345|1|V000005,V000005
100346|1|V000005,V000005
100347|1|V000005,V000005
100348|1|V000005,V000005
100349|1|V000005,V000005
100350|1|V000005,V000005
100351|1|V000005,V000005
100352|1|V000005,V000005
100353|1|V000005,V000005
100354|1|V000005,V000005
100355|1|V000005,V000005
100356|1|V000005,V000005
100357|1|V000005,V000005
100358|1|V000005,V000005
100359|1|V000005,V000005
100360|1|V000005,V000005
100361|1|V000005,V000005
100362|1|V000005,V000005
100363|1|V000005,V000005
100364|1|V000005,V000005
100365|1|V000005,V000005
100366|1|V000005,V000005
100367|1|V000005,V000005
100368|1|V000005,V000005
100369|1|V000005,V000005
100370|1|V000005,V000005
100371|1|V000005,V000005
100372|1|V000005,V000005
100373|1|V000005,V000005
100374|1|V000005,V000005
100375|1|V000005,V000005
100376|1|V000005,V000005
100377|1|V000005,V000005
100378|1|V000005,V000005
100379|1|V000005,V000005
100380|1|V000005,V000005
100381|1|V000005,V000005
100382|1|V000005,V000005
100383|1|V000005,V000005
100384|1|V000005,V000005
100385|1|V000005,V000005
100386|1|V000005,V000005
100387|1|V000005,V000005
100388|1|V000005,V000005
100389|1|V000005,V000005
100390|1|V000005,V000005
100391|1|V000005,V000005
100392|1|V000005,V000005
100393|1|V000005,V000005
100394|1|V000005,V000005
100395|1|V000005,V000005
100396|1|V000005,V000005
100397|1|V000005,V000005
100398|1|V000005,V000005
100399|1|V000005,V000005
100400|1|V000005,V000005
100401|1|V000005,V000005
100402|1|V000005,V000005
100403|1|V000005,V000005
100404|1|V000005,V000005
100405|1|V000005,V000005
100406|1|V000005,V000005
100407|1|V000005,V000005
100408|1|V000005,V000005
100409|1|V000005,V000005
100410|1|V000005,V000005
100411|1|V000005,V000005
100412|1|V000005,V000005
100413|1|V000005,V000005
100414|1|V000005,V000005
100415|1|V000005,V000005
100416|1|V000005,V000005
100417|1|V000005,V000005
100418|1|V000005,V000005
100419|1|V000005,V000005
100420|1|V000005,V000005
100421|1|V000005,V000005
100422|1|V000005,V000005
100423|1|V000005,V000005
100424|1|V000005,V000005
100425|1|V000005,V000005
100426|1|V000005,V000005
100427|1|V000005,V000005
100428|1|V000005,V000005
100429|1|V000005,V000005
100430|1|V000005,V000005
100431|1|V000006,V000006
100432|1|V000006,V000006
100433|1|V000006,V000006
100434|1|V000006,V000006
100435|1|V000006,V000006
100436|1|V000006,V000006
100437|1|V000006,V000006
100438|1|V000006,V000006
100439|1|V000006,V000006
100440|1|V000006,V000006
100441|1|V000006,V000006
100442|1|V000006,V000006
100443|1|V000006,V000006
100444|1|V000006,V000006
100445|1|V000006,V000006
100446|1|V000006,V000006
100447|1|V000006,V000006
100448|1|V000006,V000006
100449|1|V000006,V000006
100450|1|V000006,V000006
100451|1|V000006,V000006
100452|1|V000006,V000006
100453|1|V000006,V000006
100454|1|V000006,V000006
100455|1|V000006,V000006
100456|1|V000006,V000006
100457|1|V000006,V000006
100458|1|V000006,V000006
100459|1|V000006,V000006
100460|1|V000006,V000006
100461|1|V000006,V000006
100462|1|V000006,V000006
100463|1|V000006,V000006
100464|1|V000006,V000006
100465|1|V000006,V000006
100466|1|V000006,V000006
100467|1|V000006,V000006
100468|1|V000006,V000006
100469|1|V000006,V000006
100470|1|V000006,V000006
100471|1|V000006,V000006
100472|1|V000006,V000006
100473|1|V000006,V000006
100474|1|V000006,V000006
100475|1|V000006,V000006
100476|1|V000006,V000006
100477|1|V000006,V000006
100478|1|V000006,V000006
100479|1|V000006,V000006
100480|1|V000006,V000006
100481|1|V000006,V000006
100482|1|V000006,V000006
100483|1|V000006,V000006
100484|1|V000006,V000006
100485|1|V000006,V000006
100486|1|V000006,V000006
100487|1|V000006,V000006
100488|1|V000006,V000006
100489|1|V000006,V000006
100490|1|V000006,V000006
100491|1|V000006,V000006
100492|1|V000006,V000006
100493|1|V000006,V000006
100494|1|V000006,V000006
100495|1|V000006,V000006
100496|1|V000006,V000006
100497|1|V000006,V000006
100498|1|V000006,V000006
100499|1|V000006,V000006
100500|1|V000006,V000006
100501|1|V000006,V000006
100502|1|V000006,V000006
100503|1|V000006,V000006
100504|1|V000006,V000006
100505|1|V000006,V000006
100506|1|V000006,V000006
100507|1|V000006,V000006
100508|1|V000006,V000006
100509|1|V000006,V000006
100510|1|V000006,V000006
100511|1|V000006,V000006
100512|1|V000006,V000006
100513|1|V000006,V000006
100514|1|V000006,V000006
100515|1|V000006,V000006
100516|1|V000006,V000006
100517|1|V000006,V000006
100518|1|V000006,V000006
100519|1|V000006,V000006
100520|1|V000006,V000006
100521|1|V000007,V000007
100522|1|V000007,V000007
100523|1|V000007,V000007
100524|1|V000007,V000007
100525|1|V000007,V000007
100526|1|V000007,V000007
100527|1|V000007,V000007
100528|1|V000007,V000007
100529|1|V000007,V000007
100530|1|V000007,V000007
100531|1|V000007,V000007
100532|1|V000007,V000007
100533|1|V000007,V000007
100534|1|V000007,V000007
100535|1|V000007,V000007
100536|1|V000007,V000007
100537|1|V000007,V000007
100538|1|V000007,V000007
100539|1|V000007,V000007
100540|1|V000007,V000007
100541|1|V000007,V000007
100542|1|V000007,V000007
100543|1|V000007,V000007
100544|1|V000007,V000007
100545|1|V000007,V000007
100546|1|V000007,V000007
100547|1|V000007,V000007
100548|1|V000007,V000007
100549|1|V000007,V000007
100550|1|V000007,V000007
100551|1|V000007,V000007
100552|1|V000007,V000007
100553|1|V000007,V000007
100554|1|V000007,V000007
100555|1|V000007,V000007
100556|1|V000007,V000007
100557|1|V000007,V000007
100558|1|V000007,V000007
100559|1|V000007,V000007
100560|1|V000007,V000007
100561|1|V000007,V000007
100562|1|V000007,V000007
100563|1|V000007,V000007
100564|1|V000007,V000007
100565|1|V000007,V000007
100566|1|V000007,V000007
100567|1|V000007,V000007
100568|1|V000007,V000007
100569|1|V000007,V000007
100570|1|V000007,V000007
100571|1|V000007,V000007
100572|1|V000007,V000007
100573|1|V000007,V000007
100574|1|V000007,V000007
100575|1|V000007,V000007
100576|1|V000007,V000007
100577|1|V000007,V000007
100578|1|V000007,V000007
100579|1|V000007,V000007
100580|1|V000007,V000007
100581|1|V000007,V000007
100582|1|V000007,V000007
100583|1|V000007,V000007
100584|1|V000007,V000007
100585|1|V000007,V000007
100586|1|V000007,V000007
100587|1|V000007,V000007
100588|1|V000007,V000007
100589|1|V000007,V000007
100590|1|V000007,V000007
100591|1|V000007,V000007
100592|1|V000007,V000007
100593|1|V000007,V000007
100594|1|V000007,V000007
100595|1|V000007,V000007
100596|1|V000007,V000007
100597|1|V000007,V000007
100598|1|V000007,V000007
100599|1|V000007,V000007
100600|1|V000007,V000007
100601|1|V000007,V000007
100602|1|V000007,V000007
100603|1|V000007,V000007
100604|1|V000007,V000007
100605|1|V000007,V000007
100606|1|V000007,V000007
100607|1|V000007,V000007
100608|1|V000007,V000007
100609|1|V000007,V000007
100610|1|V000007,V000007
100611|1|V000007,V000007
100612|1|V000007,V000007
100613|1|V000007,V000007
100614|1|V000007,V000007
100615|1|V000007,V000007
100616|1|V000007,V000007
100617|1|V000007,V000007
100618|1|V000007,V000007
100619|1|V000007,V000007
100620|1|V000007,V000007
100621|1|V000008,V000008
100622|1|V000008,V000008
100623|1|V000008,V000008
100624|1|V000008,V000008
100625|1|V000008,V000008
100626|1|V000008,V000008
100627|1|V000008,V000008
100628|1|V000008,V000008
100629|1|V000008,V000008
100630|1|V000008,V000008
100631|1|V000008,V000008
100632|1|V000008,V000008
100633|1|V000008,V000008
100634|1|V000008,V000008
100635|1|V000008,V000008
100636|1|V000008,V000008
100637|1|V000008,V000008
100638|1|V000008,V000008
100639|1|V000008,V000008
100640|1|V000008,V000008
100641|1|V000008,V000008
100642|1|V000008,V000008
100643|1|V000008,V000008
100644|1|V000008,V000008
100645|1|V000008,V000008
100646|1|V000008,V000008
100647|1|V000008,V000008
100648|1|V000008,V000008
100649|1|V000008,V000008
100650|1|V000008,V000008
100651|1|V000008,V000008
100652|1|V000008,V000008
100653|1|V000008,V000008
100654|1|V000008,V000008
100655|1|V000008,V000008
100656|1|V000008,V000008
100657|1|V000008,V000008
100658|1|V000008,V000008
100659|1|V000008,V000008
100660|1|V000008,V000008
100661|1|V000008,V000008
100662|1|V000008,V000008
100663|1|V000008,V000008
100664|1|V000008,V000008
100665|1|V000008,V000008
100666|1|V000008,V000008
100667|1|V000008,V000008
100668|1|V000008,V000008
100669|1|V000008,V000008
100670|1|V000008,V000008
100671|1|V000008,V000008
100672|1|V000008,V000008
100673|1|V000008,V000008
100674|1|V000008,V000008
100675|1|V000008,V000008
100676|1|V000008,V000008
100677|1|V000008,V000008
100678|1|V000008,V000008
100679|1|V000008,V000008
100680|1|V000008,V000008
100681|1|V000008,V000008
100682|1|V000008,V000008
100683|1|V000008,V000008
100684|1|V000008,V000008
100685|1|V000008,V000008
100686|1|V000008,V000008
100687|1|V000008,V000008
100688|1|V000008,V000008
100689|1|V000008,V000008
100690|1|V000008,V000008
100691|1|V000008,V000008
100692|1|V000008,V000008
100693|1|V000008,V000008
100694|1|V000008,V000008
100695|1|V000008,V000008
100696|1|V000008,V000008
100697|1|V000008,V000008
100698|1|V000008,V000008
100699|1|V000008,V000008
100700|1|V000008,V000008
100701|1|V000008,V000008
100702|1|V000008,V000008
100703|1|V000008,V000008
100704|1|V000008,V000008
100705|1|V000008,V000008
100706|1|V000008,V000008
100707|1|V000008,V000008
100708|1|V000008,V000008
100709|1|V000008,V000008
100710|1|V000008,V000008
100711|1|V000008,V000008
100712|1|V000008,V000008
100713|1|V000008,V000008
100714|1|V000008,V000008
100715|1|V000008,V000008
100716|1|V000009,V000009
100717|1|V000009,V000009
100718|1|V000009,V000009
100719|1|V000009,V000009
100720|1|V000009,V000009
100721|1|V000009,V000009
100722|1|V000009,V000009
100723|1|V000009,V000009
100724|1|V000009,V000009
100725|1|V000009,V000009
100726|1|V000009,V000009
100727|1|V000009,V000009
100728|1|V000009,V000009
100729|1|V000009,V000009
100730|1|V000009,V000009
100731|1|V000009,V000009
100732|1|V000009,V000009
100733|1|V000009,V000009
100734|1|V000009,V000009
100735|1|V000009,V000009
100736|1|V000009,V000009
100737|1|V000009,V000009
100738|1|V000009,V000009
100739|1|V000009,V000009
100740|1|V000009,V000009
100741|1|V000009,V000009
100742|1|V000009,V000009
100743|1|V000009,V000009
100744|1|V000009,V000009
100745|1|V000009,V000009
100746|1|V000009,V000009
100747|1|V000009,V000009
100748|1|V000009,V000009
100749|1|V000009,V000009
100750|1|V000009,V000009
100751|1|V000009,V000009
100752|1|V000009,V000009
100753|1|V000009,V000009
100754|1|V000009,V000009
100755|1|V000009,V000009
100756|1|V000009,V000009
100757|1|V000009,V000009
100758|1|V000009,V000009
100759|1|V000009,V000009
100760|1|V000009,V000009
100761|1|V000009,V000009
100762|1|V000009,V000009
100763|1|V000009,V000009
100764|1|V000009,V000009
100765|1|V000009,V000009
100766|1|V000009,V000009
100767|1|V000009,V000009
100768|1|V000009,V000009
100769|1|V000009,V000009
100770|1|V000009,V000009
100771|1|V000009,V000009
100772|1|V000009,V000009
100773|1|V000009,V000009
100774|1|V000009,V000009
100775|1|V000009,V000009
100776|1|V000009,V000009
100777|1|V000009,V000009
100778|1|V000009,V000009
100779|1|V000009,V000009
100780|1|V000009,V000009
100781|1|V000009,V000009
100782|1|V000009,V000009
100783|1|V000009,V000009
100784|1|V000009,V000009
100785|1|V000009,V000009
100786|1|V000009,V000009
100787|1|V000009,V000009
100788|1|V000009,V000009
100789|1|V000009,V000009
100790|1|V000009,V000009
100791|1|V000009,V000009
100792|1|V000009,V000009
100793|1|V000009,V000009
100794|1|V000009,V000009
100795|1|V000009,V000009
100796|1|V000009,V000009
100797|1|V000009,V000009
100798|1|V000009,V000009
100799|1|V000009,V000009
100800|1|V000009,V000009
100801|1|V000009,V000009
100802|1|V000009,V000009
100803|1|V000009,V000009
100804|1|V000009,V000009
100805|1|V000009,V000009
100806|1|V000010,V000010
100807|1|V000010,V000010
100808|1|V000010,V000010
100809|1|V000010,V000010
100810|1|V000010,V000010
100811|1|V000010,V000010
100812|1|V000010,V000010
100813|1|V000010,V000010
100814|1|V000010,V000010
100815|1|V000010,V000010
100816|1|V000010,V000010
100817|1|V000010,V000010
100818|1|V000010,V000010
100819|1|V000010,V000010
100820|1|V000010,V000010
100821|1|V000010,V000010
100822|1|V000010,V000010
100823|1|V000010,V000010
100824|1|V000010,V000010
100825|1|V000010,V000010
100826|1|V000010,V000010
100827|1|V000010,V000010
100828|1|V000010,V000010
100829|1|V000010,V000010
100830|1|V000010,V000010
100831|1|V000010,V000010
100832|1|V000010,V000010
100833|1|V000010,V000010
100834|1|V000010,V000010
100835|1|V000010,V000010
100836|1|V000010,V000010
100837|1|V000010,V000010
100838|1|V000010,V000010
100839|1|V000010,V000010
100840|1|V000010,V000010
100841|1|V000010,V000010
100842|1|V000010,V000010
100843|1|V000010,V000010
100844|1|V000010,V000010
100845|1|V000010,V000010
100846|1|V000010,V000010
100847|1|V000010,V000010
100848|1|V000010,V000010
100849|1|V000010,V000010
100850|1|V000010,V000010
100851|1|V000010,V000010
100852|1|V000010,V000010
100853|1|V000010,V000010
100854|1|V000010,V000010
100855|1|V000010,V000010
100856|1|V000010,V000010
100857|1|V000010,V000010
100858|1|V000010,V000010
100859|1|V000010,V000010
100860|1|V000010,V000010
100861|1|V000010,V000010
100862|1|V000010,V000010
100863|1|V000010,V000010
100864|1|V000010,V000010
100865|1|V000010,V000010
100866|1|V000010,V000010
100867|1|V000010,V000010
100868|1|V000010,V000010
100869|1|V000010,V000010
100870|1|V000010,V000010
100871|1|V000010,V000010
100872|1|V000010,V000010
100873|1|V000010,V000010
100874|1|V000010,V000010
100875|1|V000010,V000010
100876|1|V000010,V000010
100877|1|V000010,V000010
100878|1|V000011,V000011
100879|1|V000011,V000011
100880|1|V000011,V000011
100881|1|V000011,V000011
100882|1|V000011,V000011
100883|1|V000011,V000011
100884|1|V000011,V000011
100885|1|V000011,V000011
100886|1|V000011,V000011
100887|1|V000011,V000011
100888|1|V000011,V000011
100889|1|V000011,V000011
100890|1|V000011,V000011
100891|1|V000011,V000011
100892|1|V000011,V000011
100893|1|V000011,V000011
100894|1|V000011,V000011
100895|1|V000011,V000011
100896|1|V000011,V000011
100897|1|V000011,V000011
100898|1|V000011,V000011
100899|1|V000011,V000011
100900|1|V000011,V000011
100901|1|V000011,V000011
100902|1|V000011,V000011
100903|1|V000011,V000011
100904|1|V000011,V000011
100905|1|V000011,V000011
100906|1|V000011,V000011
100907|1|V000011,V000011
100908|1|V000011,V000011
100909|1|V000011,V000011
100910|1|V000011,V000011
100911|1|V000011,V000011
100912|1|V000011,V000011
100913|1|V000011,V000011
100914|1|V000011,V000011
100915|1|V000011,V000011
100916|1|V000011,V000011
100917|1|V000011,V000011
100918|1|V000011,V000011
100919|1|V000011,V000011
100920|1|V000011,V000011
100921|1|V000011,V000011
100922|1|V000011,V000011
100923|1|V000011,V000011
100924|1|V000011,V000011
100925|1|V000011,V000011
100926|1|V000011,V000011
100927|1|V000011,V000011
100928|1|V000011,V000011
100929|1|V000011,V000011
100930|1|V000011,V000011
100931|1|V000011,V000011
100932|1|V000011,V000011
100933|1|V000011,V000011
100934|1|V000011,V000011
100935|1|V000011,V000011
100936|1|V000011,V000011
100937|1|V000011,V000011
100938|1|V000011,V000011
100939|1|V000011,V000011
100940|1|V000011,V000011
100941|1|V000011,V000011
100942|1|V000011,V000011
100943|1|V000011,V000011
100944|1|V000011,V000011
100945|1|V000011,V000011
100946|1|V000011,V000011
100947|1|V000011,V000011
100948|1|V000011,V000011
100949|1|V000011,V000011
100950|1|V000011,V000011
100951|1|V000011,V000011
100952|1|V000011,V000011
100953|1|V000011,V000011
100954|1|V000011,V000011
100955|1|V000011,V000011
100956|1|V000011,V000011
100957|1|V000011,V000011
100958|1|V000011,V000011
100959|1|V000011,V000011
100960|1|V000011,V000011
100961|1|V000011,V000011
100962|1|V000011,V000011
100963|1|V000011,V000011
100964|1|V000011,V000011
100965|1|V000011,V000011
100966|1|V000012,V000012
100967|1|V000012,V000012
100968|1|V000012,V000012
100969|1|V000012,V000012
100970|1|V000012,V000012
100971|1|V000012,V000012
100972|1|V000012,V000012
100973|1|V000012,V000012
100974|1|V000012,V000012
100975|1|V000012,V000012
100976|1|V000012,V000012
100977|1|V000012,V000012
100978|1|V000012,V000012
100979|1|V000012,V000012
100980|1|V000012,V000012
100981|1|V000012,V000012
100982|1|V000012,V000012
100983|1|V000012,V000012
100984|1|V000012,V000012
100985|1|V000012,V000012
100986|1|V000012,V000012
100987|1|V000012,V000012
100988|1|V000012,V000012
100989|1|V000012,V000012
100990|1|V000012,V000012
100991|1|V000012,V000012
100992|1|V000012,V000012
100993|1|V000012,V000012
100994|1|V000012,V000012
100995|1|V000012,V000012
100996|1|V000012,V000012
100997|1|V000012,V000012
100998|1|V000012,V000012
100999|1|V000012,V000012
101000|1|V000012,V000012
101001|1|V000012,V000012
101002|1|V000012,V000012
101003|1|V000012,V000012
101004|1|V000012,V000012
101005|1|V000012,V000012
101006|1|V000012,V000012
101007|1|V000012,V000012
101008|1|V000012,V000012
101009|1|V000012,V000012
101010|1|V000012,V000012
101011|1|V000012,V000012
101012|1|V000012,V000012
101013|1|V000012,V000012
101014|1|V000012,V000012
101015|1|V000012,V000012
101016|1|V000012,V000012
101017|1|V000012,V000012
101018|1|V000012,V000012
101019|1|V000012,V000012
101020|1|V000012,V000012
101021|1|V000012,V000012
101022|1|V000012,V000012
101023|1|V000012,V000012
101024|1|V000012,V000012
101025|1|V000012,V000012
101026|1|V000012,V000012
101027|1|V000012,V000012
101028|1|V000012,V000012
101029|1|V000012,V000012
101030|1|V000012,V000012
101031|1|V000012,V000012
101032|1|V000012,V000012
101033|1|V000012,V000012
101034|1|V000012,V000012
101035|1|V000012,V000012
101036|1|V000012,V000012
101037|1|V000012,V000012
101038|1|V000012,V000012
101039|1|V000012,V000012
101040|1|V000012,V000012
101041|1|V000012,V000012
101042|1|V000012,V000012
101043|1|V000012,V000012
101044|1|V000012,V000012
101045|1|V000012,V000012
101046|1|V000012,V000012
101047|1|V000012,V000012
101048|1|V000012,V000012
101049|1|V000012,V000012
101050|1|V000012,V000012
101051|1|V000013,V000013
101052|1|V000013,V000013
101053|1|V000013,V000013
101054|1|V000013,V000013
101055|1|V000013,V000013
101056|1|V000013,V000013
101057|1|V000013,V000013
101058|1|V000013,V000013
101059|1|V000013,V000013
101060|1|V000013,V000013
101061|1|V000013,V000013
101062|1|V000013,V000013
101063|1|V000013,V000013
101064|1|V000013,V000013
101065|1|V000013,V000013
101066|1|V000013,V000013
101067|1|V000013,V000013
101068|1|V000013,V000013
101069|1|V000013,V000013
101070|1|V000013,V000013
101071|1|V000013,V000013
101072|1|V000013,V000013
101073|1|V000013,V000013
101074|1|V000013,V000013
101075|1|V000013,V000013
