from_id,to_id
V000014|202604|FS,202604
V000014|202605|FS,202605
V000014|202606|FS,202606
V000015|202604|FS,202604
V000015|202605|FS,202605
V000015|202606|FS,202606
V000016|202604|FS,202604
V000016|202605|FS,202605
V000016|202606|FS,202606
V000017|202604|FS,202604
V000017|202605|FS,202605
V000017|202606|FS,202606
V000018|202604|FS,202604
V000018|202605|FS,202605
V000018|202606|FS,202606
V000019|202604|FS,202604
V000019|202605|FS,202605
V000019|202606|FS,202606
V000020|202604|FS,202604
V000020|202605|FS,202605
V000020|202606|FS,202606
V000001|202604|NB,202604
V000001|202605|NB,202605
V000001|202606|NB,202606
V000002|202604|NB,202604
V000002|202605|NB,202605
V000002|202606|NB,202606
V000003|202604|NB,202604
V000003|202605|NB,202605
V000003|202606|NB,202606
V000004|202604|NB,202604
V000004|202605|NB,202605
V000004|202606|NB,202606
V000005|202604|NB,202604
V000005|202605|NB,202605
V000005|202606|NB,202606
V000006|202604|NB,202604
V000006|202605|NB,202605
V000006|202606|NB,202606
V000007|202604|NB,202604
V000007|202605|NB,202605
V000007|202606|NB,202606
V000008|202604|NB,202604
V000008|202605|NB,202605
V000008|202606|NB,202606
V000009|202604|NB,202604
V000009|202605|NB,202605
V000009|202606|NB,202606
V000010|202604|NB,202604
V000010|202605|NB,202605
V000010|202606|NB,202606
V000011|202604|NB,202604
V000011|202605|NB,202605
V000011|202606|NB,202606
V000012|202604|NB,202604
V000012|202605|NB,202605
V000012|202606|NB,202606
V000013|202604|NB,202604
V000013|202605|NB,202605
V000013|202606|NB,202606
V000014|202604|NB,202604
V000014|202605|NB,202605
V000014|202606|NB,202606
V000015|202604|NB,202604
V000015|202605|NB,202605
V000015|202606|NB,202606
V000016|202604|NB,202604
V000016|202605|NB,202605
V000016|202606|NB,202606
V000017|202604|NB,202604
V000017|202605|NB,202605
V000017|202606|NB,202606
V000018|202604|NB,202604
V000018|202605|NB,202605
V000018|202606|NB,202606
V000019|202604|NB,202604
V000019|202605|NB,202605
V000019|202606|NB,202606
V000020|202604|NB,202604
V000020|202605|NB,202605
V000020|202606|NB,202606
V000001|202604|YI,202604
V000001|202605|YI,202605
V000001|202606|YI,202606
V000002|202604|YI,202604
V000002|202605|YI,202605
V000002|202606|YI,202606
V000003|202604|YI,202604
V000003|202605|YI,202605
V000003|202606|YI,202606
V000004|202604|YI,202604
V000004|202605|YI,202605
V000004|202606|YI,202606
V000005|202604|YI,202604
V000005|202605|YI,202605
V000005|202606|YI,202606
V000006|202604|YI,202604
V000006|202605|YI,202605
V000006|202606|YI,202606
V000007|202604|YI,202604
V000007|202605|YI,202605
V000007|202606|YI,202606
V000008|202604|YI,202604
V000008|202605|YI,202605
V000008|202606|YI,202606
V000009|202604|YI,202604
V000009|202605|YI,202605
V000009|202606|YI,202606
V000010|202604|YI,202604
V000010|202605|YI,202605
V000010|202606|YI,202606
V000011|202604|YI,202604
V000011|202605|YI,202605
V000011|202606|YI,202606
V000012|202604|YI,202604
V000012|202605|YI,202605
V000012|202606|YI,202606
V000013|202604|YI,202604
V000013|202605|YI,202605
V000013|202606|YI,202606
V000014|202604|YI,202604
V000014|202605|YI,202605
V000014|202606|YI,202606
V000015|202604|YI,202604
V000015|202605|YI,202605
V000015|202606|YI,202606
V000016|202604|YI,202604
V000016|202605|YI,202605
V000016|202606|YI,202606
V000017|202604|YI,202604
V000017|202605|YI,202605
V000017|202606|YI,202606
V000018|202604|YI,202604
V000018|202605|YI,202605
V000018|202606|YI,202606
V000019|202604|YI,202604
V000019|202605|YI,202605
V000019|202606|YI,202606
V000020|202604|YI,202604
V000020|202605|YI,202605
V000020|202606|YI,202606
