from_id,to_id
1849|V000004|202604,202604
1849|V000004|202605,202605
1849|V000004|202606,202606
1856|V000004|202604,202604
1856|V000004|202605,202605
1856|V000004|202606,202606
1863|V000004|202604,202604
1863|V000004|202605,202605
1863|V000004|202606,202606
1870|V000004|202604,202604
1870|V000004|202605,202605
1870|V000004|202606,202606
1877|V000005|202604,202604
1877|V000005|202605,202605
1877|V000005|202606,202606
1884|V000005|202604,202604
1884|V000005|202605,202605
1884|V000005|202606,202606
1891|V000005|202604,202604
1891|V000005|202605,202605
1891|V000005|202606,202606
1898|V000005|202604,202604
1898|V000005|202605,202605
1898|V000005|202606,202606
1905|V000005|202604,202604
1905|V000005|202605,202605
1905|V000005|202606,202606
1912|V000005|202604,202604
1912|V000005|202605,202605
1912|V000005|202606,202606
1919|V000005|202604,202604
1919|V000005|202605,202605
1919|V000005|202606,202606
1926|V000005|202604,202604
1926|V000005|202605,202605
1926|V000005|202606,202606
1933|V000005|202604,202604
1933|V000005|202605,202605
1933|V000005|202606,202606
1940|V000005|202604,202604
1940|V000005|202605,202605
1940|V000005|202606,202606
1947|V000006|202604,202604
1947|V000006|202605,202605
1947|V000006|202606,202606
1954|V000006|202604,202604
1954|V000006|202605,202605
1954|V000006|202606,202606
1961|V000006|202604,202604
1961|V000006|202605,202605
1961|V000006|202606,202606
1968|V000006|202604,202604
1968|V000006|202605,202605
1968|V000006|202606,202606
1975|V000006|202604,202604
1975|V000006|202605,202605
1975|V000006|202606,202606
1982|V000006|202604,202604
1982|V000006|202605,202605
1982|V000006|202606,202606
1989|V000006|202604,202604
1989|V000006|202605,202605
1989|V000006|202606,202606
1996|V000006|202604,202604
1996|V000006|202605,202605
1996|V000006|202606,202606
2003|V000006|202604,202604
2003|V000006|202605,202605
2003|V000006|202606,202606
2010|V000006|202604,202604
2010|V000006|202605,202605
2010|V000006|202606,202606
2017|V000007|202604,202604
2017|V000007|202605,202605
2017|V000007|202606,202606
2024|V000007|202604,202604
2024|V000007|202605,202605
2024|V000007|202606,202606
2031|V000007|202604,202604
2031|V000007|202605,202605
2031|V000007|202606,202606
2038|V000007|202604,202604
2038|V000007|202605,202605
2038|V000007|202606,202606
2045|V000007|202604,202604
2045|V000007|202605,202605
2045|V000007|202606,202606
2052|V000007|202604,202604
2052|V000007|202605,202605
2052|V000007|202606,202606
2059|V000007|202604,202604
2059|V000007|202605,202605
2059|V000007|202606,202606
2066|V000007|202604,202604
2066|V000007|202605,202605
2066|V000007|202606,202606
2073|V000007|202604,202604
2073|V000007|202605,202605
2073|V000007|202606,202606
2080|V000007|202604,202604
2080|V000007|202605,202605
2080|V000007|202606,202606
2087|V000008|202604,202604
2087|V000008|202605,202605
2087|V000008|202606,202606
2094|V000008|202604,202604
2094|V000008|202605,202605
2094|V000008|202606,202606
2101|V000008|202604,202604
2101|V000008|202605,202605
2101|V000008|202606,202606
2108|V000008|202604,202604
2108|V000008|202605,202605
2108|V000008|202606,202606
2115|V000008|202604,202604
2115|V000008|202605,202605
2115|V000008|202606,202606
2122|V000008|202604,202604
2122|V000008|202605,202605
2122|V000008|202606,202606
2129|V000008|202604,202604
2129|V000008|202605,202605
2129|V000008|202606,202606
2136|V000008|202604,202604
2136|V000008|202605,202605
2136|V000008|202606,202606
2143|V000008|202604,202604
2143|V000008|202605,202605
2143|V000008|202606,202606
2150|V000008|202604,202604
2150|V000008|202605,202605
2150|V000008|202606,202606
2157|V000009|202604,202604
2157|V000009|202605,202605
2157|V000009|202606,202606
2164|V000009|202604,202604
2164|V000009|202605,202605
2164|V000009|202606,202606
2171|V000009|202604,202604
2171|V000009|202605,202605
2171|V000009|202606,202606
2178|V000009|202604,202604
2178|V000009|202605,202605
2178|V000009|202606,202606
2185|V000009|202604,202604
2185|V000009|202605,202605
2185|V000009|202606,202606
2192|V000009|202604,202604
2192|V000009|202605,202605
2192|V000009|202606,202606
2199|V000009|202604,202604
2199|V000009|202605,202605
2199|V000009|202606,202606
2206|V000009|202604,202604
2206|V000009|202605,202605
2206|V000009|202606,202606
2213|V000009|202604,202604
2213|V000009|202605,202605
2213|V000009|202606,202606
2220|V000009|202604,202604
2220|V000009|202605,202605
2220|V000009|202606,202606
2997|V000009|202604,202604
2997|V000009|202605,202605
2997|V000009|202606,202606
3025|V000009|202604,202604
3025|V000009|202605,202605
3025|V000009|202606,202606
2227|V000010|202604,202604
2227|V000010|202605,202605
2227|V000010|202606,202606
2234|V000010|202604,202604
2234|V000010|202605,202605
2234|V000010|202606,202606
2241|V000010|202604,202604
2241|V000010|202605,202605
2241|V000010|202606,202606
2248|V000010|202604,202604
2248|V000010|202605,202605
2248|V000010|202606,202606
2255|V000010|202604,202604
2255|V000010|202605,202605
2255|V000010|202606,202606
2262|V000010|202604,202604
2262|V000010|202605,202605
2262|V000010|202606,202606
2269|V000010|202604,202604
2269|V000010|202605,202605
2269|V000010|202606,202606
2276|V000010|202604,202604
2276|V000010|202605,202605
2276|V000010|202606,202606
2283|V000010|202604,202604
2283|V000010|202605,202605
2283|V000010|202606,202606
2290|V000010|202604,202604
2290|V000010|202605,202605
2290|V000010|202606,202606
3004|V000010|202604,202604
3004|V000010|202605,202605
3004|V000010|202606,202606
3032|V000010|202604,202604
3032|V000010|202605,202605
3032|V000010|202606,202606
2297|V000011|202604,202604
2297|V000011|202605,202605
2297|V000011|202606,202606
2304|V000011|202604,202604
2304|V000011|202605,202605
2304|V000011|202606,202606
2311|V000011|202604,202604
2311|V000011|202605,202605
2311|V000011|202606,202606
2318|V000011|202604,202604
2318|V000011|202605,202605
2318|V000011|202606,202606
2325|V000011|202604,202604
2325|V000011|202605,202605
2325|V000011|202606,202606
2332|V000011|202604,202604
2332|V000011|202605,202605
2332|V000011|202606,202606
2339|V000011|202604,202604
2339|V000011|202605,202605
2339|V000011|202606,202606
2346|V000011|202604,202604
2346|V000011|202605,202605
2346|V000011|202606,202606
2353|V000011|202604,202604
2353|V000011|202605,202605
2353|V000011|202606,202606
2360|V000011|202604,202604
2360|V000011|202605,202605
2360|V000011|202606,202606
3011|V000011|202604,202604
3011|V000011|202605,202605
3011|V000011|202606,202606
3039|V000011|202604,202604
3039|V000011|202605,202605
3039|V000011|202606,202606
2367|V000012|202604,202604
2367|V000012|202605,202605
2367|V000012|202606,202606
2374|V000012|202604,202604
2374|V000012|202605,202605
2374|V000012|202606,202606
2381|V000012|202604,202604
2381|V000012|202605,202605
2381|V000012|202606,202606
2388|V000012|202604,202604
2388|V000012|202605,202605
2388|V000012|202606,202606
2395|V000012|202604,202604
2395|V000012|202605,202605
2395|V000012|202606,202606
2402|V000012|202604,202604
2402|V000012|202605,202605
2402|V000012|202606,202606
2409|V000012|202604,202604
2409|V000012|202605,202605
2409|V000012|202606,202606
2416|V000012|202604,202604
2416|V000012|202605,202605
2416|V000012|202606,202606
2423|V000012|202604,202604
2423|V000012|202605,202605
2423|V000012|202606,202606
2430|V000012|202604,202604
2430|V000012|202605,202605
2430|V000012|202606,202606
3018|V000012|202604,202604
3018|V000012|202605,202605
3018|V000012|202606,202606
3046|V000012|202604,202604
3046|V000012|202605,202605
3046|V000012|202606,202606
2437|V000013|202604,202604
2437|V000013|202605,202605
2437|V000013|202606,202606
2444|V000013|202604,202604
2444|V000013|202605,202605
2444|V000013|202606,202606
2451|V000013|202604,202604
2451|V000013|202605,202605
2451|V000013|202606,202606
2458|V000013|202604,202604
2458|V000013|202605,202605
2458|V000013|202606,202606
2465|V000013|202604,202604
2465|V000013|202605,202605
2465|V000013|202606,202606
2472|V000013|202604,202604
2472|V000013|202605,202605
2472|V000013|202606,202606
2479|V000013|202604,202604
2479|V000013|202605,202605
2479|V000013|202606,202606
2486|V000013|202604,202604
2486|V000013|202605,202605
2486|V000013|202606,202606
2493|V000013|202604,202604
2493|V000013|202605,202605
2493|V000013|202606,202606
2500|V000013|202604,202604
2500|V000013|202605,202605
2500|V000013|202606,202606
2507|V000014|202604,202604
2507|V000014|202605,202605
2507|V000014|202606,202606
2514|V000014|202604,202604
2514|V000014|202605,202605
2514|V000014|202606,202606
2521|V000014|202604,202604
2521|V000014|202605,202605
2521|V000014|202606,202606
2528|V000014|202604,202604
2528|V000014|202605,202605
2528|V000014|202606,202606
2535|V000014|202604,202604
2535|V000014|202605,202605
2535|V000014|202606,202606
2542|V000014|202604,202604
2542|V000014|202605,202605
2542|V000014|202606,202606
2549|V000014|202604,202604
2549|V000014|202605,202605
2549|V000014|202606,202606
2556|V000014|202604,202604
2556|V000014|202605,202605
2556|V000014|202606,202606
2563|V000014|202604,202604
2563|V000014|202605,202605
2563|V000014|202606,202606
2570|V000014|202604,202604
2570|V000014|202605,202605
2570|V000014|202606,202606
2577|V000015|202604,202604
2577|V000015|202605,202605
2577|V000015|202606,202606
2584|V000015|202604,202604
2584|V000015|202605,202605
2584|V000015|202606,202606
2591|V000015|202604,202604
2591|V000015|202605,202605
2591|V000015|202606,202606
2598|V000015|202604,202604
2598|V000015|202605,202605
2598|V000015|202606,202606
2605|V000015|202604,202604
2605|V000015|202605,202605
2605|V000015|202606,202606
2612|V000015|202604,202604
2612|V000015|202605,202605
2612|V000015|202606,202606
2619|V000015|202604,202604
2619|V000015|202605,202605
2619|V000015|202606,202606
2626|V000015|202604,202604
2626|V000015|202605,202605
2626|V000015|202606,202606
2633|V000015|202604,202604
2633|V000015|202605,202605
2633|V000015|202606,202606
2640|V000015|202604,202604
2640|V000015|202605,202605
2640|V000015|202606,202606
2647|V000016|202604,202604
2647|V000016|202605,202605
2647|V000016|202606,202606
2654|V000016|202604,202604
2654|V000016|202605,202605
2654|V000016|202606,202606
2661|V000016|202604,202604
2661|V000016|202605,202605
2661|V000016|202606,202606
2668|V000016|202604,202604
2668|V000016|202605,202605
2668|V000016|202606,202606
2675|V000016|202604,202604
2675|V000016|202605,202605
2675|V000016|202606,202606
2682|V000016|202604,202604
2682|V000016|202605,202605
2682|V000016|202606,202606
2689|V000016|202604,202604
2689|V000016|202605,202605
2689|V000016|202606,202606
2696|V000016|202604,202604
2696|V000016|202605,202605
2696|V000016|202606,202606
2703|V000016|202604,202604
2703|V000016|202605,202605
2703|V000016|202606,202606
2710|V000016|202604,202604
2710|V000016|202605,202605
2710|V000016|202606,202606
2717|V000017|202604,202604
2717|V000017|202605,202605
2717|V000017|202606,202606
2724|V000017|202604,202604
2724|V000017|202605,202605
2724|V000017|202606,202606
2731|V000017|202604,202604
2731|V000017|202605,202605
2731|V000017|202606,202606
2738|V000017|202604,202604
2738|V000017|202605,202605
2738|V000017|202606,202606
2745|V000017|202604,202604
2745|V000017|202605,202605
2745|V000017|202606,202606
2752|V000017|202604,202604
2752|V000017|202605,202605
2752|V000017|202606,202606
2759|V000017|202604,202604
2759|V000017|202605,202605
2759|V000017|202606,202606
2766|V000017|202604,202604
2766|V000017|202605,202605
2766|V000017|202606,202606
2773|V000017|202604,202604
2773|V000017|202605,202605
2773|V000017|202606,202606
2780|V000017|202604,202604
2780|V000017|202605,202605
2780|V000017|202606,202606
2787|V000018|202604,202604
2787|V000018|202605,202605
2787|V000018|202606,202606
2794|V000018|202604,202604
2794|V000018|202605,202605
2794|V000018|202606,202606
2801|V000018|202604,202604
2801|V000018|202605,202605
2801|V000018|202606,202606
2808|V000018|202604,202604
2808|V000018|202605,202605
2808|V000018|202606,202606
2815|V000018|202604,202604
2815|V000018|202605,202605
2815|V000018|202606,202606
2822|V000018|202604,202604
2822|V000018|202605,202605
2822|V000018|202606,202606
2829|V000018|202604,202604
2829|V000018|202605,202605
2829|V000018|202606,202606
2836|V000018|202604,202604
2836|V000018|202605,202605
2836|V000018|202606,202606
2843|V000018|202604,202604
2843|V000018|202605,202605
2843|V000018|202606,202606
2850|V000018|202604,202604
2850|V000018|202605,202605
2850|V000018|202606,202606
2857|V000019|202604,202604
2857|V000019|202605,202605
2857|V000019|202606,202606
2864|V000019|202604,202604
2864|V000019|202605,202605
2864|V000019|202606,202606
2871|V000019|202604,202604
2871|V000019|202605,202605
2871|V000019|202606,202606
2878|V000019|202604,202604
2878|V000019|202605,202605
2878|V000019|202606,202606
2885|V000019|202604,202604
2885|V000019|202605,202605
2885|V000019|202606,202606
2892|V000019|202604,202604
2892|V000019|202605,202605
2892|V000019|202606,202606
2899|V000019|202604,202604
2899|V000019|202605,202605
2899|V000019|202606,202606
2906|V000019|202604,202604
2906|V000019|202605,202605
2906|V000019|202606,202606
2913|V000019|202604,202604
2913|V000019|202605,202605
2913|V000019|202606,202606
2920|V000019|202604,202604
2920|V000019|202605,202605
2920|V000019|202606,202606
2927|V000020|202604,202604
2927|V000020|202605,202605
2927|V000020|202606,202606
2934|V000020|202604,202604
2934|V000020|202605,202605
2934|V000020|202606,202606
2941|V000020|202604,202604
2941|V000020|202605,202605
2941|V000020|202606,202606
2948|V000020|202604,202604
2948|V000020|202605,202605
2948|V000020|202606,202606
2955|V000020|202604,202604
2955|V000020|202605,202605
2955|V000020|202606,202606
2962|V000020|202604,202604
2962|V000020|202605,202605
2962|V000020|202606,202606
2969|V000020|202604,202604
2969|V000020|202605,202605
2969|V000020|202606,202606
2976|V000020|202604,202604
2976|V000020|202605,202605
2976|V000020|202606,202606
2983|V000020|202604,202604
2983|V000020|202605,202605
2983|V000020|202606,202606
2990|V000020|202604,202604
2990|V000020|202605,202605
2990|V000020|202606,202606
