from_id,to_id
100119|1|V000002,202604
100120|1|V000002,202604
100121|1|V000002,202604
100122|1|V000002,202604
100123|1|V000002,202605
100124|1|V000002,202605
100125|1|V000002,202605
100126|1|V000002,202605
100127|1|V000002,202605
100128|1|V000002,202605
100129|1|V000002,202605
100130|1|V000002,202605
100131|1|V000002,202605
100132|1|V000002,202605
100133|1|V000002,202605
100134|1|V000002,202605
100135|1|V000002,202605
100136|1|V000002,202605
100137|1|V000002,202605
100138|1|V000002,202605
100139|1|V000002,202605
100140|1|V000002,202605
100141|1|V000002,202605
100142|1|V000002,202605
100143|1|V000002,202605
100144|1|V000002,202605
100145|1|V000002,202605
100146|1|V000002,202605
100147|1|V000002,202605
100148|1|V000002,202605
100149|1|V000002,202605
100150|1|V000002,202605
100151|1|V000002,202605
100152|1|V000002,202605
100153|1|V000002,202605
100154|1|V000002,202605
100155|1|V000002,202606
100156|1|V000002,202606
100157|1|V000002,202606
100158|1|V000002,202606
100159|1|V000002,202606
100160|1|V000002,202606
100161|1|V000002,202606
100162|1|V000002,202606
100163|1|V000002,202606
100164|1|V000002,202606
100165|1|V000002,202606
100166|1|V000002,202606
100167|1|V000002,202606
100168|1|V000002,202606
100169|1|V000002,202606
100170|1|V000002,202606
100171|1|V000003,202604
100172|1|V000003,202604
100173|1|V000003,202604
100174|1|V000003,202604
100175|1|V000003,202604
100176|1|V000003,202604
100177|1|V000003,202604
100178|1|V000003,202604
100179|1|V000003,202604
100180|1|V000003,202604
100181|1|V000003,202604
100182|1|V000003,202604
100183|1|V000003,202604
100184|1|V000003,202604
100185|1|V000003,202604
100186|1|V000003,202604
100187|1|V000003,202604
100188|1|V000003,202604
100189|1|V000003,202604
100190|1|V000003,202604
100191|1|V000003,202604
100192|1|V000003,202604
100193|1|V000003,202604
100194|1|V000003,202604
100195|1|V000003,202604
100196|1|V000003,202604
100197|1|V000003,202604
100198|1|V000003,202604
100199|1|V000003,202605
100200|1|V000003,202605
100201|1|V000003,202605
100202|1|V000003,202605
100203|1|V000003,202605
100204|1|V000003,202605
100205|1|V000003,202605
100206|1|V000003,202605
100207|1|V000003,202605
100208|1|V000003,202605
100209|1|V000003,202605
100210|1|V000003,202605
100211|1|V000003,202605
100212|1|V000003,202605
100213|1|V000003,202605
100214|1|V000003,202605
100215|1|V000003,202605
100216|1|V000003,202605
100217|1|V000003,202605
100218|1|V000003,202605
100219|1|V000003,202605
100220|1|V000003,202605
100221|1|V000003,202605
100222|1|V000003,202605
100223|1|V000003,202605
100224|1|V000003,202605
100225|1|V000003,202605
100226|1|V000003,202605
100227|1|V000003,202606
100228|1|V000003,202606
100229|1|V000003,202606
100230|1|V000003,202606
100231|1|V000003,202606
100232|1|V000003,202606
100233|1|V000003,202606
100234|1|V000003,202606
100235|1|V000003,202606
100236|1|V000003,202606
100237|1|V000003,202606
100238|1|V000003,202606
100239|1|V000003,202606
100240|1|V000003,202606
100241|1|V000004,202604
100242|1|V000004,202604
100243|1|V000004,202604
100244|1|V000004,202604
100245|1|V000004,202604
100246|1|V000004,202604
100247|1|V000004,202604
100248|1|V000004,202604
100249|1|V000004,202604
100250|1|V000004,202604
100251|1|V000004,202604
100252|1|V000004,202604
100253|1|V000004,202604
100254|1|V000004,202604
100255|1|V000004,202604
100256|1|V000004,202604
100257|1|V000004,202604
100258|1|V000004,202604
100259|1|V000004,202604
100260|1|V000004,202604
100261|1|V000004,202604
100262|1|V000004,202604
100263|1|V000004,202604
100264|1|V000004,202604
100265|1|V000004,202604
100266|1|V000004,202604
100267|1|V000004,202604
100268|1|V000004,202604
100269|1|V000004,202604
100270|1|V000004,202604
100271|1|V000004,202604
100272|1|V000004,202604
100273|1|V000004,202604
100274|1|V000004,202604
100275|1|V000004,202605
100276|1|V000004,202605
100277|1|V000004,202605
100278|1|V000004,202605
100279|1|V000004,202605
100280|1|V000004,202605
100281|1|V000004,202605
100282|1|V000004,202605
100283|1|V000004,202605
100284|1|V000004,202605
100285|1|V000004,202605
100286|1|V000004,202605
100287|1|V000004,202605
100288|1|V000004,202605
100289|1|V000004,202605
100290|1|V000004,202605
100291|1|V000004,202605
100292|1|V000004,202605
100293|1|V000004,202605
100294|1|V000004,202605
100295|1|V000004,202605
100296|1|V000004,202605
100297|1|V000004,202605
100298|1|V000004,202605
100299|1|V000004,202605
100300|1|V000004,202605
100301|1|V000004,202605
100302|1|V000004,202605
100303|1|V000004,202605
100304|1|V000004,202605
100305|1|V000004,202605
100306|1|V000004,202605
100307|1|V000004,202605
100308|1|V000004,202605
100309|1|V000004,202606
100310|1|V000004,202606
100311|1|V000004,202606
100312|1|V000004,202606
100313|1|V000004,202606
100314|1|V000004,202606
100315|1|V000004,202606
100316|1|V000004,202606
100317|1|V000004,202606
100318|1|V000004,202606
100319|1|V000004,202606
100320|1|V000004,202606
100321|1|V000004,202606
100322|1|V000004,202606
100323|1|V000004,202606
100324|1|V000004,202606
100325|1|V000004,202606
100326|1|V000005,202604
100327|1|V000005,202604
100328|1|V000005,202604
100329|1|V000005,202604
100330|1|V000005,202604
100331|1|V000005,202604
100332|1|V000005,202604
100333|1|V000005,202604
100334|1|V000005,202604
100335|1|V000005,202604
100336|1|V000005,202604
100337|1|V000005,202604
100338|1|V000005,202604
100339|1|V000005,202604
100340|1|V000005,202604
100341|1|V000005,202604
100342|1|V000005,202604
100343|1|V000005,202604
100344|1|V000005,202604
100345|1|V000005,202604
100346|1|V000005,202604
100347|1|V000005,202604
100348|1|V000005,202604
100349|1|V000005,202604
100350|1|V000005,202604
100351|1|V000005,202604
100352|1|V000005,202604
100353|1|V000005,202604
100354|1|V000005,202604
100355|1|V000005,202604
100356|1|V000005,202604
100357|1|V000005,202604
100358|1|V000005,202604
100359|1|V000005,202604
100360|1|V000005,202604
100361|1|V000005,202604
100362|1|V000005,202604
100363|1|V000005,202604
100364|1|V000005,202604
100365|1|V000005,202604
100366|1|V000005,202604
100367|1|V000005,202604
100368|1|V000005,202605
100369|1|V000005,202605
100370|1|V000005,202605
100371|1|V000005,202605
100372|1|V000005,202605
100373|1|V000005,202605
100374|1|V000005,202605
100375|1|V000005,202605
100376|1|V000005,202605
100377|1|V000005,202605
100378|1|V000005,202605
100379|1|V000005,202605
100380|1|V000005,202605
100381|1|V000005,202605
100382|1|V000005,202605
100383|1|V000005,202605
100384|1|V000005,202605
100385|1|V000005,202605
100386|1|V000005,202605
100387|1|V000005,202605
100388|1|V000005,202605
100389|1|V000005,202605
100390|1|V000005,202605
100391|1|V000005,202605
100392|1|V000005,202605
100393|1|V000005,202605
100394|1|V000005,202605
100395|1|V000005,202605
100396|1|V000005,202605
100397|1|V000005,202605
100398|1|V000005,202605
100399|1|V000005,202605
100400|1|V000005,202605
100401|1|V000005,202605
100402|1|V000005,202605
100403|1|V000005,202605
100404|1|V000005,202605
100405|1|V000005,202605
100406|1|V000005,202605
100407|1|V000005,202605
100408|1|V000005,202605
100409|1|V000005,202605
100410|1|V000005,202606
100411|1|V000005,202606
100412|1|V000005,202606
100413|1|V000005,202606
100414|1|V000005,202606
100415|1|V000005,202606
100416|1|V000005,202606
100417|1|V000005,202606
100418|1|V000005,202606
100419|1|V000005,202606
100420|1|V000005,202606
100421|1|V000005,202606
100422|1|V000005,202606
100423|1|V000005,202606
100424|1|V000005,202606
100425|1|V000005,202606
100426|1|V000005,202606
100427|1|V000005,202606
100428|1|V000005,202606
100429|1|V000005,202606
100430|1|V000005,202606
100431|1|V000006,202604
100432|1|V000006,202604
100433|1|V000006,202604
100434|1|V000006,202604
100435|1|V000006,202604
100436|1|V000006,202604
100437|1|V000006,202604
100438|1|V000006,202604
100439|1|V000006,202604
100440|1|V000006,202604
100441|1|V000006,202604
100442|1|V000006,202604
100443|1|V000006,202604
100444|1|V000006,202604
100445|1|V000006,202604
100446|1|V000006,202604
100447|1|V000006,202604
100448|1|V000006,202604
100449|1|V000006,202604
100450|1|V000006,202604
100451|1|V000006,202604
100452|1|V000006,202604
100453|1|V000006,202604
100454|1|V000006,202604
100455|1|V000006,202604
100456|1|V000006,202604
100457|1|V000006,202604
100458|1|V000006,202604
100459|1|V000006,202604
100460|1|V000006,202604
100461|1|V000006,202604
100462|1|V000006,202604
100463|1|V000006,202604
100464|1|V000006,202604
100465|1|V000006,202604
100466|1|V000006,202604
100467|1|V000006,202605
100468|1|V000006,202605
100469|1|V000006,202605
100470|1|V000006,202605
100471|1|V000006,202605
100472|1|V000006,202605
100473|1|V000006,202605
100474|1|V000006,202605
100475|1|V000006,202605
100476|1|V000006,202605
100477|1|V000006,202605
100478|1|V000006,202605
100479|1|V000006,202605
100480|1|V000006,202605
100481|1|V000006,202605
100482|1|V000006,202605
100483|1|V000006,202605
100484|1|V000006,202605
100485|1|V000006,202605
100486|1|V000006,202605
100487|1|V000006,202605
100488|1|V000006,202605
100489|1|V000006,202605
100490|1|V000006,202605
100491|1|V000006,202605
100492|1|V000006,202605
100493|1|V000006,202605
100494|1|V000006,202605
100495|1|V000006,202605
100496|1|V000006,202605
100497|1|V000006,202605
100498|1|V000006,202605
100499|1|V000006,202605
100500|1|V000006,202605
100501|1|V000006,202605
100502|1|V000006,202605
100503|1|V000006,202606
100504|1|V000006,202606
100505|1|V000006,202606
100506|1|V000006,202606
100507|1|V000006,202606
100508|1|V000006,202606
100509|1|V000006,202606
100510|1|V000006,202606
100511|1|V000006,202606
100512|1|V000006,202606
100513|1|V000006,202606
100514|1|V000006,202606
100515|1|V000006,202606
100516|1|V000006,202606
100517|1|V000006,202606
100518|1|V000006,202606
100519|1|V000006,202606
100520|1|V000006,202606
100521|1|V000007,202604
100522|1|V000007,202604
100523|1|V000007,202604
100524|1|V000007,202604
100525|1|V000007,202604
100526|1|V000007,202604
100527|1|V000007,202604
100528|1|V000007,202604
100529|1|V000007,202604
100530|1|V000007,202604
100531|1|V000007,202604
100532|1|V000007,202604
100533|1|V000007,202604
100534|1|V000007,202604
100535|1|V000007,202604
100536|1|V000007,202604
100537|1|V000007,202604
100538|1|V000007,202604
100539|1|V000007,202604
100540|1|V000007,202604
100541|1|V000007,202604
100542|1|V000007,202604
100543|1|V000007,202604
100544|1|V000007,202604
100545|1|V000007,202604
100546|1|V000007,202604
100547|1|V000007,202604
100548|1|V000007,202604
100549|1|V000007,202604
100550|1|V000007,202604
100551|1|V000007,202604
100552|1|V000007,202604
100553|1|V000007,202604
100554|1|V000007,202604
100555|1|V000007,202604
100556|1|V000007,202604
100557|1|V000007,202604
100558|1|V000007,202604
100559|1|V000007,202604
100560|1|V000007,202604
100561|1|V000007,202605
100562|1|V000007,202605
100563|1|V000007,202605
100564|1|V000007,202605
100565|1|V000007,202605
100566|1|V000007,202605
100567|1|V000007,202605
100568|1|V000007,202605
100569|1|V000007,202605
100570|1|V000007,202605
100571|1|V000007,202605
100572|1|V000007,202605
100573|1|V000007,202605
100574|1|V000007,202605
100575|1|V000007,202605
100576|1|V000007,202605
100577|1|V000007,202605
100578|1|V000007,202605
100579|1|V000007,202605
100580|1|V000007,202605
100581|1|V000007,202605
100582|1|V000007,202605
100583|1|V000007,202605
100584|1|V000007,202605
100585|1|V000007,202605
100586|1|V000007,202605
100587|1|V000007,202605
100588|1|V000007,202605
100589|1|V000007,202605
100590|1|V000007,202605
100591|1|V000007,202605
100592|1|V000007,202605
100593|1|V000007,202605
100594|1|V000007,202605
100595|1|V000007,202605
100596|1|V000007,202605
100597|1|V000007,202605
100598|1|V000007,202605
100599|1|V000007,202605
100600|1|V000007,202605
100601|1|V000007,202606
100602|1|V000007,202606
100603|1|V000007,202606
100604|1|V000007,202606
100605|1|V000007,202606
100606|1|V000007,202606
100607|1|V000007,202606
100608|1|V000007,202606
100609|1|V000007,202606
100610|1|V000007,202606
100611|1|V000007,202606
100612|1|V000007,202606
100613|1|V000007,202606
100614|1|V000007,202606
100615|1|V000007,202606
100616|1|V000007,202606
100617|1|V000007,202606
100618|1|V000007,202606
100619|1|V000007,202606
100620|1|V000007,202606
100621|1|V000008,202604
100622|1|V000008,202604
100623|1|V000008,202604
100624|1|V000008,202604
100625|1|V000008,202604
100626|1|V000008,202604
100627|1|V000008,202604
100628|1|V000008,202604
100629|1|V000008,202604
100630|1|V000008,202604
100631|1|V000008,202604
100632|1|V000008,202604
100633|1|V000008,202604
100634|1|V000008,202604
100635|1|V000008,202604
100636|1|V000008,202604
100637|1|V000008,202604
100638|1|V000008,202604
100639|1|V000008,202604
100640|1|V000008,202604
100641|1|V000008,202604
100642|1|V000008,202604
100643|1|V000008,202604
100644|1|V000008,202604
100645|1|V000008,202604
100646|1|V000008,202604
100647|1|V000008,202604
100648|1|V000008,202604
100649|1|V000008,202604
100650|1|V000008,202604
100651|1|V000008,202604
100652|1|V000008,202604
100653|1|V000008,202604
100654|1|V000008,202604
100655|1|V000008,202604
100656|1|V000008,202604
100657|1|V000008,202604
100658|1|V000008,202604
100659|1|V000008,202605
100660|1|V000008,202605
100661|1|V000008,202605
100662|1|V000008,202605
100663|1|V000008,202605
100664|1|V000008,202605
100665|1|V000008,202605
100666|1|V000008,202605
100667|1|V000008,202605
100668|1|V000008,202605
100669|1|V000008,202605
100670|1|V000008,202605
100671|1|V000008,202605
100672|1|V000008,202605
100673|1|V000008,202605
100674|1|V000008,202605
100675|1|V000008,202605
100676|1|V000008,202605
100677|1|V000008,202605
100678|1|V000008,202605
100679|1|V000008,202605
100680|1|V000008,202605
100681|1|V000008,202605
100682|1|V000008,202605
100683|1|V000008,202605
100684|1|V000008,202605
100685|1|V000008,202605
100686|1|V000008,202605
100687|1|V000008,202605
100688|1|V000008,202605
100689|1|V000008,202605
100690|1|V000008,202605
100691|1|V000008,202605
100692|1|V000008,202605
100693|1|V000008,202605
100694|1|V000008,202605
100695|1|V000008,202605
100696|1|V000008,202605
100697|1|V000008,202606
100698|1|V000008,202606
100699|1|V000008,202606
100700|1|V000008,202606
100701|1|V000008,202606
100702|1|V000008,202606
100703|1|V000008,202606
100704|1|V000008,202606
100705|1|V000008,202606
100706|1|V000008,202606
100707|1|V000008,202606
100708|1|V000008,202606
100709|1|V000008,202606
100710|1|V000008,202606
100711|1|V000008,202606
100712|1|V000008,202606
100713|1|V000008,202606
100714|1|V000008,202606
100715|1|V000008,202606
100716|1|V000009,202604
100717|1|V000009,202604
100718|1|V000009,202604
100719|1|V000009,202604
100720|1|V000009,202604
100721|1|V000009,202604
100722|1|V000009,202604
100723|1|V000009,202604
100724|1|V000009,202604
100725|1|V000009,202604
100726|1|V000009,202604
100727|1|V000009,202604
100728|1|V000009,202604
100729|1|V000009,202604
100730|1|V000009,202604
100731|1|V000009,202604
100732|1|V000009,202604
100733|1|V000009,202604
100734|1|V000009,202604
100735|1|V000009,202604
100736|1|V000009,202604
100737|1|V000009,202604
100738|1|V000009,202604
100739|1|V000009,202604
100740|1|V000009,202604
100741|1|V000009,202604
100742|1|V000009,202604
100743|1|V000009,202604
100744|1|V000009,202604
100745|1|V000009,202604
100746|1|V000009,202604
100747|1|V000009,202604
100748|1|V000009,202604
100749|1|V000009,202605
100750|1|V000009,202605
100751|1|V000009,202605
100752|1|V000009,202605
100753|1|V000009,202605
100754|1|V000009,202605
100755|1|V000009,202605
100756|1|V000009,202605
100757|1|V000009,202605
100758|1|V000009,202605
100759|1|V000009,202605
100760|1|V000009,202605
100761|1|V000009,202605
100762|1|V000009,202605
100763|1|V000009,202605
100764|1|V000009,202605
100765|1|V000009,202605
100766|1|V000009,202605
100767|1|V000009,202605
100768|1|V000009,202605
100769|1|V000009,202605
100770|1|V000009,202605
100771|1|V000009,202605
100772|1|V000009,202605
100773|1|V000009,202605
100774|1|V000009,202605
100775|1|V000009,202605
100776|1|V000009,202605
100777|1|V000009,202605
100778|1|V000009,202605
100779|1|V000009,202605
100780|1|V000009,202605
100781|1|V000009,202605
100782|1|V000009,202605
100783|1|V000009,202605
100784|1|V000009,202605
100785|1|V000009,202605
100786|1|V000009,202605
100787|1|V000009,202606
100788|1|V000009,202606
100789|1|V000009,202606
100790|1|V000009,202606
100791|1|V000009,202606
100792|1|V000009,202606
100793|1|V000009,202606
100794|1|V000009,202606
100795|1|V000009,202606
100796|1|V000009,202606
100797|1|V000009,202606
100798|1|V000009,202606
100799|1|V000009,202606
100800|1|V000009,202606
100801|1|V000009,202606
100802|1|V000009,202606
100803|1|V000009,202606
100804|1|V000009,202606
100805|1|V000009,202606
100806|1|V000010,202604
100807|1|V000010,202604
100808|1|V000010,202604
100809|1|V000010,202604
100810|1|V000010,202604
100811|1|V000010,202604
100812|1|V000010,202604
100813|1|V000010,202604
100814|1|V000010,202604
100815|1|V000010,202604
100816|1|V000010,202604
100817|1|V000010,202604
100818|1|V000010,202604
100819|1|V000010,202604
100820|1|V000010,202604
100821|1|V000010,202604
100822|1|V000010,202604
100823|1|V000010,202604
100824|1|V000010,202604
100825|1|V000010,202604
100826|1|V000010,202604
100827|1|V000010,202604
100828|1|V000010,202604
100829|1|V000010,202604
100830|1|V000010,202604
100831|1|V000010,202604
100832|1|V000010,202604
100833|1|V000010,202605
100834|1|V000010,202605
100835|1|V000010,202605
100836|1|V000010,202605
100837|1|V000010,202605
100838|1|V000010,202605
100839|1|V000010,202605
100840|1|V000010,202605
100841|1|V000010,202605
100842|1|V000010,202605
100843|1|V000010,202605
100844|1|V000010,202605
100845|1|V000010,202605
100846|1|V000010,202605
100847|1|V000010,202605
100848|1|V000010,202605
100849|1|V000010,202605
100850|1|V000010,202605
100851|1|V000010,202605
100852|1|V000010,202605
100853|1|V000010,202605
100854|1|V000010,202605
100855|1|V000010,202605
100856|1|V000010,202605
100857|1|V000010,202605
100858|1|V000010,202605
100859|1|V000010,202605
100860|1|V000010,202605
100861|1|V000010,202605
100862|1|V000010,202605
100863|1|V000010,202606
100864|1|V000010,202606
100865|1|V000010,202606
100866|1|V000010,202606
100867|1|V000010,202606
100868|1|V000010,202606
100869|1|V000010,202606
100870|1|V000010,202606
100871|1|V000010,202606
100872|1|V000010,202606
100873|1|V000010,202606
100874|1|V000010,202606
100875|1|V000010,202606
100876|1|V000010,202606
100877|1|V000010,202606
100878|1|V000011,202604
100879|1|V000011,202604
100880|1|V000011,202604
100881|1|V000011,202604
100882|1|V000011,202604
100883|1|V000011,202604
100884|1|V000011,202604
100885|1|V000011,202604
100886|1|V000011,202604
100887|1|V000011,202604
100888|1|V000011,202604
100889|1|V000011,202604
100890|1|V000011,202604
100891|1|V000011,202604
100892|1|V000011,202604
100893|1|V000011,202604
100894|1|V000011,202604
100895|1|V000011,202604
100896|1|V000011,202604
100897|1|V000011,202604
100898|1|V000011,202604
100899|1|V000011,202604
100900|1|V000011,202604
100901|1|V000011,202604
100902|1|V000011,202604
100903|1|V000011,202604
100904|1|V000011,202604
100905|1|V000011,202604
100906|1|V000011,202604
100907|1|V000011,202604
100908|1|V000011,202604
100909|1|V000011,202605
100910|1|V000011,202605
100911|1|V000011,202605
100912|1|V000011,202605
100913|1|V000011,202605
100914|1|V000011,202605
100915|1|V000011,202605
100916|1|V000011,202605
100917|1|V000011,202605
100918|1|V000011,202605
100919|1|V000011,202605
100920|1|V000011,202605
100921|1|V000011,202605
100922|1|V000011,202605
100923|1|V000011,202605
100924|1|V000011,202605
100925|1|V000011,202605
100926|1|V000011,202605
100927|1|V000011,202605
100928|1|V000011,202605
100929|1|V000011,202605
100930|1|V000011,202605
100931|1|V000011,202605
100932|1|V000011,202605
100933|1|V000011,202605
100934|1|V000011,202605
100935|1|V000011,202605
100936|1|V000011,202605
100937|1|V000011,202605
100938|1|V000011,202605
100939|1|V000011,202605
100940|1|V000011,202605
100941|1|V000011,202605
100942|1|V000011,202605
100943|1|V000011,202605
100944|1|V000011,202605
100945|1|V000011,202605
100946|1|V000011,202605
100947|1|V000011,202606
100948|1|V000011,202606
100949|1|V000011,202606
100950|1|V000011,202606
100951|1|V000011,202606
100952|1|V000011,202606
100953|1|V000011,202606
100954|1|V000011,202606
100955|1|V000011,202606
100956|1|V000011,202606
100957|1|V000011,202606
100958|1|V000011,202606
100959|1|V000011,202606
100960|1|V000011,202606
100961|1|V000011,202606
100962|1|V000011,202606
100963|1|V000011,202606
100964|1|V000011,202606
100965|1|V000011,202606
100966|1|V000012,202604
100967|1|V000012,202604
100968|1|V000012,202604
100969|1|V000012,202604
100970|1|V000012,202604
100971|1|V000012,202604
100972|1|V000012,202604
100973|1|V000012,202604
100974|1|V000012,202604
100975|1|V000012,202604
100976|1|V000012,202604
100977|1|V000012,202604
100978|1|V000012,202604
100979|1|V000012,202604
100980|1|V000012,202604
100981|1|V000012,202604
100982|1|V000012,202604
100983|1|V000012,202604
100984|1|V000012,202604
100985|1|V000012,202604
100986|1|V000012,202604
100987|1|V000012,202604
100988|1|V000012,202604
100989|1|V000012,202604
100990|1|V000012,202604
100991|1|V000012,202604
100992|1|V000012,202604
100993|1|V000012,202604
100994|1|V000012,202604
100995|1|V000012,202604
100996|1|V000012,202604
100997|1|V000012,202605
100998|1|V000012,202605
100999|1|V000012,202605
101000|1|V000012,202605
101001|1|V000012,202605
101002|1|V000012,202605
101003|1|V000012,202605
101004|1|V000012,202605
101005|1|V000012,202605
101006|1|V000012,202605
101007|1|V000012,202605
101008|1|V000012,202605
101009|1|V000012,202605
101010|1|V000012,202605
101011|1|V000012,202605
101012|1|V000012,202605
101013|1|V000012,202605
101014|1|V000012,202605
101015|1|V000012,202605
101016|1|V000012,202605
101017|1|V000012,202605
101018|1|V000012,202605
101019|1|V000012,202605
101020|1|V000012,202605
101021|1|V000012,202605
101022|1|V000012,202605
101023|1|V000012,202605
101024|1|V000012,202605
101025|1|V000012,202605
101026|1|V000012,202605
101027|1|V000012,202605
101028|1|V000012,202605
101029|1|V000012,202605
101030|1|V000012,202605
101031|1|V000012,202605
101032|1|V000012,202605
101033|1|V000012,202606
101034|1|V000012,202606
101035|1|V000012,202606
101036|1|V000012,202606
101037|1|V000012,202606
101038|1|V000012,202606
101039|1|V000012,202606
101040|1|V000012,202606
101041|1|V000012,202606
101042|1|V000012,202606
101043|1|V000012,202606
101044|1|V000012,202606
101045|1|V000012,202606
101046|1|V000012,202606
101047|1|V000012,202606
101048|1|V000012,202606
101049|1|V000012,202606
101050|1|V000012,202606
101051|1|V000013,202604
101052|1|V000013,202604
101053|1|V000013,202604
101054|1|V000013,202604
101055|1|V000013,202604
101056|1|V000013,202604
101057|1|V000013,202604
101058|1|V000013,202604
101059|1|V000013,202604
101060|1|V000013,202604
101061|1|V000013,202604
101062|1|V000013,202604
101063|1|V000013,202604
101064|1|V000013,202604
101065|1|V000013,202604
101066|1|V000013,202604
101067|1|V000013,202604
101068|1|V000013,202604
101069|1|V000013,202604
101070|1|V000013,202604
101071|1|V000013,202604
101072|1|V000013,202604
101073|1|V000013,202604
101074|1|V000013,202604
101075|1|V000013,202604
101076|1|V000013,202604
101077|1|V000013,202604
101078|1|V000013,202604
101079|1|V000013,202604
101080|1|V000013,202604
101081|1|V000013,202604
101082|1|V000013,202604
101083|1|V000013,202604
101084|1|V000013,202604
101085|1|V000013,202604
101086|1|V000013,202604
101087|1|V000013,202604
101088|1|V000013,202604
101089|1|V000013,202604
101090|1|V000013,202604
101091|1|V000013,202604
101092|1|V000013,202604
101093|1|V000013,202604
101094|1|V000013,202604
101095|1|V000014,202604
101096|1|V000014,202604
101097|1|V000014,202604
101098|1|V000014,202604
101099|1|V000014,202604
101100|1|V000014,202604
101101|1|V000014,202604
101102|1|V000014,202604
101103|1|V000014,202604
101104|1|V000014,202604
101105|1|V000014,202604
101106|1|V000014,202604
101107|1|V000014,202604
101108|1|V000014,202604
101109|1|V000014,202604
101110|1|V000014,202604
101111|1|V000014,202604
101112|1|V000014,202604
101113|1|V000014,202604
101114|1|V000014,202604
101115|1|V000014,202604
101116|1|V000014,202604
101117|1|V000014,202604
101118|1|V000014,202604
101119|1|V000014,202604
101120|1|V000014,202604
101121|1|V000014,202604
101122|1|V000014,202604
101123|1|V000014,202604
101124|1|V000014,202604
101125|1|V000014,202604
101126|1|V000014,202604
101127|1|V000014,202604
101128|1|V000014,202604
101129|1|V000014,202604
101130|1|V000014,202604
101131|1|V000014,202604
101132|1|V000014,202604
101133|1|V000014,202604
101134|1|V000014,202604
101135|1|V000014,202604
101136|1|V000014,202604
101137|1|V000014,202605
101138|1|V000014,202605
101139|1|V000014,202605
101140|1|V000014,202605
101141|1|V000014,202605
101142|1|V000014,202605
101143|1|V000014,202605
101144|1|V000014,202605
101145|1|V000014,202605
101146|1|V000014,202605
101147|1|V000014,202605
101148|1|V000014,202605
101149|1|V000014,202605
101150|1|V000014,202605
101151|1|V000014,202605
101152|1|V000014,202605
101153|1|V000014,202605
101154|1|V000014,202605
101155|1|V000014,202605
101156|1|V000014,202605
101157|1|V000014,202605
101158|1|V000014,202605
101159|1|V000014,202605
101160|1|V000014,202605
101161|1|V000014,202605
101162|1|V000014,202605
101163|1|V000014,202605
101164|1|V000014,202605
101165|1|V000014,202605
