from_id,to_id
2521|ECI9001|802,ECI9001
2528|ECI3128|001,ECI3128
2528|ECI9008|802,ECI9008
2535|ECI3135|001,ECI3135
2542|ECI3142|001,ECI3142
2549|ECI3149|001,ECI3149
2556|ECI3156|151,ECI3156
2556|ECI3156|201,ECI3156
2556|ECI9036|802,ECI9036
2563|ECI3003|001,ECI3003
2563|ECI9043|802,ECI9043
2570|ECI3010|001,ECI3010
2577|ECI3017|001,ECI3017
2577|ECI9057|802,ECI9057
2584|ECI3024|151,ECI3024
2584|ECI3024|201,ECI3024
2591|ECI3031|001,ECI3031
2591|ECI9071|802,ECI9071
2598|ECI3038|001,ECI3038
2605|ECI3045|001,ECI3045
2612|ECI3052|001,ECI3052
2619|ECI3059|151,ECI3059
2619|ECI3059|201,ECI3059
2626|ECI3066|001,ECI3066
2626|ECI9016|802,ECI9016
2633|ECI3073|001,ECI3073
2633|ECI9023|802,ECI9023
2640|ECI3080|151,ECI3080
2640|ECI3080|201,ECI3080
2640|ECI9030|802,ECI9030
2647|ECI3087|151,ECI3087
2647|ECI3087|201,ECI3087
2654|ECI3094|001,ECI3094
2654|ECI9044|802,ECI9044
2661|ECI3101|151,ECI3101
2661|ECI3101|201,ECI3101
2668|ECI3108|151,ECI3108
2668|ECI3108|201,ECI3108
2668|ECI9058|802,ECI9058
2675|ECI3115|151,ECI3115
2675|ECI3115|201,ECI3115
2682|ECI3122|151,ECI3122
2682|ECI3122|201,ECI3122
2689|ECI3129|001,ECI3129
2696|ECI3136|151,ECI3136
2696|ECI3136|201,ECI3136
2696|ECI9086|802,ECI9086
2703|ECI3143|001,ECI3143
2710|ECI3150|151,ECI3150
2710|ECI3150|201,ECI3150
2710|ECI9010|802,ECI9010
2717|ECI3157|151,ECI3157
2717|ECI3157|201,ECI3157
2724|ECI3004|001,ECI3004
2731|ECI3011|151,ECI3011
2731|ECI3011|201,ECI3011
2738|ECI3018|001,ECI3018
2745|ECI3025|001,ECI3025
2752|ECI3032|151,ECI3032
2752|ECI3032|201,ECI3032
2759|ECI3039|001,ECI3039
2759|ECI9059|802,ECI9059
2766|ECI3046|001,ECI3046
2773|ECI3053|151,ECI3053
2773|ECI3053|201,ECI3053
2773|ECI9073|802,ECI9073
2780|ECI3060|001,ECI3060
2787|ECI3067|001,ECI3067
2794|ECI3074|151,ECI3074
2794|ECI3074|201,ECI3074
2801|ECI3081|151,ECI3081
2801|ECI3081|201,ECI3081
2808|ECI3088|001,ECI3088
2815|ECI3095|151,ECI3095
2815|ECI3095|201,ECI3095
2822|ECI3102|151,ECI3102
2822|ECI3102|201,ECI3102
2829|ECI3109|001,ECI3109
2836|ECI3116|001,ECI3116
2843|ECI3123|001,ECI3123
2850|ECI3130|151,ECI3130
2850|ECI3130|201,ECI3130
2857|ECI3137|001,ECI3137
2864|ECI3144|001,ECI3144
2871|ECI3151|001,ECI3151
2878|ECI3158|151,ECI3158
2878|ECI3158|201,ECI3158
2885|ECI3005|001,ECI3005
2892|ECI3012|001,ECI3012
2892|ECI9012|802,ECI9012
2899|ECI3019|151,ECI3019
2899|ECI3019|201,ECI3019
2906|ECI3026|001,ECI3026
2906|ECI9026|802,ECI9026
2913|ECI3033|001,ECI3033
2920|ECI3040|001,ECI3040
2920|ECI9040|802,ECI9040
2927|ECI3047|151,ECI3047
2927|ECI3047|201,ECI3047
2927|ECI9047|802,ECI9047
2934|ECI3054|001,ECI3054
2934|ECI9054|802,ECI9054
2941|ECI3061|151,ECI3061
2941|ECI3061|201,ECI3061
2948|ECI3068|151,ECI3068
2948|ECI3068|201,ECI3068
2955|ECI3075|151,ECI3075
2955|ECI3075|201,ECI3075
2955|ECI9075|802,ECI9075
2962|ECI3082|001,ECI3082
2962|ECI9082|802,ECI9082
2969|ECI3089|001,ECI3089
2969|ECI9089|802,ECI9089
2976|ECI3096|151,ECI3096
2976|ECI3096|201,ECI3096
2983|ECI3103|151,ECI3103
2983|ECI3103|201,ECI3103
2983|ECI9013|802,ECI9013
2990|ECI3110|001,ECI3110
2997|ECI3117|001,ECI3117
2997|ECI9027|802,ECI9027
3004|ECI3124|001,ECI3124
3011|ECI3131|001,ECI3131
3011|ECI9041|802,ECI9041
3018|ECI3138|001,ECI3138
3025|ECI3145|001,ECI3145
3032|ECI3152|001,ECI3152
3039|ECI3159|001,ECI3159
3046|ECI3006|001,ECI3006
3053|ECI3013|001,ECI3013
3060|ECI3020|151,ECI3020
3060|ECI3020|201,ECI3020
3067|ECI3027|151,ECI3027
3067|ECI3027|201,ECI3027
3074|ECI3034|151,ECI3034
3074|ECI3034|201,ECI3034
3081|ECI3041|001,ECI3041
3081|ECI9021|802,ECI9021
3088|ECI3048|001,ECI3048
3095|ECI3055|001,ECI3055
3102|ECI3062|151,ECI3062
3102|ECI3062|201,ECI3062
3109|ECI3069|001,ECI3069
3109|ECI9049|802,ECI9049
3116|ECI3076|001,ECI3076
3116|ECI9056|802,ECI9056
3123|ECI3083|001,ECI3083
3123|ECI9063|802,ECI9063
