from_id,to_id
2073|V000007|202606,V000007
2080|V000007|202604,V000007
2080|V000007|202605,V000007
2080|V000007|202606,V000007
2087|V000008|202604,V000008
2087|V000008|202605,V000008
2087|V000008|202606,V000008
2094|V000008|202604,V000008
2094|V000008|202605,V000008
2094|V000008|202606,V000008
2101|V000008|202604,V000008
2101|V000008|202605,V000008
2101|V000008|202606,V000008
2108|V000008|202604,V000008
2108|V000008|202605,V000008
2108|V000008|202606,V000008
2115|V000008|202604,V000008
2115|V000008|202605,V000008
2115|V000008|202606,V000008
2122|V000008|202604,V000008
2122|V000008|202605,V000008
2122|V000008|202606,V000008
2129|V000008|202604,V000008
2129|V000008|202605,V000008
2129|V000008|202606,V000008
2136|V000008|202604,V000008
2136|V000008|202605,V000008
2136|V000008|202606,V000008
2143|V000008|202604,V000008
2143|V000008|202605,V000008
2143|V000008|202606,V000008
2150|V000008|202604,V000008
2150|V000008|202605,V000008
2150|V000008|202606,V000008
2157|V000009|202604,V000009
2157|V000009|202605,V000009
2157|V000009|202606,V000009
2164|V000009|202604,V000009
2164|V000009|202605,V000009
2164|V000009|202606,V000009
2171|V000009|202604,V000009
2171|V000009|202605,V000009
2171|V000009|202606,V000009
2178|V000009|202604,V000009
2178|V000009|202605,V000009
2178|V000009|202606,V000009
2185|V000009|202604,V000009
2185|V000009|202605,V000009
2185|V000009|202606,V000009
2192|V000009|202604,V000009
2192|V000009|202605,V000009
2192|V000009|202606,V000009
2199|V000009|202604,V000009
2199|V000009|202605,V000009
2199|V000009|202606,V000009
2206|V000009|202604,V000009
2206|V000009|202605,V000009
2206|V000009|202606,V000009
2213|V000009|202604,V000009
2213|V000009|202605,V000009
2213|V000009|202606,V000009
2220|V000009|202604,V000009
2220|V000009|202605,V000009
2220|V000009|202606,V000009
2997|V000009|202604,V000009
2997|V000009|202605,V000009
2997|V000009|202606,V000009
3025|V000009|202604,V000009
3025|V000009|202605,V000009
3025|V000009|202606,V000009
2227|V000010|202604,V000010
2227|V000010|202605,V000010
2227|V000010|202606,V000010
2234|V000010|202604,V000010
2234|V000010|202605,V000010
2234|V000010|202606,V000010
2241|V000010|202604,V000010
2241|V000010|202605,V000010
2241|V000010|202606,V000010
2248|V000010|202604,V000010
2248|V000010|202605,V000010
2248|V000010|202606,V000010
2255|V000010|202604,V000010
2255|V000010|202605,V000010
2255|V000010|202606,V000010
2262|V000010|202604,V000010
2262|V000010|202605,V000010
2262|V000010|202606,V000010
2269|V000010|202604,V000010
2269|V000010|202605,V000010
2269|V000010|202606,V000010
2276|V000010|202604,V000010
2276|V000010|202605,V000010
2276|V000010|202606,V000010
2283|V000010|202604,V000010
2283|V000010|202605,V000010
2283|V000010|202606,V000010
2290|V000010|202604,V000010
2290|V000010|202605,V000010
2290|V000010|202606,V000010
3004|V000010|202604,V000010
3004|V000010|202605,V000010
3004|V000010|202606,V000010
3032|V000010|202604,V000010
3032|V000010|202605,V000010
3032|V000010|202606,V000010
2297|V000011|202604,V000011
2297|V000011|202605,V000011
2297|V000011|202606,V000011
2304|V000011|202604,V000011
2304|V000011|202605,V000011
2304|V000011|202606,V000011
2311|V000011|202604,V000011
2311|V000011|202605,V000011
2311|V000011|202606,V000011
2318|V000011|202604,V000011
2318|V000011|202605,V000011
2318|V000011|202606,V000011
2325|V000011|202604,V000011
2325|V000011|202605,V000011
2325|V000011|202606,V000011
2332|V000011|202604,V000011
2332|V000011|202605,V000011
2332|V000011|202606,V000011
2339|V000011|202604,V000011
2339|V000011|202605,V000011
2339|V000011|202606,V000011
2346|V000011|202604,V000011
2346|V000011|202605,V000011
2346|V000011|202606,V000011
2353|V000011|202604,V000011
2353|V000011|202605,V000011
2353|V000011|202606,V000011
2360|V000011|202604,V000011
2360|V000011|202605,V000011
2360|V000011|202606,V000011
3011|V000011|202604,V000011
3011|V000011|202605,V000011
3011|V000011|202606,V000011
3039|V000011|202604,V000011
3039|V000011|202605,V000011
3039|V000011|202606,V000011
2367|V000012|202604,V000012
2367|V000012|202605,V000012
2367|V000012|202606,V000012
2374|V000012|202604,V000012
2374|V000012|202605,V000012
2374|V000012|202606,V000012
2381|V000012|202604,V000012
2381|V000012|202605,V000012
2381|V000012|202606,V000012
2388|V000012|202604,V000012
2388|V000012|202605,V000012
2388|V000012|202606,V000012
2395|V000012|202604,V000012
2395|V000012|202605,V000012
2395|V000012|202606,V000012
2402|V000012|202604,V000012
2402|V000012|202605,V000012
2402|V000012|202606,V000012
2409|V000012|202604,V000012
2409|V000012|202605,V000012
2409|V000012|202606,V000012
2416|V000012|202604,V000012
2416|V000012|202605,V000012
2416|V000012|202606,V000012
2423|V000012|202604,V000012
2423|V000012|202605,V000012
2423|V000012|202606,V000012
2430|V000012|202604,V000012
2430|V000012|202605,V000012
2430|V000012|202606,V000012
3018|V000012|202604,V000012
3018|V000012|202605,V000012
3018|V000012|202606,V000012
3046|V000012|202604,V000012
3046|V000012|202605,V000012
3046|V000012|202606,V000012
2437|V000013|202604,V000013
2437|V000013|202605,V000013
2437|V000013|202606,V000013
2444|V000013|202604,V000013
2444|V000013|202605,V000013
2444|V000013|202606,V000013
2451|V000013|202604,V000013
2451|V000013|202605,V000013
2451|V000013|202606,V000013
2458|V000013|202604,V000013
2458|V000013|202605,V000013
2458|V000013|202606,V000013
2465|V000013|202604,V000013
2465|V000013|202605,V000013
2465|V000013|202606,V000013
2472|V000013|202604,V000013
2472|V000013|202605,V000013
2472|V000013|202606,V000013
2479|V000013|202604,V000013
2479|V000013|202605,V000013
2479|V000013|202606,V000013
2486|V000013|202604,V000013
2486|V000013|202605,V000013
2486|V000013|202606,V000013
2493|V000013|202604,V000013
2493|V000013|202605,V000013
2493|V000013|202606,V000013
2500|V000013|202604,V000013
2500|V000013|202605,V000013
2500|V000013|202606,V000013
2507|V000014|202604,V000014
2507|V000014|202605,V000014
2507|V000014|202606,V000014
2514|V000014|202604,V000014
2514|V000014|202605,V000014
2514|V000014|202606,V000014
2521|V000014|202604,V000014
2521|V000014|202605,V000014
2521|V000014|202606,V000014
2528|V000014|202604,V000014
2528|V000014|202605,V000014
2528|V000014|202606,V000014
2535|V000014|202604,V000014
2535|V000014|202605,V000014
2535|V000014|202606,V000014
2542|V000014|202604,V000014
2542|V000014|202605,V000014
2542|V000014|202606,V000014
2549|V000014|202604,V000014
2549|V000014|202605,V000014
2549|V000014|202606,V000014
2556|V000014|202604,V000014
2556|V000014|202605,V000014
2556|V000014|202606,V000014
2563|V000014|202604,V000014
2563|V000014|202605,V000014
2563|V000014|202606,V000014
2570|V000014|202604,V000014
2570|V000014|202605,V000014
2570|V000014|202606,V000014
2577|V000015|202604,V000015
2577|V000015|202605,V000015
2577|V000015|202606,V000015
2584|V000015|202604,V000015
2584|V000015|202605,V000015
2584|V000015|202606,V000015
2591|V000015|202604,V000015
2591|V000015|202605,V000015
2591|V000015|202606,V000015
2598|V000015|202604,V000015
2598|V000015|202605,V000015
2598|V000015|202606,V000015
2605|V000015|202604,V000015
2605|V000015|202605,V000015
2605|V000015|202606,V000015
2612|V000015|202604,V000015
2612|V000015|202605,V000015
2612|V000015|202606,V000015
2619|V000015|202604,V000015
2619|V000015|202605,V000015
2619|V000015|202606,V000015
2626|V000015|202604,V000015
2626|V000015|202605,V000015
2626|V000015|202606,V000015
2633|V000015|202604,V000015
2633|V000015|202605,V000015
2633|V000015|202606,V000015
2640|V000015|202604,V000015
2640|V000015|202605,V000015
2640|V000015|202606,V000015
2647|V000016|202604,V000016
2647|V000016|202605,V000016
2647|V000016|202606,V000016
2654|V000016|202604,V000016
2654|V000016|202605,V000016
2654|V000016|202606,V000016
2661|V000016|202604,V000016
2661|V000016|202605,V000016
2661|V000016|202606,V000016
2668|V000016|202604,V000016
2668|V000016|202605,V000016
2668|V000016|202606,V000016
2675|V000016|202604,V000016
2675|V000016|202605,V000016
2675|V000016|202606,V000016
2682|V000016|202604,V000016
2682|V000016|202605,V000016
2682|V000016|202606,V000016
2689|V000016|202604,V000016
2689|V000016|202605,V000016
2689|V000016|202606,V000016
2696|V000016|202604,V000016
2696|V000016|202605,V000016
2696|V000016|202606,V000016
2703|V000016|202604,V000016
2703|V000016|202605,V000016
2703|V000016|202606,V000016
2710|V000016|202604,V000016
2710|V000016|202605,V000016
2710|V000016|202606,V000016
2717|V000017|202604,V000017
2717|V000017|202605,V000017
2717|V000017|202606,V000017
2724|V000017|202604,V000017
2724|V000017|202605,V000017
2724|V000017|202606,V000017
2731|V000017|202604,V000017
2731|V000017|202605,V000017
2731|V000017|202606,V000017
2738|V000017|202604,V000017
2738|V000017|202605,V000017
2738|V000017|202606,V000017
2745|V000017|202604,V000017
2745|V000017|202605,V000017
2745|V000017|202606,V000017
2752|V000017|202604,V000017
2752|V000017|202605,V000017
2752|V000017|202606,V000017
2759|V000017|202604,V000017
2759|V000017|202605,V000017
2759|V000017|202606,V000017
2766|V000017|202604,V000017
2766|V000017|202605,V000017
2766|V000017|202606,V000017
2773|V000017|202604,V000017
2773|V000017|202605,V000017
2773|V000017|202606,V000017
2780|V000017|202604,V000017
2780|V000017|202605,V000017
2780|V000017|202606,V000017
2787|V000018|202604,V000018
2787|V000018|202605,V000018
2787|V000018|202606,V000018
2794|V000018|202604,V000018
2794|V000018|202605,V000018
2794|V000018|202606,V000018
2801|V000018|202604,V000018
2801|V000018|202605,V000018
2801|V000018|202606,V000018
2808|V000018|202604,V000018
2808|V000018|202605,V000018
2808|V000018|202606,V000018
2815|V000018|202604,V000018
2815|V000018|202605,V000018
2815|V000018|202606,V000018
2822|V000018|202604,V000018
2822|V000018|202605,V000018
2822|V000018|202606,V000018
2829|V000018|202604,V000018
2829|V000018|202605,V000018
2829|V000018|202606,V000018
2836|V000018|202604,V000018
2836|V000018|202605,V000018
2836|V000018|202606,V000018
2843|V000018|202604,V000018
2843|V000018|202605,V000018
2843|V000018|202606,V000018
2850|V000018|202604,V000018
2850|V000018|202605,V000018
2850|V000018|202606,V000018
2857|V000019|202604,V000019
2857|V000019|202605,V000019
2857|V000019|202606,V000019
2864|V000019|202604,V000019
2864|V000019|202605,V000019
2864|V000019|202606,V000019
2871|V000019|202604,V000019
2871|V000019|202605,V000019
2871|V000019|202606,V000019
2878|V000019|202604,V000019
2878|V000019|202605,V000019
2878|V000019|202606,V000019
2885|V000019|202604,V000019
2885|V000019|202605,V000019
2885|V000019|202606,V000019
2892|V000019|202604,V000019
2892|V000019|202605,V000019
2892|V000019|202606,V000019
2899|V000019|202604,V000019
2899|V000019|202605,V000019
2899|V000019|202606,V000019
2906|V000019|202604,V000019
2906|V000019|202605,V000019
2906|V000019|202606,V000019
2913|V000019|202604,V000019
2913|V000019|202605,V000019
2913|V000019|202606,V000019
2920|V000019|202604,V000019
2920|V000019|202605,V000019
2920|V000019|202606,V000019
2927|V000020|202604,V000020
2927|V000020|202605,V000020
2927|V000020|202606,V000020
2934|V000020|202604,V000020
2934|V000020|202605,V000020
2934|V000020|202606,V000020
2941|V000020|202604,V000020
2941|V000020|202605,V000020
2941|V000020|202606,V000020
2948|V000020|202604,V000020
2948|V000020|202605,V000020
2948|V000020|202606,V000020
2955|V000020|202604,V000020
2955|V000020|202605,V000020
2955|V000020|202606,V000020
2962|V000020|202604,V000020
2962|V000020|202605,V000020
2962|V000020|202606,V000020
2969|V000020|202604,V000020
2969|V000020|202605,V000020
2969|V000020|202606,V000020
2976|V000020|202604,V000020
2976|V000020|202605,V000020
2976|V000020|202606,V000020
2983|V000020|202604,V000020
2983|V000020|202605,V000020
2983|V000020|202606,V000020
2990|V000020|202604,V000020
2990|V000020|202605,V000020
2990|V000020|202606,V000020
