from_id,to_id
2682|ECI3122|201,2682
2689|ECI3129|001,2689
2696|ECI3136|151,2696
2696|ECI3136|201,2696
2696|ECI9086|802,2696
2703|ECI3143|001,2703
2710|ECI3150|151,2710
2710|ECI3150|201,2710
2710|ECI9010|802,2710
2717|ECI3157|151,2717
2717|ECI3157|201,2717
2724|ECI3004|001,2724
2731|ECI3011|151,2731
2731|ECI3011|201,2731
2738|ECI3018|001,2738
2745|ECI3025|001,2745
2752|ECI3032|151,2752
2752|ECI3032|201,2752
2759|ECI3039|001,2759
2759|ECI9059|802,2759
2766|ECI3046|001,2766
2773|ECI3053|151,2773
2773|ECI3053|201,2773
2773|ECI9073|802,2773
2780|ECI3060|001,2780
2787|ECI3067|001,2787
2794|ECI3074|151,2794
2794|ECI3074|201,2794
2801|ECI3081|151,2801
2801|ECI3081|201,2801
2808|ECI3088|001,2808
2815|ECI3095|151,2815
2815|ECI3095|201,2815
2822|ECI3102|151,2822
2822|ECI3102|201,2822
2829|ECI3109|001,2829
2836|ECI3116|001,2836
2843|ECI3123|001,2843
2850|ECI3130|151,2850
2850|ECI3130|201,2850
2857|ECI3137|001,2857
2864|ECI3144|001,2864
2871|ECI3151|001,2871
2878|ECI3158|151,2878
2878|ECI3158|201,2878
2885|ECI3005|001,2885
2892|ECI3012|001,2892
2892|ECI9012|802,2892
2899|ECI3019|151,2899
2899|ECI3019|201,2899
2906|ECI3026|001,2906
2906|ECI9026|802,2906
2913|ECI3033|001,2913
2920|ECI3040|001,2920
2920|ECI9040|802,2920
2927|ECI3047|151,2927
2927|ECI3047|201,2927
2927|ECI9047|802,2927
2934|ECI3054|001,2934
2934|ECI9054|802,2934
2941|ECI3061|151,2941
2941|ECI3061|201,2941
2948|ECI3068|151,2948
2948|ECI3068|201,2948
2955|ECI3075|151,2955
2955|ECI3075|201,2955
2955|ECI9075|802,2955
2962|ECI3082|001,2962
2962|ECI9082|802,2962
2969|ECI3089|001,2969
2969|ECI9089|802,2969
2976|ECI3096|151,2976
2976|ECI3096|201,2976
2983|ECI3103|151,2983
2983|ECI3103|201,2983
2983|ECI9013|802,2983
2990|ECI3110|001,2990
2997|ECI3117|001,2997
2997|ECI9027|802,2997
3004|ECI3124|001,3004
3011|ECI3131|001,3011
3011|ECI9041|802,3011
3018|ECI3138|001,3018
3025|ECI3145|001,3025
3032|ECI3152|001,3032
3039|ECI3159|001,3039
3046|ECI3006|001,3046
3053|ECI3013|001,3053
3060|ECI3020|151,3060
3060|ECI3020|201,3060
3067|ECI3027|151,3067
3067|ECI3027|201,3067
3074|ECI3034|151,3074
3074|ECI3034|201,3074
3081|ECI3041|001,3081
3081|ECI9021|802,3081
3088|ECI3048|001,3088
3095|ECI3055|001,3095
3102|ECI3062|151,3102
3102|ECI3062|201,3102
3109|ECI3069|001,3109
3109|ECI9049|802,3109
3116|ECI3076|001,3116
3116|ECI9056|802,3116
3123|ECI3083|001,3123
3123|ECI9063|802,3123
