from_id,to_id
V000002|202604|NB,V000002
V000002|202605|NB,V000002
V000002|202606|NB,V000002
V000003|202601|NB,V000003
V000003|202602|NB,V000003
V000003|202603|NB,V000003
V000003|202604|NB,V000003
V000003|202605|NB,V000003
V000003|202606|NB,V000003
V000004|202601|NB,V000004
V000004|202602|NB,V000004
V000004|202603|NB,V000004
V000004|202604|NB,V000004
V000004|202605|NB,V000004
V000004|202606|NB,V000004
V000005|202601|NB,V000005
V000005|202602|NB,V000005
V000005|202603|NB,V000005
V000005|202604|NB,V000005
V000005|202605|NB,V000005
V000005|202606|NB,V000005
V000006|202601|NB,V000006
V000006|202602|NB,V000006
V000006|202603|NB,V000006
V000006|202604|NB,V000006
V000006|202605|NB,V000006
V000006|202606|NB,V000006
V000007|202601|NB,V000007
V000007|202602|NB,V000007
V000007|202603|NB,V000007
V000007|202604|NB,V000007
V000007|202605|NB,V000007
V000007|202606|NB,V000007
V000008|202601|NB,V000008
V000008|202602|NB,V000008
V000008|202603|NB,V000008
V000008|202604|NB,V000008
V000008|202605|NB,V000008
V000008|202606|NB,V000008
V000009|202601|NB,V000009
V000009|202602|NB,V000009
V000009|202603|NB,V000009
V000009|202604|NB,V000009
V000009|202605|NB,V000009
V000009|202606|NB,V000009
V000010|202601|NB,V000010
V000010|202602|NB,V000010
V000010|202603|NB,V000010
V000010|202604|NB,V000010
V000010|202605|NB,V000010
V000010|202606|NB,V000010
V000011|202601|NB,V000011
V000011|202602|NB,V000011
V000011|202603|NB,V000011
V000011|202604|NB,V000011
V000011|202605|NB,V000011
V000011|202606|NB,V000011
V000012|202601|NB,V000012
V000012|202602|NB,V000012
V000012|202603|NB,V000012
V000012|202604|NB,V000012
V000012|202605|NB,V000012
V000012|202606|NB,V000012
V000013|202601|NB,V000013
V000013|202602|NB,V000013
V000013|202603|NB,V000013
V000013|202604|NB,V000013
V000013|202605|NB,V000013
V000013|202606|NB,V000013
V000014|202601|NB,V000014
V000014|202602|NB,V000014
V000014|202603|NB,V000014
V000014|202604|NB,V000014
V000014|202605|NB,V000014
V000014|202606|NB,V000014
V000015|202601|NB,V000015
V000015|202602|NB,V000015
V000015|202603|NB,V000015
V000015|202604|NB,V000015
V000015|202605|NB,V000015
V000015|202606|NB,V000015
V000016|202601|NB,V000016
V000016|202602|NB,V000016
V000016|202603|NB,V000016
V000016|202604|NB,V000016
V000016|202605|NB,V000016
V000016|202606|NB,V000016
V000017|202601|NB,V000017
V000017|202602|NB,V000017
V000017|202603|NB,V000017
V000017|202604|NB,V000017
V000017|202605|NB,V000017
V000017|202606|NB,V000017
V000018|202601|NB,V000018
V000018|202602|NB,V000018
V000018|202603|NB,V000018
V000018|202604|NB,V000018
V000018|202605|NB,V000018
V000018|202606|NB,V000018
V000019|202601|NB,V000019
V000019|202602|NB,V000019
V000019|202603|NB,V000019
V000019|202604|NB,V000019
V000019|202605|NB,V000019
V000019|202606|NB,V000019
V000020|202601|NB,V000020
V000020|202602|NB,V000020
V000020|202603|NB,V000020
V000020|202604|NB,V000020
V000020|202605|NB,V000020
V000020|202606|NB,V000020
V000001|202601|YI,V000001
V000001|202602|YI,V000001
V000001|202603|YI,V000001
V000001|202604|YI,V000001
V000001|202605|YI,V000001
V000001|202606|YI,V000001
V000002|202601|YI,V000002
V000002|202602|YI,V000002
V000002|202603|YI,V000002
V000002|202604|YI,V000002
V000002|202605|YI,V000002
V000002|202606|YI,V000002
V000003|202601|YI,V000003
V000003|202602|YI,V000003
V000003|202603|YI,V000003
V000003|202604|YI,V000003
V000003|202605|YI,V000003
V000003|202606|YI,V000003
V000004|202601|YI,V000004
V000004|202602|YI,V000004
V000004|202603|YI,V000004
V000004|202604|YI,V000004
V000004|202605|YI,V000004
V000004|202606|YI,V000004
V000005|202601|YI,V000005
V000005|202602|YI,V000005
V000005|202603|YI,V000005
V000005|202604|YI,V000005
V000005|202605|YI,V000005
V000005|202606|YI,V000005
V000006|202601|YI,V000006
V000006|202602|YI,V000006
V000006|202603|YI,V000006
V000006|202604|YI,V000006
V000006|202605|YI,V000006
V000006|202606|YI,V000006
V000007|202601|YI,V000007
V000007|202602|YI,V000007
V000007|202603|YI,V000007
V000007|202604|YI,V000007
V000007|202605|YI,V000007
V000007|202606|YI,V000007
V000008|202601|YI,V000008
V000008|202602|YI,V000008
V000008|202603|YI,V000008
V000008|202604|YI,V000008
V000008|202605|YI,V000008
V000008|202606|YI,V000008
V000009|202601|YI,V000009
V000009|202602|YI,V000009
V000009|202603|YI,V000009
V000009|202604|YI,V000009
V000009|202605|YI,V000009
V000009|202606|YI,V000009
V000010|202601|YI,V000010
V000010|202602|YI,V000010
V000010|202603|YI,V000010
V000010|202604|YI,V000010
V000010|202605|YI,V000010
V000010|202606|YI,V000010
V000011|202601|YI,V000011
V000011|202602|YI,V000011
V000011|202603|YI,V000011
V000011|202604|YI,V000011
V000011|202605|YI,V000011
V000011|202606|YI,V000011
V000012|202601|YI,V000012
V000012|202602|YI,V000012
V000012|202603|YI,V000012
V000012|202604|YI,V000012
V000012|202605|YI,V000012
V000012|202606|YI,V000012
V000013|202601|YI,V000013
V000013|202602|YI,V000013
V000013|202603|YI,V000013
V000013|202604|YI,V000013
V000013|202605|YI,V000013
V000013|202606|YI,V000013
V000014|202601|YI,V000014
V000014|202602|YI,V000014
V000014|202603|YI,V000014
V000014|202604|YI,V000014
V000014|202605|YI,V000014
V000014|202606|YI,V000014
V000015|202601|YI,V000015
V000015|202602|YI,V000015
V000015|202603|YI,V000015
V000015|202604|YI,V000015
V000015|202605|YI,V000015
V000015|202606|YI,V000015
V000016|202601|YI,V000016
V000016|202602|YI,V000016
V000016|202603|YI,V000016
V000016|202604|YI,V000016
V000016|202605|YI,V000016
V000016|202606|YI,V000016
V000017|202601|YI,V000017
V000017|202602|YI,V000017
V000017|202603|YI,V000017
V000017|202604|YI,V000017
V000017|202605|YI,V000017
V000017|202606|YI,V000017
V000018|202601|YI,V000018
V000018|202602|YI,V000018
V000018|202603|YI,V000018
V000018|202604|YI,V000018
V000018|202605|YI,V000018
V000018|202606|YI,V000018
V000019|202601|YI,V000019
V000019|202602|YI,V000019
V000019|202603|YI,V000019
V000019|202604|YI,V000019
V000019|202605|YI,V000019
V000019|202606|YI,V000019
V000020|202601|YI,V000020
V000020|202602|YI,V000020
V000020|202603|YI,V000020
V000020|202604|YI,V000020
V000020|202605|YI,V000020
V000020|202606|YI,V000020
