from_id,to_id
V000003|202605|ELIS|EQ,V000003
V000003|202605|FCXX|,V000003
V000003|202605|FMXX|,V000003
V000003|202605|ITMF|,V000003
V000003|202605|JPMC|,V000003
V000003|202605|LEND|SBL,V000003
V000003|202605|LIFE|,V000003
V000003|202605|MAP|,V000003
V000003|202605|MMKT|,V000003
V000003|202605|OIS1|,V000003
V000003|202605|OISC|,V000003
V000003|202605|PRDP|,V000003
V000003|202605|STRT|,V000003
V000003|202605|UMA|,V000003
V000003|202605|VARI|,V000003
V000003|202606|529T|,V000003
V000003|202606|ALTI|,V000003
V000003|202606|DAF|,V000003
V000003|202606|DCCR|,V000003
V000003|202606|EDK|,V000003
V000003|202606|ELIS|EQ,V000003
V000003|202606|FCXX|,V000003
V000003|202606|FMXX|,V000003
V000003|202606|ITMF|,V000003
V000003|202606|JPMC|,V000003
V000003|202606|LEND|SBL,V000003
V000003|202606|LIFE|,V000003
V000003|202606|MAP|,V000003
V000003|202606|MMKT|,V000003
V000003|202606|OIS1|,V000003
V000003|202606|OISC|,V000003
V000003|202606|PRDP|,V000003
V000003|202606|STRT|,V000003
V000003|202606|UMA|,V000003
V000003|202606|VARI|,V000003
V000004|202604|ADVA|,V000004
V000004|202604|DAF|,V000004
V000004|202604|DCCR|,V000004
V000004|202604|EDK|,V000004
V000004|202604|ELIS|EQ,V000004
V000004|202604|ELIS|OP,V000004
V000004|202604|FCCD|,V000004
V000004|202604|FCOT|,V000004
V000004|202604|FGXX|,V000004
V000004|202604|FIX|,V000004
V000004|202604|FMXX|,V000004
V000004|202604|JPMC|,V000004
V000004|202604|LEND|MGN,V000004
V000004|202604|LEND|SBL,V000004
V000004|202604|LIFE|,V000004
V000004|202604|MAP|,V000004
V000004|202604|MMKT|,V000004
V000004|202604|OISC|,V000004
V000004|202604|UMA|,V000004
V000004|202605|ADVA|,V000004
V000004|202605|DAF|,V000004
V000004|202605|DCCR|,V000004
V000004|202605|EDK|,V000004
V000004|202605|ELIS|EQ,V000004
V000004|202605|ELIS|OP,V000004
V000004|202605|FCCD|,V000004
V000004|202605|FCOT|,V000004
V000004|202605|FGXX|,V000004
V000004|202605|FIX|,V000004
V000004|202605|FMXX|,V000004
V000004|202605|JPMC|,V000004
V000004|202605|LEND|MGN,V000004
V000004|202605|LEND|SBL,V000004
V000004|202605|LIFE|,V000004
V000004|202605|MAP|,V000004
V000004|202605|MMKT|,V000004
V000004|202605|OISC|,V000004
V000004|202605|UMA|,V000004
V000004|202606|ADVA|,V000004
V000004|202606|DAF|,V000004
V000004|202606|DCCR|,V000004
V000004|202606|EDK|,V000004
V000004|202606|ELIS|EQ,V000004
V000004|202606|ELIS|OP,V000004
V000004|202606|FCCD|,V000004
V000004|202606|FCOT|,V000004
V000004|202606|FGXX|,V000004
V000004|202606|FIX|,V000004
V000004|202606|FMXX|,V000004
V000004|202606|JPMC|,V000004
V000004|202606|LEND|MGN,V000004
V000004|202606|LEND|SBL,V000004
V000004|202606|LIFE|,V000004
V000004|202606|MAP|,V000004
V000004|202606|MMKT|,V000004
V000004|202606|OISC|,V000004
V000004|202606|UMA|,V000004
V000005|202604|ADVA|,V000005
V000005|202604|DAF|,V000005
V000005|202604|DCCR|,V000005
V000005|202604|EDK|,V000005
V000005|202604|ELIS|EQ,V000005
V000005|202604|FCCD|,V000005
V000005|202604|FCOT|,V000005
V000005|202604|ITMF|,V000005
V000005|202604|JPMC|,V000005
V000005|202604|LEND|MGN,V000005
V000005|202604|MAP|,V000005
V000005|202604|OIS1|,V000005
V000005|202604|OISC|,V000005
V000005|202604|PCS|,V000005
V000005|202604|PRDP|,V000005
V000005|202604|STRT|,V000005
V000005|202604|UMA|,V000005
V000005|202604|VARI|,V000005
V000005|202605|ADVA|,V000005
V000005|202605|DAF|,V000005
V000005|202605|DCCR|,V000005
V000005|202605|EDK|,V000005
V000005|202605|ELIS|EQ,V000005
V000005|202605|FCCD|,V000005
V000005|202605|FCOT|,V000005
V000005|202605|ITMF|,V000005
V000005|202605|JPMC|,V000005
V000005|202605|LEND|MGN,V000005
V000005|202605|MAP|,V000005
V000005|202605|OIS1|,V000005
V000005|202605|OISC|,V000005
V000005|202605|PCS|,V000005
V000005|202605|PRDP|,V000005
V000005|202605|STRT|,V000005
V000005|202605|UMA|,V000005
V000005|202605|VARI|,V000005
V000005|202606|ADVA|,V000005
V000005|202606|DAF|,V000005
V000005|202606|DCCR|,V000005
V000005|202606|EDK|,V000005
V000005|202606|ELIS|EQ,V000005
V000005|202606|FCCD|,V000005
V000005|202606|FCOT|,V000005
V000005|202606|ITMF|,V000005
V000005|202606|JPMC|,V000005
V000005|202606|LEND|MGN,V000005
V000005|202606|MAP|,V000005
V000005|202606|OIS1|,V000005
V000005|202606|OISC|,V000005
V000005|202606|PCS|,V000005
V000005|202606|PRDP|,V000005
V000005|202606|STRT|,V000005
V000005|202606|UMA|,V000005
V000005|202606|VARI|,V000005
V000006|202604|529T|,V000006
V000006|202604|ALTI|,V000006
V000006|202604|ATMF|,V000006
V000006|202604|DCCR|,V000006
V000006|202604|EDK|,V000006
V000006|202604|ELIS|OP,V000006
V000006|202604|FCCD|,V000006
V000006|202604|FCOT|,V000006
V000006|202604|FGXX|,V000006
V000006|202604|FMXX|,V000006
V000006|202604|ITMF|,V000006
V000006|202604|JPMC|,V000006
V000006|202604|LEND|MGN,V000006
V000006|202604|LIFE|,V000006
V000006|202604|MAP|,V000006
V000006|202604|MISC|,V000006
V000006|202604|MMKT|,V000006
V000006|202604|MUFD|,V000006
V000006|202604|OIS1|,V000006
V000006|202604|OISC|,V000006
V000006|202604|PCS|,V000006
V000006|202604|UMA|,V000006
V000006|202604|VARI|,V000006
V000006|202605|529T|,V000006
V000006|202605|ALTI|,V000006
V000006|202605|ATMF|,V000006
V000006|202605|DCCR|,V000006
V000006|202605|EDK|,V000006
V000006|202605|ELIS|OP,V000006
V000006|202605|FCCD|,V000006
V000006|202605|FCOT|,V000006
V000006|202605|FGXX|,V000006
V000006|202605|FMXX|,V000006
V000006|202605|ITMF|,V000006
V000006|202605|JPMC|,V000006
V000006|202605|LEND|MGN,V000006
V000006|202605|LIFE|,V000006
V000006|202605|MAP|,V000006
V000006|202605|MISC|,V000006
V000006|202605|MMKT|,V000006
V000006|202605|MUFD|,V000006
V000006|202605|OIS1|,V000006
V000006|202605|OISC|,V000006
V000006|202605|PCS|,V000006
V000006|202605|UMA|,V000006
V000006|202605|VARI|,V000006
V000006|202606|529T|,V000006
V000006|202606|ALTI|,V000006
V000006|202606|ATMF|,V000006
V000006|202606|DCCR|,V000006
V000006|202606|EDK|,V000006
V000006|202606|ELIS|OP,V000006
V000006|202606|FCCD|,V000006
V000006|202606|FCOT|,V000006
V000006|202606|FGXX|,V000006
V000006|202606|FMXX|,V000006
V000006|202606|ITMF|,V000006
V000006|202606|JPMC|,V000006
V000006|202606|LEND|MGN,V000006
V000006|202606|LIFE|,V000006
V000006|202606|MAP|,V000006
V000006|202606|MMKT|,V000006
V000006|202606|MUFD|,V000006
V000006|202606|OIS1|,V000006
V000006|202606|OISC|,V000006
V000006|202606|PCS|,V000006
V000006|202606|UMA|,V000006
V000006|202606|VARI|,V000006
V000007|202604|529T|,V000007
V000007|202604|ADVA|,V000007
V000007|202604|ALTI|,V000007
V000007|202604|EDK|,V000007
V000007|202604|ELIS|EQ,V000007
V000007|202604|FCCD|,V000007
V000007|202604|FCXX|,V000007
V000007|202604|FIX|,V000007
V000007|202604|FMXX|,V000007
V000007|202604|LEND|SBL,V000007
V000007|202604|LIFE|,V000007
V000007|202604|MAP|,V000007
V000007|202604|MUFD|,V000007
V000007|202604|OIS1|,V000007
V000007|202604|OISC|,V000007
V000007|202604|VARI|,V000007
V000007|202605|529T|,V000007
V000007|202605|ADVA|,V000007
V000007|202605|ALTI|,V000007
V000007|202605|EDK|,V000007
V000007|202605|ELIS|EQ,V000007
V000007|202605|FCCD|,V000007
V000007|202605|FCXX|,V000007
V000007|202605|FIX|,V000007
V000007|202605|FMXX|,V000007
V000007|202605|LEND|SBL,V000007
V000007|202605|LIFE|,V000007
V000007|202605|MAP|,V000007
V000007|202605|MUFD|,V000007
V000007|202605|OIS1|,V000007
V000007|202605|OISC|,V000007
V000007|202605|VARI|,V000007
V000007|202606|529T|,V000007
V000007|202606|ADVA|,V000007
V000007|202606|ALTI|,V000007
V000007|202606|EDK|,V000007
V000007|202606|ELIS|EQ,V000007
V000007|202606|FCCD|,V000007
V000007|202606|FCXX|,V000007
V000007|202606|FIX|,V000007
V000007|202606|FMXX|,V000007
V000007|202606|LEND|SBL,V000007
V000007|202606|LIFE|,V000007
V000007|202606|MAP|,V000007
V000007|202606|MUFD|,V000007
V000007|202606|OIS1|,V000007
V000007|202606|OISC|,V000007
V000007|202606|VARI|,V000007
V000008|202604|529T|,V000008
V000008|202604|ADVA|,V000008
V000008|202604|ALTI|,V000008
V000008|202604|ATMF|,V000008
V000008|202604|DCCR|,V000008
V000008|202604|EDK|,V000008
V000008|202604|ELIS|EQ,V000008
V000008|202604|ELIS|OP,V000008
V000008|202604|FCCD|,V000008
V000008|202604|FCXX|,V000008
V000008|202604|FGXX|,V000008
V000008|202604|FIX|,V000008
V000008|202604|FMXX|,V000008
V000008|202604|ITMF|,V000008
V000008|202604|JPMC|,V000008
V000008|202604|LEND|MGN,V000008
V000008|202604|LEND|SBL,V000008
V000008|202604|MAP|,V000008
V000008|202604|MMKT|,V000008
V000008|202604|PCS|,V000008
V000008|202604|PRDP|,V000008
V000008|202604|STRT|,V000008
V000008|202604|UMA|,V000008
V000008|202604|VARI|,V000008
V000008|202605|529T|,V000008
V000008|202605|ADVA|,V000008
V000008|202605|ALTI|,V000008
V000008|202605|ATMF|,V000008
V000008|202605|DCCR|,V000008
V000008|202605|EDK|,V000008
V000008|202605|ELIS|EQ,V000008
V000008|202605|ELIS|OP,V000008
V000008|202605|FCCD|,V000008
V000008|202605|FCXX|,V000008
V000008|202605|FGXX|,V000008
V000008|202605|FIX|,V000008
V000008|202605|FMXX|,V000008
V000008|202605|ITMF|,V000008
V000008|202605|JPMC|,V000008
V000008|202605|LEND|MGN,V000008
V000008|202605|LEND|SBL,V000008
V000008|202605|MAP|,V000008
V000008|202605|MMKT|,V000008
V000008|202605|PCS|,V000008
V000008|202605|PRDP|,V000008
V000008|202605|STRT|,V000008
V000008|202605|UMA|,V000008
V000008|202605|VARI|,V000008
V000008|202606|529T|,V000008
V000008|202606|ADVA|,V000008
V000008|202606|ALTI|,V000008
V000008|202606|ATMF|,V000008
V000008|202606|DCCR|,V000008
V000008|202606|EDK|,V000008
V000008|202606|ELIS|EQ,V000008
V000008|202606|ELIS|OP,V000008
V000008|202606|FCCD|,V000008
V000008|202606|FCXX|,V000008
V000008|202606|FGXX|,V000008
V000008|202606|FIX|,V000008
V000008|202606|FMXX|,V000008
V000008|202606|ITMF|,V000008
V000008|202606|JPMC|,V000008
V000008|202606|LEND|MGN,V000008
V000008|202606|LEND|SBL,V000008
V000008|202606|MAP|,V000008
V000008|202606|MMKT|,V000008
V000008|202606|PCS|,V000008
V000008|202606|PRDP|,V000008
V000008|202606|STRT|,V000008
V000008|202606|UMA|,V000008
V000008|202606|VARI|,V000008
V000009|202604|529T|,V000009
V000009|202604|ATMF|,V000009
V000009|202604|DCCR|,V000009
V000009|202604|EDK|,V000009
V000009|202604|ELIS|EQ,V000009
V000009|202604|FCCD|,V000009
V000009|202604|FCOT|,V000009
V000009|202604|FCXX|,V000009
V000009|202604|FGXX|,V000009
V000009|202604|FIX|,V000009
V000009|202604|FMXX|,V000009
V000009|202604|ITMF|,V000009
V000009|202604|JPMC|,V000009
V000009|202604|LEND|MGN,V000009
V000009|202604|LIFE|,V000009
V000009|202604|MAP|,V000009
V000009|202604|MUFD|,V000009
V000009|202604|OIS1|,V000009
V000009|202604|OISC|,V000009
V000009|202604|PRDP|,V000009
V000009|202605|529T|,V000009
V000009|202605|ATMF|,V000009
V000009|202605|DCCR|,V000009
V000009|202605|EDK|,V000009
V000009|202605|ELIS|EQ,V000009
V000009|202605|FCCD|,V000009
V000009|202605|FCOT|,V000009
V000009|202605|FCXX|,V000009
V000009|202605|FGXX|,V000009
V000009|202605|FIX|,V000009
V000009|202605|FMXX|,V000009
V000009|202605|ITMF|,V000009
V000009|202605|JPMC|,V000009
V000009|202605|LEND|MGN,V000009
V000009|202605|LIFE|,V000009
V000009|202605|MAP|,V000009
V000009|202605|MUFD|,V000009
V000009|202605|OIS1|,V000009
V000009|202605|OISC|,V000009
V000009|202605|PRDP|,V000009
V000009|202606|529T|,V000009
V000009|202606|ATMF|,V000009
V000009|202606|DCCR|,V000009
V000009|202606|EDK|,V000009
V000009|202606|ELIS|EQ,V000009
V000009|202606|FCCD|,V000009
V000009|202606|FCOT|,V000009
V000009|202606|FCXX|,V000009
V000009|202606|FGXX|,V000009
V000009|202606|FIX|,V000009
V000009|202606|FMXX|,V000009
V000009|202606|ITMF|,V000009
V000009|202606|JPMC|,V000009
V000009|202606|LEND|MGN,V000009
V000009|202606|LIFE|,V000009
V000009|202606|MAP|,V000009
V000009|202606|MUFD|,V000009
V000009|202606|OIS1|,V000009
V000009|202606|OISC|,V000009
V000009|202606|PRDP|,V000009
V000010|202604|529T|,V000010
V000010|202604|ATMF|,V000010
V000010|202604|DAF|,V000010
V000010|202604|DCCR|,V000010
V000010|202604|ELIS|EQ,V000010
V000010|202604|FCOT|,V000010
V000010|202604|FCXX|,V000010
V000010|202604|FMXX|,V000010
V000010|202604|MAP|,V000010
V000010|202604|MMKT|,V000010
V000010|202604|MUFD|,V000010
V000010|202604|PCS|,V000010
V000010|202604|PRDP|,V000010
V000010|202604|STRT|,V000010
V000010|202604|UMA|,V000010
V000010|202605|529T|,V000010
V000010|202605|ATMF|,V000010
V000010|202605|DAF|,V000010
V000010|202605|DCCR|,V000010
V000010|202605|ELIS|EQ,V000010
V000010|202605|FCOT|,V000010
V000010|202605|FCXX|,V000010
V000010|202605|FMXX|,V000010
V000010|202605|MAP|,V000010
V000010|202605|MMKT|,V000010
V000010|202605|MUFD|,V000010
V000010|202605|PCS|,V000010
V000010|202605|PRDP|,V000010
V000010|202605|STRT|,V000010
V000010|202605|UMA|,V000010
V000010|202606|529T|,V000010
V000010|202606|ATMF|,V000010
V000010|202606|DAF|,V000010
V000010|202606|DCCR|,V000010
V000010|202606|ELIS|EQ,V000010
V000010|202606|FCOT|,V000010
V000010|202606|FCXX|,V000010
V000010|202606|FMXX|,V000010
V000010|202606|MAP|,V000010
V000010|202606|MMKT|,V000010
V000010|202606|MUFD|,V000010
V000010|202606|PCS|,V000010
V000010|202606|PRDP|,V000010
V000010|202606|STRT|,V000010
V000010|202606|UMA|,V000010
V000011|202604|529T|,V000011
V000011|202604|ADVA|,V000011
V000011|202604|ALTI|,V000011
V000011|202604|ATMF|,V000011
V000011|202604|ELIS|EQ,V000011
V000011|202604|ELIS|OP,V000011
V000011|202604|FCCD|,V000011
V000011|202604|FCXX|,V000011
V000011|202604|FGXX|,V000011
V000011|202604|LEND|SBL,V000011
V000011|202604|LIFE|,V000011
V000011|202604|OIS1|,V000011
V000011|202604|STRT|,V000011
V000011|202604|VARI|,V000011
V000011|202605|529T|,V000011
V000011|202605|ADVA|,V000011
V000011|202605|ALTI|,V000011
V000011|202605|ATMF|,V000011
V000011|202605|ELIS|EQ,V000011
V000011|202605|ELIS|OP,V000011
V000011|202605|FCCD|,V000011
V000011|202605|FCXX|,V000011
V000011|202605|FGXX|,V000011
V000011|202605|LEND|SBL,V000011
V000011|202605|LIFE|,V000011
V000011|202605|OIS1|,V000011
V000011|202605|OISC|,V000011
V000011|202605|STRT|,V000011
V000011|202605|VARI|,V000011
V000011|202606|529T|,V000011
V000011|202606|ADVA|,V000011
V000011|202606|ALTI|,V000011
V000011|202606|ATMF|,V000011
V000011|202606|ELIS|EQ,V000011
V000011|202606|ELIS|OP,V000011
V000011|202606|FCCD|,V000011
V000011|202606|FCXX|,V000011
V000011|202606|FGXX|,V000011
V000011|202606|LEND|SBL,V000011
V000011|202606|LIFE|,V000011
V000011|202606|OIS1|,V000011
V000011|202606|OISC|,V000011
V000011|202606|STRT|,V000011
V000011|202606|VARI|,V000011
V000012|202604|529T|,V000012
V000012|202604|ALTI|,V000012
V000012|202604|DAF|,V000012
V000012|202604|ELIS|OP,V000012
V000012|202604|FCCD|,V000012
V000012|202604|FCOT|,V000012
V000012|202604|FGXX|,V000012
V000012|202604|ITMF|,V000012
V000012|202604|JPMC|,V000012
V000012|202604|LEND|MGN,V000012
V000012|202604|LIFE|,V000012
V000012|202604|MAP|,V000012
V000012|202604|OISC|,V000012
V000012|202604|PCS|,V000012
V000012|202605|529T|,V000012
V000012|202605|ADVA|,V000012
V000012|202605|ALTI|,V000012
V000012|202605|DAF|,V000012
V000012|202605|ELIS|OP,V000012
V000012|202605|FCCD|,V000012
V000012|202605|FCOT|,V000012
V000012|202605|FGXX|,V000012
V000012|202605|ITMF|,V000012
V000012|202605|JPMC|,V000012
V000012|202605|LEND|MGN,V000012
V000012|202605|LIFE|,V000012
V000012|202605|MAP|,V000012
V000012|202605|OISC|,V000012
V000012|202605|PCS|,V000012
V000012|202606|529T|,V000012
V000012|202606|ADVA|,V000012
V000012|202606|ALTI|,V000012
V000012|202606|DAF|,V000012
V000012|202606|ELIS|OP,V000012
V000012|202606|FCCD|,V000012
V000012|202606|FCOT|,V000012
V000012|202606|FGXX|,V000012
V000012|202606|ITMF|,V000012
V000012|202606|JPMC|,V000012
V000012|202606|LEND|MGN,V000012
V000012|202606|LIFE|,V000012
V000012|202606|MAP|,V000012
V000012|202606|OISC|,V000012
V000012|202606|PCS|,V000012
V000013|202604|529T|,V000013
V000013|202604|ADVA|,V000013
V000013|202604|ALTI|,V000013
V000013|202604|ATMF|,V000013
V000013|202604|DAF|,V000013
V000013|202604|DCCR|,V000013
V000013|202604|ELIS|EQ,V000013
V000013|202604|ELIS|OP,V000013
V000013|202604|FCCD|,V000013
V000013|202604|FCOT|,V000013
V000013|202604|FCXX|,V000013
V000013|202604|FGXX|,V000013
V000013|202604|FIX|,V000013
V000013|202604|ITMF|,V000013
V000013|202604|LIFE|,V000013
V000013|202604|MAP|,V000013
V000013|202604|MMKT|,V000013
V000013|202604|STRT|,V000013
V000013|202604|VARI|,V000013
V000014|202604|ADVA|,V000014
V000014|202604|DAF|,V000014
V000014|202604|ELIS|EQ,V000014
V000014|202604|FCCD|,V000014
V000014|202604|FCXX|,V000014
V000014|202604|FGXX|,V000014
V000014|202604|FIX|,V000014
V000014|202604|FMXX|,V000014
V000014|202604|ITMF|,V000014
V000014|202604|LEND|SBL,V000014
V000014|202604|LIFE|,V000014
V000014|202604|MAP|,V000014
V000014|202604|MMKT|,V000014
V000014|202604|MUFD|,V000014
V000014|202604|OIS1|,V000014
V000014|202604|OISC|,V000014
V000014|202604|PCS|,V000014
V000014|202604|PRDP|,V000014
V000014|202604|STRT|,V000014
V000014|202604|VARI|,V000014
V000014|202605|ADVA|,V000014
V000014|202605|DAF|,V000014
V000014|202605|ELIS|EQ,V000014
V000014|202605|FCCD|,V000014
V000014|202605|FCXX|,V000014
V000014|202605|FGXX|,V000014
V000014|202605|FIX|,V000014
V000014|202605|FMXX|,V000014
V000014|202605|ITMF|,V000014
V000014|202605|LEND|SBL,V000014
V000014|202605|LIFE|,V000014
V000014|202605|MAP|,V000014
V000014|202605|MMKT|,V000014
V000014|202605|MUFD|,V000014
V000014|202605|OIS1|,V000014
V000014|202605|OISC|,V000014
V000014|202605|PCS|,V000014
V000014|202605|PRDP|,V000014
V000014|202605|STRT|,V000014
V000014|202605|VARI|,V000014
V000014|202606|ADVA|,V000014
V000014|202606|DAF|,V000014
V000014|202606|ELIS|EQ,V000014
V000014|202606|FCCD|,V000014
V000014|202606|FCXX|,V000014
V000014|202606|FGXX|,V000014
V000014|202606|FIX|,V000014
V000014|202606|FMXX|,V000014
V000014|202606|ITMF|,V000014
V000014|202606|LEND|SBL,V000014
V000014|202606|LIFE|,V000014
V000014|202606|MAP|,V000014
V000014|202606|MMKT|,V000014
V000014|202606|MUFD|,V000014
V000014|202606|OIS1|,V000014
V000014|202606|OISC|,V000014
V000014|202606|PCS|,V000014
V000014|202606|PRDP|,V000014
V000014|202606|STRT|,V000014
V000014|202606|VARI|,V000014
V000015|202604|529T|,V000015
V000015|202604|ADVA|,V000015
V000015|202604|DCCR|,V000015
V000015|202604|EDK|,V000015
V000015|202604|ELIS|EQ,V000015
V000015|202604|FCOT|,V000015
V000015|202604|FCXX|,V000015
V000015|202604|FIX|,V000015
V000015|202604|FMXX|,V000015
V000015|202604|ITMF|,V000015
V000015|202604|LEND|MGN,V000015
V000015|202604|LEND|SBL,V000015
V000015|202604|MMKT|,V000015
V000015|202604|MUFD|,V000015
V000015|202604|OIS1|,V000015
V000015|202604|OISC|,V000015
V000015|202604|PRDP|,V000015
V000015|202604|STRT|,V000015
V000015|202604|UMA|,V000015
V000015|202605|529T|,V000015
V000015|202605|ADVA|,V000015
V000015|202605|DCCR|,V000015
V000015|202605|EDK|,V000015
V000015|202605|ELIS|EQ,V000015
V000015|202605|FCOT|,V000015
V000015|202605|FCXX|,V000015
V000015|202605|FIX|,V000015
V000015|202605|FMXX|,V000015
V000015|202605|ITMF|,V000015
V000015|202605|LEND|MGN,V000015
V000015|202605|LEND|SBL,V000015
V000015|202605|MMKT|,V000015
V000015|202605|MUFD|,V000015
V000015|202605|OIS1|,V000015
V000015|202605|OISC|,V000015
V000015|202605|PRDP|,V000015
V000015|202605|STRT|,V000015
V000015|202605|UMA|,V000015
V000015|202606|529T|,V000015
V000015|202606|ADVA|,V000015
V000015|202606|DCCR|,V000015
V000015|202606|EDK|,V000015
V000015|202606|ELIS|EQ,V000015
V000015|202606|FCOT|,V000015
V000015|202606|FCXX|,V000015
V000015|202606|FIX|,V000015
V000015|202606|FMXX|,V000015
V000015|202606|ITMF|,V000015
V000015|202606|LEND|MGN,V000015
V000015|202606|LEND|SBL,V000015
V000015|202606|MMKT|,V000015
V000015|202606|MUFD|,V000015
V000015|202606|OIS1|,V000015
V000015|202606|OISC|,V000015
V000015|202606|PRDP|,V000015
V000015|202606|STRT|,V000015
V000015|202606|UMA|,V000015
V000016|202604|529T|,V000016
V000016|202604|ADVA|,V000016
V000016|202604|ALTI|,V000016
V000016|202604|ATMF|,V000016
V000016|202604|DAF|,V000016
V000016|202604|DCCR|,V000016
V000016|202604|ELIS|EQ,V000016
V000016|202604|ELIS|OP,V000016
V000016|202604|FCCD|,V000016
V000016|202604|FCOT|,V000016
V000016|202604|FCXX|,V000016
V000016|202604|FGXX|,V000016
V000016|202604|FIX|,V000016
V000016|202604|FMXX|,V000016
V000016|202604|ITMF|,V000016
V000016|202604|JPMC|,V000016
V000016|202604|LEND|MGN,V000016
V000016|202604|LEND|SBL,V000016
V000016|202604|MMKT|,V000016
V000016|202604|MUFD|,V000016
V000016|202604|OISC|,V000016
V000016|202604|PRDP|,V000016
V000016|202604|UMA|,V000016
V000016|202605|529T|,V000016
V000016|202605|ADVA|,V000016
V000016|202605|ALTI|,V000016
V000016|202605|ATMF|,V000016
V000016|202605|DAF|,V000016
V000016|202605|DCCR|,V000016
V000016|202605|ELIS|EQ,V000016
V000016|202605|ELIS|OP,V000016
